PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28616497","MERS-coronavirus: From discovery to intervention","Widagdo W, Okba NMA, Stalin Raj V, Haagmans BL.","One Health. 2016 Dec 23;3:11-16. doi: 10.1016/j.onehlt.2016.12.001. eCollection 2017 Jun.","Widagdo W","One Health","2016","2017/06/16","PMC5454172","","10.1016/j.onehlt.2016.12.001"
"27986520","Delayed management of Staphyloccocus aureus infective endocarditis in a Middle East respiratory syndrome coronavirus possible case hospitalized in 2015 in Paris, France","Bleibtreu A, Arias P, Vallois D, Debit A, Lermuzeaux M, Rioux C, Cabras O, Lucet JC, Choquet C, Timsit JF, Yazdanpanah Y, Lescure FX.","Clin Microbiol Infect. 2017 Jun;23(6):416-417. doi: 10.1016/j.cmi.2016.11.021. Epub 2016 Dec 13.","Bleibtreu A","Clin Microbiol Infect","2017","2016/12/18","PMC7129370","","10.1016/j.cmi.2016.11.021"
"27354226","Transduction of hematopoietic stem cells to stimulate RNA interference against feline infectious peritonitis","Anis EA, Dhar M, Legendre AM, Wilkes RP.","J Feline Med Surg. 2017 Jun;19(6):680-686. doi: 10.1177/1098612X16654958. Epub 2016 Jun 27.","Anis EA","J Feline Med Surg","2017","2016/06/30","","","10.1177/1098612X16654958"
"27095828","Diagnostic utility of cerebrospinal fluid immunocytochemistry for diagnosis of feline infectious peritonitis manifesting in the central nervous system","Gruendl S, Matiasek K, Matiasek L, Fischer A, Felten S, Jurina K, Hartmann K.","J Feline Med Surg. 2017 Jun;19(6):576-585. doi: 10.1177/1098612X16640839. Epub 2016 Apr 19.","Gruendl S","J Feline Med Surg","2017","2016/04/21","","","10.1177/1098612X16640839"
"27894035","An isothermal, label-free, and rapid one-step RNA amplification/detection assay for diagnosis of respiratory viral infections","Koo B, Jin CE, Lee TY, Lee JH, Park MK, Sung H, Park SY, Lee HJ, Kim SM, Kim JY, Kim SH, Shin Y.","Biosens Bioelectron. 2017 Apr 15;90:187-194. doi: 10.1016/j.bios.2016.11.051. Epub 2016 Nov 23.","Koo B","Biosens Bioelectron","2017","2016/11/29","PMC7127409","","10.1016/j.bios.2016.11.051"
"27791596","Antiviral Compounds Against Nucleocapsid Protein of Porcine Epidemic Diarrhea Virus","Deejai N, Roshorm YM, Kubera A.","Anim Biotechnol. 2017 Apr 3;28(2):120-130. doi: 10.1080/10495398.2016.1232268. Epub 2016 Oct 28.","Deejai N","Anim Biotechnol","2017","2016/10/30","","","10.1080/10495398.2016.1232268"
"28040513","Novel chimeric virus-like particles vaccine displaying MERS-CoV receptor-binding domain induce specific humoral and cellular immune response in mice","Wang C, Zheng X, Gai W, Wong G, Wang H, Jin H, Feng N, Zhao Y, Zhang W, Li N, Zhao G, Li J, Yan J, Gao Y, Hu G, Yang S, Xia X.","Antiviral Res. 2017 Apr;140:55-61. doi: 10.1016/j.antiviral.2016.12.019. Epub 2016 Dec 28.","Wang C","Antiviral Res","2017","2017/01/02","PMC7113847","","10.1016/j.antiviral.2016.12.019"
"28005234","The genetic diversity and complete genome analysis of two novel porcine deltacoronavirus isolates in Thailand in 2015","Lorsirigool A, Saeng-Chuto K, Madapong A, Temeeyasen G, Tripipat T, Kaewprommal P, Tantituvanont A, Piriyapongsa J, Nilubol D.","Virus Genes. 2017 Apr;53(2):240-248. doi: 10.1007/s11262-016-1413-z. Epub 2016 Dec 22.","Lorsirigool A","Virus Genes","2017","2016/12/23","","","10.1007/s11262-016-1413-z"
"27943331","Genomic investigation of piglet resilience following porcine epidemic diarrhea outbreaks","Bertolini F, Harding JC, Mote B, Ladinig A, Plastow GS, Rothschild MF.","Anim Genet. 2017 Apr;48(2):228-232. doi: 10.1111/age.12522. Epub 2016 Dec 12.","Bertolini F","Anim Genet","2017","2016/12/13","PMC7159462","","10.1111/age.12522"
"27848068","Inhibition of porcine transmissible gastroenteritis virus infection in porcine kidney cells using short hairpin RNAs targeting the membrane gene","Wang L, Dai X, Song H, Yuan P, Yang Z, Dong W, Song Z.","Virus Genes. 2017 Apr;53(2):226-232. doi: 10.1007/s11262-016-1409-8. Epub 2016 Nov 15.","Wang L","Virus Genes","2017","2016/11/17","PMC7089173","","10.1007/s11262-016-1409-8"
"27624876","Selection of reference genes for gene expression analysis by real-time qPCR in avian cells infected with infectious bronchitis virus","Batra A, Maier HJ, Fife MS.","Avian Pathol. 2017 Apr;46(2):173-180. doi: 10.1080/03079457.2016.1235258. Epub 2016 Dec 7.","Batra A","Avian Pathol","2017","2016/09/15","","","10.1080/03079457.2016.1235258"
"27624642","A survey for selected avian viral pathogens in backyard chicken farms in Finland","Pohjola L, Tammiranta N, Ek-Kommonen C, Soveri T, Hänninen ML, Fredriksson Ahomaa M, Huovilainen A.","Avian Pathol. 2017 Apr;46(2):166-172. doi: 10.1080/03079457.2016.1232804. Epub 2016 Dec 8.","Pohjola L","Avian Pathol","2017","2016/09/15","","","10.1080/03079457.2016.1232804"
"26902098","Investigation into the utility of an immunocytochemical assay in body cavity effusions for diagnosis of feline infectious peritonitis","Felten S, Matiasek K, Gruendl S, Sangl L, Wess G, Hartmann K.","J Feline Med Surg. 2017 Apr;19(4):410-418. doi: 10.1177/1098612X16630357. Epub 2016 Feb 1.","Felten S","J Feline Med Surg","2017","2016/02/24","","","10.1177/1098612X16630357"
"26787293","Comparison of real-time reverse transcriptase polymerase chain reaction of peripheral blood mononuclear cells, serum and cell-free body cavity effusion for the diagnosis of feline infectious peritonitis","Doenges SJ, Weber K, Dorsch R, Fux R, Hartmann K.","J Feline Med Surg. 2017 Apr;19(4):344-350. doi: 10.1177/1098612X15625354. Epub 2016 Jul 9.","Doenges SJ","J Feline Med Surg","2017","2016/01/21","","","10.1177/1098612X15625354"
"26701958","Detection of feline coronavirus spike gene mutations as a tool to diagnose feline infectious peritonitis","Felten S, Weider K, Doenges S, Gruendl S, Matiasek K, Hermanns W, Mueller E, Matiasek L, Fischer A, Weber K, Hirschberger J, Wess G, Hartmann K.","J Feline Med Surg. 2017 Apr;19(4):321-335. doi: 10.1177/1098612X15623824. Epub 2016 Jul 10.","Felten S","J Feline Med Surg","2017","2015/12/25","","","10.1177/1098612X15623824"
"28159163","Epidemic and Emerging Coronaviruses (Severe Acute Respiratory Syndrome and Middle East Respiratory Syndrome)","Hui DS.","Clin Chest Med. 2017 Mar;38(1):71-86. doi: 10.1016/j.ccm.2016.11.007. Epub 2016 Dec 16.","Hui DS","Clin Chest Med","2017","2017/02/05","PMC7131795","","10.1016/j.ccm.2016.11.007"
"28159160","Other Community Respiratory Viruses","Wunderink RG.","Clin Chest Med. 2017 Mar;38(1):37-43. doi: 10.1016/j.ccm.2016.11.003. Epub 2016 Dec 4.","Wunderink RG","Clin Chest Med","2017","2017/02/05","PMC7131595","","10.1016/j.ccm.2016.11.003"
"28131646","Resource impact of managing suspected Middle East respiratory syndrome patients in a UK teaching hospital","Veater J, Wong N, Stephenson I, Kirk-Granger H, Baxter LF, Cannon R, Wilson S, Atabani S, Sahota A, Bell D, Wiselka M, Tang JW.","J Hosp Infect. 2017 Mar;95(3):280-285. doi: 10.1016/j.jhin.2016.12.010. Epub 2016 Dec 18.","Veater J","J Hosp Infect","2017","2017/01/30","PMC7132460","","10.1016/j.jhin.2016.12.010"
"28131642","Viral influenza-like illnesses: dynamic interrelationships during the 2015-2016 influenza season in hospitalized patients","Cunha BA.","J Hosp Infect. 2017 Mar;95(3):275-279. doi: 10.1016/j.jhin.2016.12.015. Epub 2016 Dec 23.","Cunha BA","J Hosp Infect","2017","2017/01/30","PMC7172812","","10.1016/j.jhin.2016.12.015"
"27999962","Human lung ex vivo infection models","Hocke AC, Suttorp N, Hippenstiel S.","Cell Tissue Res. 2017 Mar;367(3):511-524. doi: 10.1007/s00441-016-2546-z. Epub 2016 Dec 20.","Hocke AC","Cell Tissue Res","2017","2016/12/22","PMC7087833","","10.1007/s00441-016-2546-z"
"27956136","Prophylactic and therapeutic intranasal administration with an immunomodulator, Hiltonol(®) (Poly IC:LC), in a lethal SARS-CoV-infected BALB/c mouse model","Kumaki Y, Salazar AM, Wandersee MK, Barnard DL.","Antiviral Res. 2017 Mar;139:1-12. doi: 10.1016/j.antiviral.2016.12.007. Epub 2016 Dec 9.","Kumaki Y","Antiviral Res","2017","2016/12/14","PMC7113886","","10.1016/j.antiviral.2016.12.007"
"27940937","Risk factors for transmission of Middle East respiratory syndrome coronavirus infection during the 2015 outbreak in South Korea","Kim SW, Park JW, Jung HD, Yang JS, Park YS, Lee C, Kim KM, Lee KJ, Kwon D, Hur YJ, Choi BY, Ki M.","Clin Infect Dis. 2017 Mar 1;64(5):551-557. doi: 10.1093/cid/ciw768. Epub 2016 Dec 10.","Kim SW","Clin Infect Dis","2017","2016/12/13","PMC7108049","","10.1093/cid/ciw768"
"27937060","Update on therapeutic options for Middle East Respiratory Syndrome Coronavirus (MERS-CoV)","Al-Tawfiq JA, Memish ZA.","Expert Rev Anti Infect Ther. 2017 Mar;15(3):269-275. doi: 10.1080/14787210.2017.1271712. Epub 2016 Dec 24.","Al-Tawfiq JA","Expert Rev Anti Infect Ther","2017","2016/12/13","PMC7103731","","10.1080/14787210.2017.1271712"
"27932285","Candidate new rotavirus species in Schreiber's bats, Serbia","Bányai K, Kemenesi G, Budinski I, Földes F, Zana B, Marton S, Varga-Kugler R, Oldal M, Kurucz K, Jakab F.","Infect Genet Evol. 2017 Mar;48:19-26. doi: 10.1016/j.meegid.2016.12.002. Epub 2016 Dec 6.","Bányai K","Infect Genet Evol","2017","2016/12/10","PMC7106153","","10.1016/j.meegid.2016.12.002"
"27932284","Genetic diversity of coronaviruses in bats in Lao PDR and Cambodia","Lacroix A, Duong V, Hul V, San S, Davun H, Omaliss K, Chea S, Hassanin A, Theppangna W, Silithammavong S, Khammavong K, Singhalath S, Greatorex Z, Fine AE, Goldstein T, Olson S, Joly DO, Keatts L, Dussart P, Afelt A, Frutos R, Buchy P.","Infect Genet Evol. 2017 Mar;48:10-18. doi: 10.1016/j.meegid.2016.11.029. Epub 2016 Dec 6.","Lacroix A","Infect Genet Evol","2017","2016/12/10","PMC7106194","","10.1016/j.meegid.2016.11.029"
"27803979","Molecular Detection of Circovirus and Adenovirus in Feces of Fur Seals (Arctocephalus spp.)","Chiappetta CM, Cibulski SP, Lima FES, Varela APM, Amorim DB, Tavares M, Roehe PM.","Ecohealth. 2017 Mar;14(1):69-77. doi: 10.1007/s10393-016-1195-8. Epub 2016 Nov 1.","Chiappetta CM","Ecohealth","2017","2016/11/03","PMC7087719","","10.1007/s10393-016-1195-8"
"27786402","Vaccines against Middle East respiratory syndrome coronavirus for humans and camels","Alharbi NK.","Rev Med Virol. 2017 Mar;27(2):e1917. doi: 10.1002/rmv.1917. Epub 2016 Oct 27.","Alharbi NK","Rev Med Virol","2017","2016/10/28","PMC7169231","","10.1002/rmv.1917"
"27647538","Mood disorders and non-celiac gluten sensitivity","Casella G, Pozzi R, Cigognetti M, Bachetti F, Torti G, Cadei M, Villanacci V, Baldini V, Bassotti G.","Minerva Gastroenterol Dietol. 2017 Mar;63(1):32-37. doi: 10.23736/S1121-421X.16.02325-4. Epub 2016 Sep 20.","Casella G","Minerva Gastroenterol Dietol","2017","2016/09/21","","","10.23736/S1121-421X.16.02325-4"
"27486688","Spike gene deletion quasispecies in serum of patient with acute MERS-CoV infection","Lu X, Rowe LA, Frace M, Stevens J, Abedi GR, Elnile O, Banassir T, Al-Masri M, Watson JT, Assiri A, Erdman DD.","J Med Virol. 2017 Mar;89(3):542-545. doi: 10.1002/jmv.24652. Epub 2016 Aug 22.","Lu X","J Med Virol","2017","2016/08/04","PMC7166981","","10.1002/jmv.24652"
"27302882","Middle East respiratory syndrome coronavirus in Al-Madinah City, Saudi Arabia: Demographic, clinical and survival data","Sherbini N, Iskandrani A, Kharaba A, Khalid G, Abduljawad M, Al-Jahdali H.","J Epidemiol Glob Health. 2017 Mar;7(1):29-36. doi: 10.1016/j.jegh.2016.05.002. Epub 2016 Jun 11.","Sherbini N","J Epidemiol Glob Health","2017","2016/06/16","PMC7104069","","10.1016/j.jegh.2016.05.002"
"27140697","Clinical spectrum of the Middle East respiratory syndrome coronavirus (MERS-CoV)","Senga M, Arabi YM, Fowler RA.","J Infect Public Health. 2017 Mar-Apr;10(2):191-194. doi: 10.1016/j.jiph.2016.04.008. Epub 2016 Apr 29.","Senga M","J Infect Public Health","2017","2016/05/04","PMC7102817","","10.1016/j.jiph.2016.04.008"
"27840394","Characterization of canine coronavirus spread among domestic dogs in Vietnam","van Nguyen D, Terada Y, Minami S, Yonemitsu K, Nagata N, LE TD, Kuwata R, Shimoda H, Maeda K.","J Vet Med Sci. 2017 Feb 14;79(2):343-349. doi: 10.1292/jvms.16-0538. Epub 2016 Nov 14.","van Nguyen D","J Vet Med Sci","2017","2016/11/15","PMC5326940","","10.1292/jvms.16-0538"
"28035001","Structural and Molecular Evidence Suggesting Coronavirus-driven Evolution of Mouse Receptor","Peng G, Yang Y, Pasquarella JR, Xu L, Qian Z, Holmes KV, Li F.","J Biol Chem. 2017 Feb 10;292(6):2174-2181. doi: 10.1074/jbc.M116.764266. Epub 2016 Dec 29.","Peng G","J Biol Chem","2017","2016/12/31","PMC5313091","","10.1074/jbc.M116.764266"
"27735965","Detection of nidoviruses in live pythons and boas","Marschang RE, Kolesnik E.","Tierarztl Prax Ausg K Kleintiere Heimtiere. 2017 Feb 9;45(1):22-26. doi: 10.15654/TPK-151067. Epub 2016 Oct 13.","Marschang RE","Tierarztl Prax Ausg K Kleintiere Heimtiere","2017","2016/10/14","","","10.15654/TPK-151067"
"32288871","Health and growth of Finnish beef calves and the relation to acute phase response","Seppä-Lassila L, Eerola U, Orro T, Härtel H, Simojoki H, Autio T, Pelkonen S, Soveri T.","Livest Sci. 2017 Feb;196:7-13. doi: 10.1016/j.livsci.2016.12.007. Epub 2016 Dec 14.","Seppä-Lassila L","Livest Sci","2017","2020/04/15","PMC7102780","","10.1016/j.livsci.2016.12.007"
"28159230","Goblet cell depletion in small intestinal villous and crypt epithelium of conventional nursing and weaned pigs infected with porcine epidemic diarrhea virus","Jung K, Saif LJ.","Res Vet Sci. 2017 Feb;110:12-15. doi: 10.1016/j.rvsc.2016.10.009. Epub 2016 Oct 24.","Jung K","Res Vet Sci","2017","2017/02/05","","","10.1016/j.rvsc.2016.10.009"
"28153558","Middle East respiratory syndrome coronavirus (MERS-CoV) outbreak in South Korea, 2015: epidemiology, characteristics and public health implications","Kim KH, Tandi TE, Choi JW, Moon JM, Kim MS.","J Hosp Infect. 2017 Feb;95(2):207-213. doi: 10.1016/j.jhin.2016.10.008. Epub 2016 Oct 14.","Kim KH","J Hosp Infect","2017","2017/02/04","PMC7114867","","10.1016/j.jhin.2016.10.008"
"28110779","Transmissible gastroenteritis virus does not suppress IFN-β induction but is sensitive to IFN in IPEC-J2 cells","Zhu L, Yang X, Mou C, Yang Q.","Vet Microbiol. 2017 Feb;199:128-134. doi: 10.1016/j.vetmic.2016.12.031. Epub 2016 Dec 21.","Zhu L","Vet Microbiol","2017","2017/01/24","PMC7117263","","10.1016/j.vetmic.2016.12.031"
"28009529","High Prevalence of Middle East Respiratory Coronavirus in Young Dromedary Camels in Jordan","van Doremalen N, Hijazeen ZS, Holloway P, Al Omari B, McDowell C, Adney D, Talafha HA, Guitian J, Steel J, Amarin N, Tibbo M, Abu-Basha E, Al-Majali AM, Munster VJ, Richt JA.","Vector Borne Zoonotic Dis. 2017 Feb;17(2):155-159. doi: 10.1089/vbz.2016.2062. Epub 2016 Dec 23.","van Doremalen N","Vector Borne Zoonotic Dis","2017","2016/12/24","PMC5278817","","10.1089/vbz.2016.2062"
"27984784","Porcine deltacoronavirus nsp5 inhibits interferon-β production through the cleavage of NEMO","Zhu X, Fang L, Wang D, Yang Y, Chen J, Ye X, Foda MF, Xiao S.","Virology. 2017 Feb;502:33-38. doi: 10.1016/j.virol.2016.12.005. Epub 2016 Dec 13.","Zhu X","Virology","2017","2016/12/17","PMC7111669","","10.1016/j.virol.2016.12.005"
"27936982","MERS-CoV spike protein: a key target for antivirals","Du L, Yang Y, Zhou Y, Lu L, Li F, Jiang S.","Expert Opin Ther Targets. 2017 Feb;21(2):131-143. doi: 10.1080/14728222.2017.1271415. Epub 2016 Dec 21.","Du L","Expert Opin Ther Targets","2017","2016/12/13","PMC5457961","NIHMS861913","10.1080/14728222.2017.1271415"
"27924415","Detection of infectious bronchitis virus 793B, avian metapneumovirus, Mycoplasma gallisepticum and Mycoplasma synoviae in poultry in Ethiopia","Hutton S, Bettridge J, Christley R, Habte T, Ganapathy K.","Trop Anim Health Prod. 2017 Feb;49(2):317-322. doi: 10.1007/s11250-016-1195-2. Epub 2016 Dec 6.","Hutton S","Trop Anim Health Prod","2017","2016/12/08","PMC5253144","","10.1007/s11250-016-1195-2"
"27918958","Drivers of airborne human-to-human pathogen transmission","Herfst S, Böhringer M, Karo B, Lawrence P, Lewis NS, Mina MJ, Russell CJ, Steel J, de Swart RL, Menge C.","Curr Opin Virol. 2017 Feb;22:22-29. doi: 10.1016/j.coviro.2016.11.006. Epub 2016 Dec 2.","Herfst S","Curr Opin Virol","2017","2016/12/06","PMC7102691","","10.1016/j.coviro.2016.11.006"
"27905101","A review on antiviral activity of the Himalayan medicinal plants traditionally used to treat bronchitis and related symptoms","Amber R, Adnan M, Tariq A, Mussarat S.","J Pharm Pharmacol. 2017 Feb;69(2):109-122. doi: 10.1111/jphp.12669. Epub 2016 Dec 1.","Amber R","J Pharm Pharmacol","2017","2016/12/02","PMC7166987","","10.1111/jphp.12669"
"27872356","Middle East Respiratory Syndrome Coronavirus and Children","Bartenfeld M, Griese S, Uyeki T, Gerber SI, Peacock G.","Clin Pediatr (Phila). 2017 Feb;56(2):187-189. doi: 10.1177/0009922816678820. Epub 2016 Nov 23.","Bartenfeld M","Clin Pediatr (Phila)","2017","2016/11/23","PMC5288265","NIHMS836694","10.1177/0009922816678820"
"27841103","Serologic Evaluation of MERS Screening Strategy for Healthcare Personnel During a Hospital-Associated Outbreak","Ko JH, Lee JY, Baek JY, Seok H, Park GE, Lee JY, Cho SY, Ha YE, Kang CI, Kang JM, Kim YJ, Kang ES, Kim SH, Jo IJ, Chung CR, Hahn MJ, Müller MA, Drosten C, Chung DR, Song JH, Peck KR.","Infect Control Hosp Epidemiol. 2017 Feb;38(2):234-238. doi: 10.1017/ice.2016.251. Epub 2016 Nov 14.","Ko JH","Infect Control Hosp Epidemiol","2017","2016/11/15","","","10.1017/ice.2016.251"
"27815750","A sensitive duplex nanoparticle-assisted PCR assay for identifying porcine epidemic diarrhea virus and porcine transmissible gastroenteritis virus from clinical specimens","Zhu Y, Liang L, Luo Y, Wang G, Wang C, Cui Y, Ai X, Cui S.","Virus Genes. 2017 Feb;53(1):71-76. doi: 10.1007/s11262-016-1405-z. Epub 2016 Nov 4.","Zhu Y","Virus Genes","2017","2016/11/06","PMC7089489","","10.1007/s11262-016-1405-z"
"27746172","Macrophages from disease resistant B2 haplotype chickens activate T lymphocytes more effectively than macrophages from disease susceptible B19 birds","Collisson E, Griggs L, Drechsler Y.","Dev Comp Immunol. 2017 Feb;67:249-256. doi: 10.1016/j.dci.2016.09.013. Epub 2016 Oct 14.","Collisson E","Dev Comp Immunol","2017","2016/10/18","PMC7102680","","10.1016/j.dci.2016.09.013"
"27658544","Activated GL7(+) B cells are maintained within the inflamed CNS in the absence of follicle formation during viral encephalomyelitis","DiSano KD, Stohlman SA, Bergmann CC.","Brain Behav Immun. 2017 Feb;60:71-83. doi: 10.1016/j.bbi.2016.09.022. Epub 2016 Sep 19.","DiSano KD","Brain Behav Immun","2017","2016/09/24","PMC5215090","NIHMS819039","10.1016/j.bbi.2016.09.022"
"27430485","Acute viral respiratory infections among children in MERS-endemic Riyadh, Saudi Arabia, 2012-2013","Fagbo SF, Garbati MA, Hasan R, AlShahrani D, Al-Shehri M, AlFawaz T, Hakawi A, Wani TA, Skakni L.","J Med Virol. 2017 Feb;89(2):195-201. doi: 10.1002/jmv.24632. Epub 2016 Jul 29.","Fagbo SF","J Med Virol","2017","2016/07/20","PMC7166860","","10.1002/jmv.24632"
"27400065","Protection of chickens vaccinated with combinations of commercial live infectious bronchitis vaccines containing Massachusetts, Dutch and QX-like serotypes against challenge with virulent infectious bronchitis viruses 793B and IS/1494/06 Israel variant 2","Bru T, Vila R, Cabana M, Geerligs HJ.","Avian Pathol. 2017 Feb;46(1):52-58. doi: 10.1080/03079457.2016.1203393. Epub 2016 Oct 17.","Bru T","Avian Pathol","2017","2016/07/12","","","10.1080/03079457.2016.1203393"
"27329854","A novel variant of the infectious bronchitis virus resulting from recombination events in Italy and Spain","Moreno A, Franzo G, Massi P, Tosi G, Blanco A, Antilles N, Biarnes M, Majó N, Nofrarías M, Dolz R, Lelli D, Sozzi E, Lavazza A, Cecchinato M.","Avian Pathol. 2017 Feb;46(1):28-35. doi: 10.1080/03079457.2016.1200011. Epub 2016 Oct 24.","Moreno A","Avian Pathol","2017","2016/06/23","PMC7114073","","10.1080/03079457.2016.1200011"
"26474594","Feline coronavirus quantitative reverse transcriptase polymerase chain reaction on effusion samples in cats with and without feline infectious peritonitis","Longstaff L, Porter E, Crossley VJ, Hayhow SE, Helps CR, Tasker S.","J Feline Med Surg. 2017 Feb;19(2):240-245. doi: 10.1177/1098612X15606957. Epub 2016 Jul 10.","Longstaff L","J Feline Med Surg","2017","2015/10/18","","","10.1177/1098612X15606957"
"27169943","Epidemiological and Clinical Characteristics of Patients with Middle East Respiratory Syndrome Coronavirus in Iran in 2014","Yousefi M, Dehesh MM, Farokhnia M.","Jpn J Infect Dis. 2017 Jan 24;70(1):115-118. doi: 10.7883/yoken.JJID.2015.536. Epub 2016 May 9.","Yousefi M","Jpn J Infect Dis","2017","2016/05/13","","","10.7883/yoken.JJID.2015.536"
"27903740","Protective T Cell Responses Featured by Concordant Recognition of Middle East Respiratory Syndrome Coronavirus-Derived CD8+ T Cell Epitopes and Host MHC","Liu WJ, Lan J, Liu K, Deng Y, Yao Y, Wu S, Chen H, Bao L, Zhang H, Zhao M, Wang Q, Han L, Chai Y, Qi J, Zhao J, Meng S, Qin C, Gao GF, Tan W.","J Immunol. 2017 Jan 15;198(2):873-882. doi: 10.4049/jimmunol.1601542. Epub 2016 Nov 30.","Liu WJ","J Immunol","2017","2016/12/02","","","10.4049/jimmunol.1601542"
"27840112","Alisporivir inhibits MERS- and SARS-coronavirus replication in cell culture, but not SARS-coronavirus infection in a mouse model","de Wilde AH, Falzarano D, Zevenhoven-Dobbe JC, Beugeling C, Fett C, Martellaro C, Posthuma CC, Feldmann H, Perlman S, Snijder EJ.","Virus Res. 2017 Jan 15;228:7-13. doi: 10.1016/j.virusres.2016.11.011. Epub 2016 Nov 10.","de Wilde AH","Virus Res","2017","2016/11/15","PMC7114565","","10.1016/j.virusres.2016.11.011"
"27576010","Middle East Respiratory Syndrome: Emergence of a Pathogenic Human Coronavirus","Fehr AR, Channappanavar R, Perlman S.","Annu Rev Med. 2017 Jan 14;68:387-399. doi: 10.1146/annurev-med-051215-031152. Epub 2016 Aug 26.","Fehr AR","Annu Rev Med","2017","2016/08/31","PMC5353356","NIHMS850012","10.1146/annurev-med-051215-031152"
