PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36587813","'Poly phenolic phytoceutical loaded nano-bilosomes for enhanced caco-2 cell permeability and SARS-CoV 2 antiviral activity': in-vitro and insilico studies","Zakaria MY, Abd El-Halim SM, Beshay BY, Zaki I, Abourehab MAS.","Drug Deliv. 2023 Dec;30(1):2162157. doi: 10.1080/10717544.2022.2162157.","Zakaria MY","Drug Deliv","2023","2023/01/01","PMC9809390","","10.1080/10717544.2022.2162157"
"36580041","Influenza viral infection is a risk factor for severe illness in COVID-19 patients: a nationwide population-based cohort study","Hwang JH, You YS, Yeom SW, Lee MG, Lee JH, Kim MG, Kim JS.","Emerg Microbes Infect. 2023 Dec;12(1):2164215. doi: 10.1080/22221751.2022.2164215.","Hwang JH","Emerg Microbes Infect","2023","2022/12/29","PMC9858545","","10.1080/22221751.2022.2164215"
"36579381","SARS-CoV-2-Infected Pregnant Woman Requiring 38 Days of Extracorporeal Membrane Oxygenation Experiences Rectal Ulcer Bleeding: A Case Report","Moon H, Lee JM, Kim EH.","Yonsei Med J. 2023 Dec;64(1):66-70. doi: 10.3349/ymj.2022.0259.","Moon H","Yonsei Med J","2023","2022/12/29","PMC9826960","","10.3349/ymj.2022.0259"
"36576321","Changes to glaucoma surgery patterns during the coronavirus disease 2019 pandemic: a shift towards less invasive procedures","Dub N, Gołaszewska K, Saeed E, Dmuchowska DA, Obuchowska I, Konopińska J.","Ann Med. 2023 Dec;55(1):224-230. doi: 10.1080/07853890.2022.2157474.","Dub N","Ann Med","2023","2022/12/28","PMC9809395","","10.1080/07853890.2022.2157474"
"36545844","Prevalence, risk and severity of SARS-CoV-2 infections in psoriasis patients receiving conventional systemic, biologic or topical treatment during the COVID-19 pandemic: a cross-sectional cohort study (PsoCOVID)","Kwee KV, Murk JL, Yin Q, Visch MB, Davidson L, de Jong EMGJ, van den Reek JMPA, Tjioe M.","J Dermatolog Treat. 2023 Dec;34(1):2161297. doi: 10.1080/09546634.2022.2161297.","Kwee KV","J Dermatolog Treat","2023","2022/12/22","","","10.1080/09546634.2022.2161297"
"36538037","'Put in a room and left': a qualitative study exploring the lived experiences of COVID-19 isolation and quarantine among rehabilitation inpatients","Luker S, Laver K, Lane R, Potter E, Harrod A, Bierer P, Adey-Wakeling Z, Karnon J, Cameron ID, Crotty M.","Ann Med. 2023 Dec;55(1):198-206. doi: 10.1080/07853890.2022.2155698.","Luker S","Ann Med","2023","2022/12/20","PMC9788724","","10.1080/07853890.2022.2155698"
"36510837","Hybrid immunity and protection against infection during the Omicron wave in Malta","Cauchi JP, Dziugyte A, Borg ML, Melillo T, Zahra G, Barbara C, Souness J, Agius S, Calleja N, Gauci C, Vassallo P, Baruch J.","Emerg Microbes Infect. 2023 Dec;12(1):e2156814. doi: 10.1080/22221751.2022.2156814.","Cauchi JP","Emerg Microbes Infect","2023","2022/12/13","PMC9817114","","10.1080/22221751.2022.2156814"
"36503413","Antibody persistence and safety after heterologous boosting with orally aerosolised Ad5-nCoV in individuals primed with two-dose CoronaVac previously: 12-month analyses of a randomized controlled trial","Jin L, Tang R, Wu S, Guo X, Huang H, Hou L, Chen X, Zhu T, Gou J, Zhong J, Pan H, Cui L, Chen Y, Xia X, Feng J, Wang X, Zhao Q, Xu X, Li Z, Zhang X, Chen W, Li J, Zhu F.","Emerg Microbes Infect. 2023 Dec;12(1):2155251. doi: 10.1080/22221751.2022.2155251.","Jin L","Emerg Microbes Infect","2023","2022/12/12","","","10.1080/22221751.2022.2155251"
"36495008","Angiotensin-converting enzyme 2 in human plasma and lung tissue","Xie J, Huang QF, Zhang Z, Dong Y, Xu H, Cao Y, Sheng CS, Li Y, Wang C, Wang X, Wang JG.","Blood Press. 2023 Dec;32(1):6-15. doi: 10.1080/08037051.2022.2154745.","Xie J","Blood Press","2023","2022/12/10","","","10.1080/08037051.2022.2154745"
"36482706","Correlations of Myeloperoxidase (MPO), Adenosine deaminase (ADA), C-C motif chemokine 22 (CCL22), Tumour necrosis factor alpha (TNFα) and Interleukin-6 (IL-6) mRNA expression in the nasopharyngeal specimens with the diagnosis and severity of SARS-CoV-2 infections","Chiu KH, Yip CC, Poon RW, Leung KH, Li X, Hung IF, To KK, Cheng VC, Yuen KY.","Emerg Microbes Infect. 2023 Dec;12(1):2157338. doi: 10.1080/22221751.2022.2157338.","Chiu KH","Emerg Microbes Infect","2023","2022/12/09","PMC9809351","","10.1080/22221751.2022.2157338"
"36469641","Changes in the characteristics and outcomes of COVID-19 patients from the early pandemic to the delta variant epidemic: a nationwide population-based study","Miyashita K, Hozumi H, Furuhashi K, Nakatani E, Inoue Y, Yasui H, Karayama M, Suzuki Y, Fujisawa T, Enomoto N, Inui N, Ojima T, Suda T.","Emerg Microbes Infect. 2023 Dec;12(1):2155250. doi: 10.1080/22221751.2022.2155250.","Miyashita K","Emerg Microbes Infect","2023","2022/12/05","PMC9788709","","10.1080/22221751.2022.2155250"
"36458572","A comparative analysis exposes an amplification delay distinctive to SARS-CoV-2 Omicron variants of clinical and public health relevance","Brown KL, Ceci A, Roby C, Briggs R, Ziolo D, Korba R, Mejia R, Kelly ST, Toney D, Friedlander MJ, Finkielstein CV.","Emerg Microbes Infect. 2023 Dec;12(1):2154617. doi: 10.1080/22221751.2022.2154617.","Brown KL","Emerg Microbes Infect","2023","2022/12/02","PMC9793939","","10.1080/22221751.2022.2154617"
"36453209","Induction of significant neutralizing antibodies against SARS-CoV-2 by a highly attenuated pangolin coronavirus variant with a 104nt deletion at the 3'-UTR","Lu S, Luo S, Liu C, Li M, An X, Li M, Hou J, Fan H, Mao P, Tong Y, Song L.","Emerg Microbes Infect. 2023 Dec;12(1):2151383. doi: 10.1080/22221751.2022.2151383.","Lu S","Emerg Microbes Infect","2023","2022/12/01","PMC9769135","","10.1080/22221751.2022.2151383"
"36444724","Omicron variants escape the persistent SARS-CoV-2-specific antibody response in 2-year COVID-19 convalescents regardless of vaccination","Wang M, Zhou B, Fan Q, Zhou X, Liao X, Lin J, Ma Z, Dong J, Wang H, Ge X, Ju B, Zhang Z.","Emerg Microbes Infect. 2023 Dec;12(1):2151381. doi: 10.1080/22221751.2022.2151381.","Wang M","Emerg Microbes Infect","2023","2022/11/29","PMC9809350","","10.1080/22221751.2022.2151381"
"36440480","Generation of self-replicating airway organoids from the cave nectar bat Eonycteris spelaea as a model system for studying host-pathogen interactions in the bat airway epithelium","Chan LLY, Gamage AM, Tan CW, Tan KS, Liu J, Tay DJW, Foo RJH, Rénia L, Wang Y, Wang LF.","Emerg Microbes Infect. 2023 Dec;12(1):e2148561. doi: 10.1080/22221751.2022.2148561.","Chan LLY","Emerg Microbes Infect","2023","2022/11/28","PMC9754017","","10.1080/22221751.2022.2148561"
"36398721","Effectiveness of inactivated COVID-19 vaccines against mild disease, pneumonia, and severe disease among persons infected with SARS-CoV-2 Omicron variant: real-world study in Jilin Province, China","Xu H, Li H, You H, Zhang P, Li N, Jiang N, Cao Y, Qin L, Qin G, Qu H, Wang H, Zou B, He X, Li D, Zhao H, Huang G, Li Y, Zhang H, Zhu L, Qiao H, Li H, Liu S, Gu L, Yin G, Hu Y, Xu S, Guo W, Wang N, Liu C, Gao P, Cao J, Zheng Y, Zhang K, Wang Y, Chen H, Zhang J, Mu D, Niu J.","Emerg Microbes Infect. 2023 Dec;12(1):2149935. doi: 10.1080/22221751.2022.2149935.","Xu H","Emerg Microbes Infect","2023","2022/11/18","PMC9817129","","10.1080/22221751.2022.2149935"
"36395071","A receptor-binding domain-based nanoparticle vaccine elicits durable neutralizing antibody responses against SARS-CoV-2 and variants of concern","Lee IJ, Lan YH, Wu PY, Wu YW, Chen YH, Tseng SC, Kuo TJ, Sun CP, Jan JT, Ma HH, Liao CC, Liang JJ, Ko HY, Chang CS, Liu WC, Ko YA, Chen YH, Sie ZL, Tsung SI, Lin YL, Wang IH, Tao MH.","Emerg Microbes Infect. 2023 Dec;12(1):2149353. doi: 10.1080/22221751.2022.2149353.","Lee IJ","Emerg Microbes Infect","2023","2022/11/17","PMC9793938","","10.1080/22221751.2022.2149353"
"36377297","Heterologous Omicron-adapted vaccine as a secondary booster promotes neutralizing antibodies against Omicron and its sub-lineages in mice","Liu J, He Q, Gao F, Bian L, Wang Q, An C, Song L, Zhang J, Liu D, Song Z, Li L, Bai Y, Wang Z, Liang Z, Mao Q, Xu M.","Emerg Microbes Infect. 2023 Dec;12(1):e2143283. doi: 10.1080/22221751.2022.2143283.","Liu J","Emerg Microbes Infect","2023","2022/11/15","PMC9754032","","10.1080/22221751.2022.2143283"
"36373485","Impact of vaccination on kinetics of neutralizing antibodies against SARS-CoV-2 by serum live neutralization test based on a prospective cohort","Zhu L, Mao N, Yi C, Simayi A, Feng J, Feng Y, He M, Ding S, Wang Y, Wang Y, Wei M, Hong J, Li C, Tian H, Zhou L, Peng J, Zhang S, Song C, Jin H, Zhu F, Xu W, Zhao J, Bao C.","Emerg Microbes Infect. 2023 Dec;12(1):2146535. doi: 10.1080/22221751.2022.2146535.","Zhu L","Emerg Microbes Infect","2023","2022/11/14","PMC9858416","","10.1080/22221751.2022.2146535"
"36369921","COVID-19 related disruptions to medical education and perceived clinical capability of new resident physicians: a nationwide study of over 1200 first-year residents","Guldner G, Wells J, Ayutyanont N, Iyengar R, Sprenger S, Siegel JT, Kashyap R.","Med Educ Online. 2023 Dec;28(1):2143307. doi: 10.1080/10872981.2022.2143307.","Guldner G","Med Educ Online","2023","2022/11/12","PMC9665094","","10.1080/10872981.2022.2143307"
"36367206","Bordetella hinzii bacteremia in a patient with SARS-CoV-2 infection","Chahi K, Collienne C, Anantharajah A, Rodriguez-Villalobos H, Hantson P.","Emerg Microbes Infect. 2023 Dec;12(1):2147276. doi: 10.1080/22221751.2022.2147276.","Chahi K","Emerg Microbes Infect","2023","2022/11/11","PMC9788705","","10.1080/22221751.2022.2147276"
"36354024","Structural insights into broadly neutralizing antibodies elicited by hybrid immunity against SARS-CoV-2","Luo M, Zhou B, Reddem ER, Tang B, Chen B, Zhou R, Liu H, Liu L, Katsamba PS, Au KK, Man HO, To KK, Yuen KY, Shapiro L, Dang S, Ho DD, Chen Z.","Emerg Microbes Infect. 2023 Dec;12(1):2146538. doi: 10.1080/22221751.2022.2146538.","Luo M","Emerg Microbes Infect","2023","2022/11/10","PMC9817130","","10.1080/22221751.2022.2146538"
"36331873","Beyond COVID-19: the impact of recent pandemics on medical students and their education: a scoping review","Bughrara MS, Swanberg SM, Lucia VC, Schmitz K, Jung D, Wunderlich-Barillas T.","Med Educ Online. 2023 Dec;28(1):2139657. doi: 10.1080/10872981.2022.2139657.","Bughrara MS","Med Educ Online","2023","2022/11/04","PMC9639463","","10.1080/10872981.2022.2139657"
"36305272","Ligand-based discovery of coronavirus main protease inhibitors using MACAW molecular embeddings","Dong J, Varbanov M, Philippot S, Vreken F, Zeng WB, Blay V.","J Enzyme Inhib Med Chem. 2023 Dec;38(1):24-35. doi: 10.1080/14756366.2022.2132486.","Dong J","J Enzyme Inhib Med Chem","2023","2022/10/28","PMC9621234","","10.1080/14756366.2022.2132486"
"36715043","Kinetics of Covid-19 antibodies in terms of titre and duration among healthcare workers: A longitudinal study","Goenka MK, Goenka U, Patil VU, DAS SS, Afzalpurkar S, Jajodia S, Mukherjee M, Shah BB, Moitra S.","Natl Med J India. 2023 Jul-Aug;35(4):201-205. doi: 10.25259/NMJI_109_21.","Goenka MK","Natl Med J India","2023","2023/01/30","","","10.25259/NMJI_109_21"
"36686982","Adapting an integrated acute respiratory infections sentinel surveillance to the COVID-19 pandemic requirements, Egypt, 2020-2022","Fahim M, Abu ElSood H, AbdElGawad B, Deghedy O, Naguib A, Roshdy WH, Showky S, Kamel R, Elguindy N, Abdel Fattah M, Afifi S, Kandeel A, Abdelghaffar K.","Public Health Pract (Oxf). 2023 Jun;5:100358. doi: 10.1016/j.puhip.2023.100358. Epub 2023 Jan 18.","Fahim M","Public Health Pract (Oxf)","2023","2023/01/23","PMC9846875","","10.1016/j.puhip.2023.100358"
"36532099","Differences in case-fatality-rate of emerging SARS-CoV-2 variants","Liu J, Wei H, He D.","Public Health Pract (Oxf). 2023 Jun;5:100350. doi: 10.1016/j.puhip.2022.100350. Epub 2022 Dec 10.","Liu J","Public Health Pract (Oxf)","2023","2022/12/19","PMC9741492","","10.1016/j.puhip.2022.100350"
"36507072","One health system supporting surveillance during COVID-19 epidemic in Abruzzo region, southern Italy","Di Lorenzo A, Mangone I, Colangeli P, Cioci D, Curini V, Vincifori G, Mercante MT, Di Pasquale A, Iannetti S.","One Health. 2023 Jun;16:100471. doi: 10.1016/j.onehlt.2022.100471. Epub 2022 Dec 7.","Di Lorenzo A","One Health","2023","2022/12/12","PMC9726647","","10.1016/j.onehlt.2022.100471"
"36348740","CEO duality and firm performance during the 2020 coronavirus outbreak","Hassan MK, Houston R, Karim MS, Sabit A.","J Econ Asymmetries. 2023 Jun;27:e00278. doi: 10.1016/j.jeca.2022.e00278. Epub 2022 Nov 4.","Hassan MK","J Econ Asymmetries","2023","2022/11/09","PMC9633622","","10.1016/j.jeca.2022.e00278"
"36714386","MAG-D: A multivariate attention network based approach for cloud workload forecasting","Patel YS, Bedi J.","Future Gener Comput Syst. 2023 May;142:376-392. doi: 10.1016/j.future.2023.01.002. Epub 2023 Jan 10.","Patel YS","Future Gener Comput Syst","2023","2023/01/30","PMC9855517","","10.1016/j.future.2023.01.002"
"36687504","Built environment factors moderate pandemic fatigue in social distance during the COVID-19 pandemic: A nationwide longitudinal study in the United States","Wu X, Lu Y, Jiang B.","Landsc Urban Plan. 2023 May;233:104690. doi: 10.1016/j.landurbplan.2023.104690. Epub 2023 Jan 17.","Wu X","Landsc Urban Plan","2023","2023/01/23","PMC9842632","","10.1016/j.landurbplan.2023.104690"
"36589921","A DNA biosensors-based microfluidic platform for attomolar real-time detection of unamplified SARS-CoV-2 virus","Robin P, Barnabei L, Marocco S, Pagnoncelli J, Nicolis D, Tarantelli C, Tavilla AC, Robortella R, Cascione L, Mayoraz L, Journot CMA, Mensi M, Bertoni F, Stefanini I, Gerber-Lemaire S.","Biosens Bioelectron X. 2023 May;13:100302. doi: 10.1016/j.biosx.2022.100302. Epub 2022 Dec 27.","Robin P","Biosens Bioelectron X","2023","2023/01/02","PMC9793959","","10.1016/j.biosx.2022.100302"
"36544341","Evaluation of Cellular Responses to ChAdOx1-nCoV-19 and BNT162b2 Vaccinations","Lee TH, Nam M, Seo JD, Kim H, Kim HR, Hur M, Yun YM, Moon HW.","Ann Lab Med. 2023 May 1;43(3):290-294. doi: 10.3343/alm.2023.43.3.290. Epub 2022 Dec 22.","Lee TH","Ann Lab Med","2023","2022/12/22","PMC9791012","","10.3343/alm.2023.43.3.290"
"36530849","Nanotechnology-based diagnostic methods for coronavirus: From nucleic acid extraction to amplification","Huang X, Fu R, Qiao S, Zhang J, Xianyu Y.","Biosens Bioelectron X. 2023 May;13:100289. doi: 10.1016/j.biosx.2022.100289. Epub 2022 Dec 10.","Huang X","Biosens Bioelectron X","2023","2022/12/19","PMC9733970","","10.1016/j.biosx.2022.100289"
"36508864","Effect of nanopackaging on the quality of edible mushrooms and its action mechanism: A review","Zheng B, Kou X, Liu C, Wang Y, Yu Y, Ma J, Liu Y, Xue Z.","Food Chem. 2023 May 1;407:135099. doi: 10.1016/j.foodchem.2022.135099. Epub 2022 Dec 7.","Zheng B","Food Chem","2023","2022/12/12","","","10.1016/j.foodchem.2022.135099"
"36471724","Nanoformulations targeting immune cells for cancer therapy: mRNA therapeutics","Yang W, Cao J, Cheng H, Chen L, Yu M, Chen Y, Cui X.","Bioact Mater. 2023 May;23:438-470. doi: 10.1016/j.bioactmat.2022.11.014. Epub 2022 Dec 1.","Yang W","Bioact Mater","2023","2022/12/06","PMC9712057","","10.1016/j.bioactmat.2022.11.014"
"36684645","Fluorophore-encapsulated nanobeads for on-site, rapid, and sensitive lateral flow assay","Seo SE, Ryu E, Kim J, Shin CJ, Kwon OS.","Sens Actuators B Chem. 2023 Apr 15;381:133364. doi: 10.1016/j.snb.2023.133364. Epub 2023 Jan 13.","Seo SE","Sens Actuators B Chem","2023","2023/01/23","PMC9838036","","10.1016/j.snb.2023.133364"
"36624785","Deep transfer learning approaches for Monkeypox disease diagnosis","Ahsan MM, Uddin MR, Ali MS, Islam MK, Farjana M, Sakib AN, Momin KA, Luna SA.","Expert Syst Appl. 2023 Apr 15;216:119483. doi: 10.1016/j.eswa.2022.119483. Epub 2023 Jan 5.","Ahsan MM","Expert Syst Appl","2023","2023/01/10","PMC9814470","","10.1016/j.eswa.2022.119483"
"36619309","New Cu(II), Mn(II) and Mn(III) Schiff base complexes cause noncovalent interactions: X-ray crystallography survey, Hirshfeld surface analysis and molecular simulation investigation against SARS-CoV-2","Sepehrfar S, Salehi M, Parvarinezhad S, Grześkiewicz AM, Kubicki M.","J Mol Struct. 2023 Apr 15;1278:134857. doi: 10.1016/j.molstruc.2022.134857. Epub 2023 Jan 4.","Sepehrfar S","J Mol Struct","2023","2023/01/09","PMC9811130","","10.1016/j.molstruc.2022.134857"
"36619799","DFT investigations and molecular docking as potent inhibitors of SARS-CoV-2 main protease of 4-phenylpyrimidine","Celik S.","J Mol Struct. 2023 Apr 5;1277:134895. doi: 10.1016/j.molstruc.2022.134895. Epub 2022 Dec 30.","Celik S","J Mol Struct","2023","2023/01/09","PMC9803264","","10.1016/j.molstruc.2022.134895"
"36718477","SARS-CoV-2 concentration in wastewater consistently predicts trends in COVID-19 case counts by at least two days across multiple WWTP scales","Swift CL, Isanovic M, Correa Velez KE, Norman RS.","Environ Adv. 2023 Apr;11:100347. doi: 10.1016/j.envadv.2023.100347. Epub 2023 Jan 25.","Swift CL","Environ Adv","2023","2023/01/31","PMC9876004","","10.1016/j.envadv.2023.100347"
"36687280","Income inequality and entrepreneurship: Lessons from the 2020 COVID-19 recession","Albert C, Caggese A, González B, Martin-Sanchez V.","J Bank Financ. 2023 Apr;149:106779. doi: 10.1016/j.jbankfin.2023.106779. Epub 2023 Jan 15.","Albert C","J Bank Financ","2023","2023/01/23","PMC9840880","","10.1016/j.jbankfin.2023.106779"
"36683862","Modeling the resilience of urban mobility when exposed to the COVID-19 pandemic: A qualitative system dynamics approach","Lara DVR, Pfaffenbichler P, Rodrigues da Silva AN.","Sustain Cities Soc. 2023 Apr;91:104411. doi: 10.1016/j.scs.2023.104411. Epub 2023 Jan 18.","Lara DVR","Sustain Cities Soc","2023","2023/01/23","PMC9847366","","10.1016/j.scs.2023.104411"
"36644652","Development of nucleocapsid-specific monoclonal antibodies for SARS-CoV-2 and their ELISA diagnostics on an automatic microfluidic device","Yang J, Phan VM, Heo CK, Nguyen HV, Lim WH, Cho EW, Poo H, Seo TS.","Sens Actuators B Chem. 2023 Apr 1;380:133331. doi: 10.1016/j.snb.2023.133331. Epub 2023 Jan 8.","Yang J","Sens Actuators B Chem","2023","2023/01/16","PMC9826540","","10.1016/j.snb.2023.133331"
"36643902","COVID-19 clinical waste reuse: A triboelectric touch sensor for IoT-cloud supported smart hand sanitizer dispenser","Basith SA, Chandrasekhar A.","Nano Energy. 2023 Apr;108:108183. doi: 10.1016/j.nanoen.2023.108183. Epub 2023 Jan 7.","Basith SA","Nano Energy","2023","2023/01/16","PMC9822840","","10.1016/j.nanoen.2023.108183"
"36627887","Sectoral analysis of electricity consumption during the COVID-19 pandemic: Evidence for unregulated and regulated markets in Colombia","Garcia-Rendon J, Rey Londoño F, Arango Restrepo LJ, Bohorquez Correa S.","Energy (Oxf). 2023 Apr 1;268:126614. doi: 10.1016/j.energy.2023.126614. Epub 2023 Jan 6.","Garcia-Rendon J","Energy (Oxf)","2023","2023/01/11","PMC9815856","","10.1016/j.energy.2023.126614"
"36624782","The nanomolar affinity of C-phycocyanin from virtual screening of microalgal bioactive as potential ACE2 inhibitor for COVID-19 therapy","Prasetiya FS, Destiarani W, Nuwarda RF, Rohmatulloh FG, Natalia W, Novianti MT, Ramdani T, Agung MUK, Arsad S, Sari LA, Pitriani P, Suryanti S, Gumilar G, Mouget JL, Yusuf M.","J King Saud Univ Sci. 2023 Apr;35(3):102533. doi: 10.1016/j.jksus.2022.102533. Epub 2023 Jan 5.","Prasetiya FS","J King Saud Univ Sci","2023","2023/01/10","PMC9814374","","10.1016/j.jksus.2022.102533"
"36624781","Delivery of siRNAs against MERS-CoV in Vero and HEK-293 cells: A comparative evaluation of transfection reagents","Sartaj Sohrab S, Aly El-Kafrawy S, Mirza Z, Hassan AM, Alsaqaf F, Ibraheem Azhar E.","J King Saud Univ Sci. 2023 Apr;35(3):102540. doi: 10.1016/j.jksus.2023.102540. Epub 2023 Jan 5.","Sartaj Sohrab S","J King Saud Univ Sci","2023","2023/01/10","PMC9814285","","10.1016/j.jksus.2023.102540"
"36621051","Ultrasensitive and amplification-free detection of SARS-CoV-2 RNA using an electrochemical biosensor powered by CRISPR/Cas13a","Kashefi-Kheyrabadi L, Nguyen HV, Go A, Lee MH.","Bioelectrochemistry. 2023 Apr;150:108364. doi: 10.1016/j.bioelechem.2023.108364. Epub 2023 Jan 4.","Kashefi-Kheyrabadi L","Bioelectrochemistry","2023","2023/01/09","PMC9821849","","10.1016/j.bioelechem.2023.108364"
"36619666","Inhibition of SARS-CoV2 viral infection with natural antiviral plants constituents: An in-silico approach","Das K, Das P, Almuqbil M, Asdaq SMB, Nikhil K, Preethi K, Angelinkiruba A, Alomar NF, Al Harbi RM, Al Abdullah WA, Alshehri SM, Laghabi YA, Alsaegh AR, Mohzari Y, Alshehri S, Mannasaheb BA, Rabbani SI.","J King Saud Univ Sci. 2023 Apr;35(3):102534. doi: 10.1016/j.jksus.2022.102534. Epub 2023 Jan 4.","Das K","J King Saud Univ Sci","2023","2023/01/09","PMC9811905","","10.1016/j.jksus.2022.102534"
