PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"10515284","Genetic drift and genetic shift during feline coronavirus evolution","Vennema H.","Vet Microbiol. 1999 Sep 1;69(1-2):139-41. doi: 10.1016/s0378-1135(99)00102-9.","Vennema H","Vet Microbiol","1999","1999/10/09","PMC7117451","","10.1016/s0378-1135(99)00102-9"
"10515283","Histopathological alterations of lymphatic tissues in cats without feline infectious peritonitis after long-term exposure to FIP virus","Kipar A, Bellmann S, Gunn-Moore DA, Leukert W, Köhler K, Menger S, Reinacher M.","Vet Microbiol. 1999 Sep 1;69(1-2):131-7. doi: 10.1016/s0378-1135(99)00101-7.","Kipar A","Vet Microbiol","1999","1999/10/09","PMC7117123","","10.1016/s0378-1135(99)00101-7"
"10515282","Detection of FcoV quasispecies using denaturing gradient gel electrophoresis","Gunn-Moore DA, Gunn-Moore FJ, Gruffydd-Jones TJ, Harbour DA.","Vet Microbiol. 1999 Sep 1;69(1-2):127-30. doi: 10.1016/s0378-1135(99)00100-5.","Gunn-Moore DA","Vet Microbiol","1999","1999/10/09","PMC7117236","","10.1016/s0378-1135(99)00100-5"
"10515281","The molecular dynamics of feline coronaviruses","Rottier PJ.","Vet Microbiol. 1999 Sep 1;69(1-2):117-25. doi: 10.1016/s0378-1135(99)00099-1.","Rottier PJ","Vet Microbiol","1999","1999/10/09","PMC7117432","","10.1016/s0378-1135(99)00099-1"
"10501482","Clearance of infection in cats naturally infected with feline coronaviruses is associated with an anti-S glycoprotein antibody response","Gonon V, Duquesne V, Klonjkowski B, Monteil M, Aubert A, Eloit M.","J Gen Virol. 1999 Sep;80 ( Pt 9):2315-2317. doi: 10.1099/0022-1317-80-9-2315.","Gonon V","J Gen Virol","1999","1999/09/29","","","10.1099/0022-1317-80-9-2315"
"10491101","Comparison of expression patterns and cell adhesion properties of the mouse biliary glycoproteins Bbgp1 and Bbgp2","Robitaille J, Izzi L, Daniels E, Zelus B, Holmes KV, Beauchemin N.","Eur J Biochem. 1999 Sep;264(2):534-44. doi: 10.1046/j.1432-1327.1999.00660.x.","Robitaille J","Eur J Biochem","1999","1999/09/22","","","10.1046/j.1432-1327.1999.00660.x"
"10488727","Role of Cryptosporidium parvum as a pathogen in neonatal diarrhoea complex in suckling and dairy calves in France","Naciri M, Lefay MP, Mancassola R, Poirier P, Chermette R.","Vet Parasitol. 1999 Sep 1;85(4):245-57. doi: 10.1016/s0304-4017(99)00111-9.","Naciri M","Vet Parasitol","1999","1999/09/17","PMC7131162","","10.1016/s0304-4017(99)00111-9"
"10471598","Respiratory syncytial and other virus infections in persons with chronic cardiopulmonary disease","Walsh EE, Falsey AR, Hennessey PA.","Am J Respir Crit Care Med. 1999 Sep;160(3):791-5. doi: 10.1164/ajrccm.160.3.9901004.","Walsh EE","Am J Respir Crit Care Med","1999","1999/09/03","","","10.1164/ajrccm.160.3.9901004"
"10438879","Induction of apoptosis in murine coronavirus-infected cultured cells and demonstration of E protein as an apoptosis inducer","An S, Chen CJ, Yu X, Leibowitz JL, Makino S.","J Virol. 1999 Sep;73(9):7853-9. doi: 10.1128/JVI.73.9.7853-7859.1999.","An S","J Virol","1999","1999/08/10","PMC104316","","10.1128/JVI.73.9.7853-7859.1999"
"10438865","Pathogenesis of chimeric MHV4/MHV-A59 recombinant viruses: the murine coronavirus spike protein is a major determinant of neurovirulence","Phillips JJ, Chua MM, Lavi E, Weiss SR.","J Virol. 1999 Sep;73(9):7752-60. doi: 10.1128/JVI.73.9.7752-7760.1999.","Phillips JJ","J Virol","1999","1999/08/10","PMC104302","","10.1128/JVI.73.9.7752-7760.1999"
"10438855","Localization of mouse hepatitis virus nonstructural proteins and RNA synthesis indicates a role for late endosomes in viral replication","van der Meer Y, Snijder EJ, Dobbe JC, Schleich S, Denison MR, Spaan WJ, Locker JK.","J Virol. 1999 Sep;73(9):7641-57. doi: 10.1128/JVI.73.9.7641-7657.1999.","van der Meer Y","J Virol","1999","1999/08/10","PMC104292","","10.1128/JVI.73.9.7641-7657.1999"
"10438851","Targeted recombination demonstrates that the spike gene of transmissible gastroenteritis coronavirus is a determinant of its enteric tropism and virulence","Sánchez CM, Izeta A, Sánchez-Morgado JM, Alonso S, Sola I, Balasch M, Plana-Durán J, Enjuanes L.","J Virol. 1999 Sep;73(9):7607-18. doi: 10.1128/JVI.73.9.7607-7618.1999.","Sánchez CM","J Virol","1999","1999/08/10","PMC104288","","10.1128/JVI.73.9.7607-7618.1999"
"10438834","Mapping of the coronavirus membrane protein domains involved in interaction with the spike protein","de Haan CA, Smeets M, Vernooij F, Vennema H, Rottier PJ.","J Virol. 1999 Sep;73(9):7441-52. doi: 10.1128/JVI.73.9.7441-7452.1999.","de Haan CA","J Virol","1999","1999/08/10","PMC104271","","10.1128/JVI.73.9.7441-7452.1999"
"10488779","PCR for specific detection of haemorrhagic enteritis virus of turkeys, an avian adenovirus","Hess M, Raue R, Hafez HM.","J Virol Methods. 1999 Aug;81(1-2):199-203. doi: 10.1016/s0166-0934(99)00067-1.","Hess M","J Virol Methods","1999","1999/09/17","","","10.1016/s0166-0934(99)00067-1"
"10487234","Selection of antigenic variants of the S glycoprotein of feline infectious peritonitis virus and analysis of antigenic sites involved in neutralization","Kida K, Hohdatsu T, Fujii K, Koyama H.","J Vet Med Sci. 1999 Aug;61(8):935-8. doi: 10.1292/jvms.61.935.","Kida K","J Vet Med Sci","1999","1999/09/16","","","10.1292/jvms.61.935"
"10466791","A novel internal open reading frame product expressed from a polycistronic mRNA of porcine epidemic diarrhoea virus may not contribute to virus attenuation","Singh M.","J Gen Virol. 1999 Aug;80 ( Pt 8):1959-1963. doi: 10.1099/0022-1317-80-8-1959.","Singh M","J Gen Virol","1999","1999/08/31","","","10.1099/0022-1317-80-8-1959"
"10443789","Detection of viral, Chlamydia pneumoniae and Mycoplasma pneumoniae infections in exacerbations of asthma in children","Freymuth F, Vabret A, Brouard J, Toutain F, Verdon R, Petitjean J, Gouarin S, Duhamel JF, Guillois B.","J Clin Virol. 1999 Aug;13(3):131-9. doi: 10.1016/s1386-6532(99)00030-x.","Freymuth F","J Clin Virol","1999","1999/08/12","PMC7129880","","10.1016/s1386-6532(99)00030-x"
"10442448","Coronaviruses in spinal fluid of patients with acute monosymptomatic optic neuritis","Dessau RB, Lisby G, Frederiksen JL.","Acta Neurol Scand. 1999 Aug;100(2):88-91. doi: 10.1111/j.1600-0404.1999.tb01043.x.","Dessau RB","Acta Neurol Scand","1999","1999/08/12","PMC7159732","","10.1111/j.1600-0404.1999.tb01043.x"
"10425240","Differential production of proinflammatory cytokines in the pig lung during different respiratory virus infections: correlations with pathogenicity","Van Reeth K, Labarque G, Nauwynck H, Pensaert M.","Res Vet Sci. 1999 Aug;67(1):47-52. doi: 10.1053/rvsc.1998.0277.","Van Reeth K","Res Vet Sci","1999","1999/07/30","PMC7126504","","10.1053/rvsc.1998.0277"
"10400784","The putative helicase of the coronavirus mouse hepatitis virus is processed from the replicase gene polyprotein and localizes in complexes that are active in viral RNA synthesis","Denison MR, Spaan WJ, van der Meer Y, Gibson CA, Sims AC, Prentice E, Lu XT.","J Virol. 1999 Aug;73(8):6862-71. doi: 10.1128/JVI.73.8.6862-6871.1999.","Denison MR","J Virol","1999","1999/07/10","PMC112771","","10.1128/JVI.73.8.6862-6871.1999"
"10400724","Depletion of blood-borne macrophages does not reduce demyelination in mice infected with a neurotropic coronavirus","Xue S, Sun N, Van Rooijen N, Perlman S.","J Virol. 1999 Aug;73(8):6327-34. doi: 10.1128/JVI.73.8.6327-6334.1999.","Xue S","J Virol","1999","1999/07/10","PMC112711","","10.1128/JVI.73.8.6327-6334.1999"
"10393897","Protective immunity against murine hepatitis virus (MHV) induced by intranasal or subcutaneous administration of hybrids of tobacco mosaic virus that carries an MHV epitope","Koo M, Bendahmane M, Lettieri GA, Paoletti AD, Lane TE, Fitchen JH, Buchmeier MJ, Beachy RN.","Proc Natl Acad Sci U S A. 1999 Jul 6;96(14):7774-9. doi: 10.1073/pnas.96.14.7774.","Koo M","Proc Natl Acad Sci U S A","1999","1999/07/08","PMC22137","","10.1073/pnas.96.14.7774"
"10388554","Display of epitopes on the surface of tobacco mosaic virus: impact of charge and isoelectric point of the epitope on virus-host interactions","Bendahmane M, Koo M, Karrer E, Beachy RN.","J Mol Biol. 1999 Jul 2;290(1):9-20. doi: 10.1006/jmbi.1999.2860.","Bendahmane M","J Mol Biol","1999","1999/07/02","PMC7126444","","10.1006/jmbi.1999.2860"
"10494434","A reverse transcription-polymerase chain reaction assay for the detection of avian pneumovirus (Colorado strain)","Ali A, Reynolds DL.","Avian Dis. 1999 Jul-Sep;43(3):600-3.","Ali A","Avian Dis","1999","1999/09/24","","",""
"10494432","Comparison of the immunofluorescent assay and reverse transcription-polymerase chain reaction to detect and type infectious bronchitis virus","Wang C, Miguel B, Austin FW, Keirs RW.","Avian Dis. 1999 Jul-Sep;43(3):590-6.","Wang C","Avian Dis","1999","1999/09/24","","",""
"10458108","Detection of porcine epidemic diarrhea virus using polymerase chain reaction and comparison of the nucleocapsid protein genes among strains of the virus","Kubota S, Sasaki O, Amimoto K, Okada N, Kitazima T, Yasuhara H.","J Vet Med Sci. 1999 Jul;61(7):827-30. doi: 10.1292/jvms.61.827.","Kubota S","J Vet Med Sci","1999","1999/08/24","","","10.1292/jvms.61.827"
"10458093","Canine coronavirus infections in Japan: virological and epidemiological aspects","Bandai C, Ishiguro S, Masuya N, Hohdatsu T, Mochizuki M.","J Vet Med Sci. 1999 Jul;61(7):731-6. doi: 10.1292/jvms.61.731.","Bandai C","J Vet Med Sci","1999","1999/08/24","","","10.1292/jvms.61.731"
"10391859","Development of an antigen spot test for detection of coronavirus in bovine fecal samples","Gaber F, Kapil S.","Clin Diagn Lab Immunol. 1999 Jul;6(4):542-4. doi: 10.1128/CDLI.6.4.542-544.1999.","Gaber F","Clin Diagn Lab Immunol","1999","1999/07/03","PMC95724","","10.1128/CDLI.6.4.542-544.1999"
"10364371","Insertion of a new transcriptional unit into the genome of mouse hepatitis virus","Hsue B, Masters PS.","J Virol. 1999 Jul;73(7):6128-35. doi: 10.1128/JVI.73.7.6128-6135.1999.","Hsue B","J Virol","1999","1999/06/11","PMC112680","","10.1128/JVI.73.7.6128-6135.1999"
"10364348","Colocalization and membrane association of murine hepatitis virus gene 1 products and De novo-synthesized viral RNA in infected cells","Shi ST, Schiller JJ, Kanjanahaluethai A, Baker SC, Oh JW, Lai MM.","J Virol. 1999 Jul;73(7):5957-69. doi: 10.1128/JVI.73.7.5957-5969.1999.","Shi ST","J Virol","1999","1999/06/11","PMC112657","","10.1128/JVI.73.7.5957-5969.1999"
"10418876","Characterization of bovine coronavirus isolates/from eight different states in the USA","Kapil S, Richardson KL, Maag TR, Goyal SM.","Vet Microbiol. 1999 Jun 30;67(3):221-30. doi: 10.1016/s0378-1135(99)00042-5.","Kapil S","Vet Microbiol","1999","1999/07/27","PMC7117495","","10.1016/s0378-1135(99)00042-5"
"10358187","Antibody prevents virus reactivation within the central nervous system","Lin MT, Hinton DR, Marten NW, Bergmann CC, Stohlman SA.","J Immunol. 1999 Jun 15;162(12):7358-68.","Lin MT","J Immunol","1999","1999/06/08","","",""
"10475084","The S gene of canine coronavirus, strain UCD-1, is more closely related to the S gene of transmissible gastroenteritis virus than to that of feline infectious peritonitis virus","Wesley RD.","Virus Res. 1999 Jun;61(2):145-52. doi: 10.1016/s0168-1702(99)00032-5.","Wesley RD","Virus Res","1999","1999/09/04","PMC7126756","","10.1016/s0168-1702(99)00032-5"
"10459660","Pigs with highly prevalent antibodies to human coronavirus and swine haemagglutinating encephalomyelitis virus in the Tohoku District of Japan","Hirano N, Suzuki Y, Haga S.","Epidemiol Infect. 1999 Jun;122(3):545-51. doi: 10.1017/s0950268899002332.","Hirano N","Epidemiol Infect","1999","1999/08/25","PMC2809651","","10.1017/s0950268899002332"
"10414515","Modulation of acute coronavirus-induced encephalomyelitis in gamma-irradiated rats by transfer of naive lymphocyte subsets before infection","Schwender S, Hein A, Imrich H, Czub S, Dörries R.","J Neurovirol. 1999 Jun;5(3):249-57. doi: 10.3109/13550289909015811.","Schwender S","J Neurovirol","1999","1999/07/22","","","10.3109/13550289909015811"
"10412553","A liquid phase blocking ELISA for the detection of antibodies against infectious bronchitis virus","Cardoso TC, Mouro-Sousa RL, Oliveira C, Stringhini G, Augusto-Pinto A.","Braz J Med Biol Res. 1999 Jun;32(6):747-52. doi: 10.1590/s0100-879x1999000600010.","Cardoso TC","Braz J Med Biol Res","1999","1999/07/21","","","10.1590/s0100-879x1999000600010"
"10403671","Development of a nested PCR assay for the detection of canine coronavirus","Pratelli A, Tempesta M, Greco G, Martella V, Buonavoglia C.","J Virol Methods. 1999 Jun;80(1):11-5. doi: 10.1016/s0166-0934(99)00017-8.","Pratelli A","J Virol Methods","1999","1999/07/14","PMC7119595","","10.1016/s0166-0934(99)00017-8"
"10403451","Spontaneous low-virulence mouse hepatitis virus infection in severe combined immunodeficiency mice","Choi YK, Choi JY, Jeon HS, Won YS, Lee CH, Yoon WK, Oh GT, Hyun BH.","Lab Anim Sci. 1999 Jun;49(3):324-7.","Choi YK","Lab Anim Sci","1999","1999/07/14","","",""
"10368945","Investigation of cell culture media infected with viruses by pyrolysis mass spectrometry: implications for bioaerosol detection","Madonna AJ, Voorhees KJ, Hadfield TL, Hilyard EJ.","J Am Soc Mass Spectrom. 1999 Jun;10(6):502-11. doi: 10.1016/S1044-0305(99)00023-9.","Madonna AJ","J Am Soc Mass Spectrom","1999","1999/06/16","PMC7096968","","10.1016/S1044-0305(99)00023-9"
"10233932","The hemagglutinin-esterase of mouse hepatitis virus strain S is a sialate-4-O-acetylesterase","Regl G, Kaser A, Iwersen M, Schmid H, Kohla G, Strobl B, Vilas U, Schauer R, Vlasak R.","J Virol. 1999 Jun;73(6):4721-7. doi: 10.1128/JVI.73.6.4721-4727.1999.","Regl G","J Virol","1999","1999/05/11","PMC112514","","10.1128/JVI.73.6.4721-4727.1999"
"10390802","Transmissible gastroenteritis and porcine epidemic diarrhoea in Britain","Pritchard GC, Paton DJ, Wibberley G, Ibata G.","Vet Rec. 1999 May 29;144(22):616-8. doi: 10.1136/vr.144.22.616.","Pritchard GC","Vet Rec","1999","1999/07/03","","","10.1136/vr.144.22.616"
"10329692","A human RNA viral cysteine proteinase that depends upon a unique Zn2+-binding finger connecting the two domains of a papain-like fold","Herold J, Siddell SG, Gorbalenya AE.","J Biol Chem. 1999 May 21;274(21):14918-25. doi: 10.1074/jbc.274.21.14918.","Herold J","J Biol Chem","1999","1999/05/18","PMC8005983","","10.1074/jbc.274.21.14918"
"10378280","Nationwide survey of antibodies to bovine coronavirus in bulk milk from Swedish dairy herds","Tråvén M, Björnerot L, Larsson B.","Vet Rec. 1999 May 8;144(19):527-9. doi: 10.1136/vr.144.19.527.","Tråvén M","Vet Rec","1999","1999/06/23","","","10.1136/vr.144.19.527"
