PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33305716","COVID-19 vaccine hesitancy in the UK: the Oxford coronavirus explanations, attitudes, and narratives survey (Oceans) II","Freeman D, Loe BS, Chadwick A, Vaccari C, Waite F, Rosebrock L, Jenner L, Petit A, Lewandowsky S, Vanderslott S, Innocenti S, Larkin M, Giubilini A, Yu LM, McShane H, Pollard AJ, Lambe S.","Psychol Med. 2022 Oct;52(14):3127-3141. doi: 10.1017/S0033291720005188. Epub 2020 Dec 11.","Freeman D","Psychol Med","2022","2020/12/11","PMC7804077","","10.1017/S0033291720005188"
"33298239","Coronavirus conspiracy beliefs, mistrust, and compliance: taking measurement seriously","Garry J, Ford R, Johns R.","Psychol Med. 2022 Oct;52(14):3116-3126. doi: 10.1017/S0033291720005164. Epub 2020 Dec 10.","Garry J","Psychol Med","2022","2020/12/10","PMC7844213","","10.1017/S0033291720005164"
"33298220","The impacts of COVID-19 outbreak on mental health in general population in different areas in China","Ran MS, Gao R, Lin JX, Zhang TM, Chan SKW, Deng XP, Zhang BZ, Zhang XF, Huang GP, Pu DS, Bai JZ, Xu LX, Liu B.","Psychol Med. 2022 Oct;52(13):2651-2660. doi: 10.1017/S0033291720004717. Epub 2020 Dec 10.","Ran MS","Psychol Med","2022","2020/12/10","","","10.1017/S0033291720004717"
"33280477","Covid-19 infection-induced neuromyelitis optica: a case report","Batum M, Kisabay Ak A, Mavioğlu H.","Int J Neurosci. 2022 Oct;132(10):999-1004. doi: 10.1080/00207454.2020.1860036. Epub 2020 Dec 30.","Batum M","Int J Neurosci","2022","2020/12/07","","","10.1080/00207454.2020.1860036"
"33183370","Longitudinal changes in mental health and the COVID-19 pandemic: evidence from the UK Household Longitudinal Study","Daly M, Sutin AR, Robinson E.","Psychol Med. 2022 Oct;52(13):2549-2558. doi: 10.1017/S0033291720004432. Epub 2020 Nov 13.","Daly M","Psychol Med","2022","2020/11/13","PMC7737138","","10.1017/S0033291720004432"
"33183128","Telephone surveillance during the COVID-19 pandemic: Is it a helpful diagnostic tool for detecting acute pulmonary exacerbations in children with chronic lung disease?","Ozsezen B, Emiralioglu N, Tural DA, Sunman B, Buyuksahin HN, Yalcin E, Dogru D, Ozcelik U, Kiper N.","J Telemed Telecare. 2022 Oct;28(9):694-702. doi: 10.1177/1357633X20972008. Epub 2020 Nov 12.","Ozsezen B","J Telemed Telecare","2022","2020/11/13","","","10.1177/1357633X20972008"
"33164589","Nanotechnology-based promising strategies for the management of COVID-19: current development and constraints","Rai M, Bonde S, Yadav A, Plekhanova Y, Reshetilov A, Gupta I, Golińska P, Pandit R, Ingle AP.","Expert Rev Anti Infect Ther. 2022 Oct;20(10):1299-1308. doi: 10.1080/14787210.2021.1836961. Epub 2020 Nov 8.","Rai M","Expert Rev Anti Infect Ther","2022","2020/11/09","","","10.1080/14787210.2021.1836961"
"33161802","Breastfeeding during the novel coronavirus (COVID-19) pandemic: guidelines and challenges","Dimopoulou D, Triantafyllidou P, Daskalaki A, Syridou G, Papaevangelou V.","J Matern Fetal Neonatal Med. 2022 Oct;35(19):3776-3782. doi: 10.1080/14767058.2020.1838481. Epub 2020 Nov 8.","Dimopoulou D","J Matern Fetal Neonatal Med","2022","2020/11/09","","","10.1080/14767058.2020.1838481"
"33135523","COVID-19 pandemic and maternal mental health: a systematic review and meta-analysis","Hessami K, Romanelli C, Chiurazzi M, Cozzolino M.","J Matern Fetal Neonatal Med. 2022 Oct;35(20):4014-4021. doi: 10.1080/14767058.2020.1843155. Epub 2020 Nov 1.","Hessami K","J Matern Fetal Neonatal Med","2022","2020/11/02","","","10.1080/14767058.2020.1843155"
"33135518","Letter to the editor regarding the article: COVID-19 and maternal, fetal and neonatal mortality: a systematic review","Nakamura-Pereira M, Libertad Soligo Takemoto M, Knobel R, de Oliveira Menezes M, Andreucci CB.","J Matern Fetal Neonatal Med. 2022 Oct;35(19):3831-3832. doi: 10.1080/14767058.2020.1838482. Epub 2020 Nov 1.","Nakamura-Pereira M","J Matern Fetal Neonatal Med","2022","2020/11/02","","","10.1080/14767058.2020.1838482"
"33043740","Novel corona virus (COVID-19) pandemic: current status and possible strategies for detection and treatment of the disease","Bhagat S, Yadav N, Shah J, Dave H, Swaraj S, Tripathi S, Singh S.","Expert Rev Anti Infect Ther. 2022 Oct;20(10):1275-1298. doi: 10.1080/14787210.2021.1835469. Epub 2020 Dec 7.","Bhagat S","Expert Rev Anti Infect Ther","2022","2020/10/12","","","10.1080/14787210.2021.1835469"
"33272164","Coronavirus Disease 2019 Pandemic: Early Observations in Abdominal Organ Transplantation","Mahamid A, Fenig Y, Florman S.","Exp Clin Transplant. 2022 Sep;20(9):795-799. doi: 10.6002/ect.2020.0169. Epub 2020 Nov 27.","Mahamid A","Exp Clin Transplant","2022","2020/12/04","","","10.6002/ect.2020.0169"
"33264559","Effects of nationwide lockdown and school closures during the COVID-19 pandemic on children's physical health and beyond","Chia SM, Serena Chang SY, Roy CS.","Singapore Med J. 2022 Sep;63(9):548-551. doi: 10.11622/smedj.2020172. Epub 2020 Dec 2.","Chia SM","Singapore Med J","2022","2020/12/02","PMC9678141","","10.11622/smedj.2020172"
"33256350","100 days on: the primary care response to COVID-19 in Singapore","Liow Y, Keong Loh VW, Young D.","Singapore Med J. 2022 Sep;63(9):545-547. doi: 10.11622/smedj.2020162. Epub 2020 Nov 30.","Liow Y","Singapore Med J","2022","2020/12/01","PMC9678137","","10.11622/smedj.2020162"
"33219011","Prescription profile in patients with SARS-CoV-2 infection hospitalised in Aragon, Spain","Alvarez A, Cabia L, Trigo C, Bandrés AC, Bestué M.","Eur J Hosp Pharm. 2022 Sep;29(5):287-289. doi: 10.1136/ejhpharm-2020-002476. Epub 2020 Nov 20.","Alvarez A","Eur J Hosp Pharm","2022","2020/11/21","PMC9660684","","10.1136/ejhpharm-2020-002476"
"33155845","Observation of Retropharyngeal Fluid Collection in 2 COVID-19 Positive Patients","Steehler AJ, Ballestas SA, Scarola D, Henriquez OA, Moore CE.","Ear Nose Throat J. 2022 Sep;101(8):NP345-NP347. doi: 10.1177/0145561320971370. Epub 2020 Nov 6.","Steehler AJ","Ear Nose Throat J","2022","2020/11/06","PMC7649650","","10.1177/0145561320971370"
"33977888","Managing a Primary Care Pediatric Practice Through COVID-19","Hamburger EK, Strauss-Riggs K, Simpson JN.","Disaster Med Public Health Prep. 2022 Aug;16(4):1320-1321. doi: 10.1017/dmp.2020.488. Epub 2020 Dec 22.","Hamburger EK","Disaster Med Public Health Prep","2022","2021/05/12","PMC8129677","","10.1017/dmp.2020.488"
"33769241","Implications and Limitations of Social Distancing Strategies (SDS) to Mitigate the Impact of the COVID-19 Pandemic","Goniewicz K, Burkle FM, Khorram-Manesh A.","Disaster Med Public Health Prep. 2022 Aug;16(4):1294-1295. doi: 10.1017/dmp.2020.500. Epub 2020 Dec 22.","Goniewicz K","Disaster Med Public Health Prep","2022","2021/03/26","PMC8007949","","10.1017/dmp.2020.500"
"33764286","The Role of Celebrities During the COVID-19 Pandemic in Iran: Opportunity or Threat?","Yoosefi Lebni J, Irandoost SF, Mehedi N, Sedighi S, Ziapour A.","Disaster Med Public Health Prep. 2022 Aug;16(4):1292-1293. doi: 10.1017/dmp.2020.498. Epub 2020 Dec 22.","Yoosefi Lebni J","Disaster Med Public Health Prep","2022","2021/03/25","PMC8007954","","10.1017/dmp.2020.498"
"33750506","Assessment of US Public School District Policies for Pandemic Preparedness and Implications for COVID-19 Response Activities","Kersten CA, Chamberlain AT, Jones SE, Uzicanin A, Ahmed F.","Disaster Med Public Health Prep. 2022 Aug;16(4):1362-1368. doi: 10.1017/dmp.2020.496. Epub 2020 Dec 22.","Kersten CA","Disaster Med Public Health Prep","2022","2021/03/22","PMC7985647","NIHMS1656313","10.1017/dmp.2020.496"
"33750493","Regional Differences in Mortality Rates During the COVID-19 Epidemic in Italy","Azzolina D, Lorenzoni G, Silvestri L, Prosepe I, Berchialla P, Gregori D.","Disaster Med Public Health Prep. 2022 Aug;16(4):1355-1361. doi: 10.1017/dmp.2020.486. Epub 2020 Dec 22.","Azzolina D","Disaster Med Public Health Prep","2022","2021/03/22","PMC7985634","","10.1017/dmp.2020.486"
"33731243","Municipality-Level Predictors of COVID-19 Mortality in Mexico: A Cautionary Tale","Contreras-Manzano A, Guerrero-López CM, Aguerrebere M, Sedas AC, Lamadrid-Figueroa H.","Disaster Med Public Health Prep. 2022 Aug;16(4):1384-1392. doi: 10.1017/dmp.2020.485. Epub 2020 Dec 22.","Contreras-Manzano A","Disaster Med Public Health Prep","2022","2021/03/18","PMC7985638","","10.1017/dmp.2020.485"
"33722327","Management of SARS-CoV-2 Transmission in Emergency Dental Settings: Current Knowledge and Personal Experience","Negucioiu M, Bucur A, Lucaciu O, Soanca A, Roman A.","Disaster Med Public Health Prep. 2022 Aug;16(4):1604-1611. doi: 10.1017/dmp.2020.483. Epub 2020 Dec 22.","Negucioiu M","Disaster Med Public Health Prep","2022","2021/03/16","PMC7985645","","10.1017/dmp.2020.483"
"33720001","Rapid Integrated Healthcare Response for the First US Evacuees from Wuhan, China, During the COVID-19 Pandemic","Mesisca M, Leung G, Morris J, Chang M, Verbeck R, Loe S, Cruikshank J, Tabuenca A, Miller R, Kaiser C, Saruwatari K, Pachon A, Randall MM.","Disaster Med Public Health Prep. 2022 Aug;16(4):1692-1694. doi: 10.1017/dmp.2020.497. Epub 2020 Dec 22.","Mesisca M","Disaster Med Public Health Prep","2022","2021/03/15","PMC7985635","","10.1017/dmp.2020.497"
"33719992","Addressing Operational Challenges Faced by COVID-19 Public Health Rapid Response Teams in Non-United States Settings","Anantharam P, Hoffman A, Noonan M, Bugli D, Pechta L, Bornemann J, Victory KR, Greiner AL.","Disaster Med Public Health Prep. 2022 Aug;16(4):1599-1603. doi: 10.1017/dmp.2020.487. Epub 2020 Dec 22.","Anantharam P","Disaster Med Public Health Prep","2022","2021/03/15","PMC7985625","","10.1017/dmp.2020.487"
"33706845","COVID 19: Psychological Effects and Associated Factors in Mexican Nurses","Cortés-Álvarez NY, Vuelvas-Olmos CR.","Disaster Med Public Health Prep. 2022 Aug;16(4):1377-1383. doi: 10.1017/dmp.2020.495. Epub 2020 Dec 22.","Cortés-Álvarez NY","Disaster Med Public Health Prep","2022","2021/03/12","PMC7985626","","10.1017/dmp.2020.495"
"33706832","How is COVID-19 Being Contained in China? An Observational Study on the Local Level","Han Z, Ai X, Veuthey J.","Disaster Med Public Health Prep. 2022 Aug;16(4):1369-1376. doi: 10.1017/dmp.2020.491. Epub 2020 Dec 22.","Han Z","Disaster Med Public Health Prep","2022","2021/03/12","PMC7985649","","10.1017/dmp.2020.491"
"33691830","In Pursuit of COVID-19 Treatment Strategies: Are We Triggering Antimicrobial Resistance?","Hashmi FK, Atif N, Malik UR, Saleem F, Riboua Z, Hassali MA, Butt MH, Mallhi TH, Khan YH.","Disaster Med Public Health Prep. 2022 Aug;16(4):1285-1286. doi: 10.1017/dmp.2020.492. Epub 2020 Dec 22.","Hashmi FK","Disaster Med Public Health Prep","2022","2021/03/11","PMC7985633","","10.1017/dmp.2020.492"
"33691813","Effects of Student Life on the Prevention of SARS-CoV-2 Spread at University","Sial M, Purohit M, Bone M.","Disaster Med Public Health Prep. 2022 Aug;16(4):1290-1291. doi: 10.1017/dmp.2020.494. Epub 2020 Dec 22.","Sial M","Disaster Med Public Health Prep","2022","2021/03/11","PMC7985627","","10.1017/dmp.2020.494"
"33691810","Public Opinions and Conspiracy Thinking Toward the COVID-19 Outbreak in Iraqi Kurdistan","Abdulah DM, Saeed MS.","Disaster Med Public Health Prep. 2022 Aug;16(4):1322-1325. doi: 10.1017/dmp.2020.490. Epub 2020 Dec 22.","Abdulah DM","Disaster Med Public Health Prep","2022","2021/03/11","PMC7985642","","10.1017/dmp.2020.490"
"33362877","Importance of the treatment of patients with lip and palate cleft, especially during the COVID-19 pandemic","Alexandre LP, Cançado LNL, Pretti H, Lages EMB, Caroline Furtado de Lima Y, Mantuani Pascoaloti MI, Grossmann SMC.","Oral Surg. 2022 Aug;15(3):471-472. doi: 10.1111/ors.12593. Epub 2020 Dec 23.","Alexandre LP","Oral Surg","2022","2020/12/28","PMC7753365","","10.1111/ors.12593"
"33256356","Learning experience on sentinel cases of COVID-19 at a public healthcare institution: sharing on operating room processes","Koh FH, Chau KC, Ng SP, Teo LM, Ong SG, Wong WK, Ong BC, Chew MH.","Singapore Med J. 2022 Aug;63(8):478-483. doi: 10.11622/smedj.2020161. Epub 2020 Nov 30.","Koh FH","Singapore Med J","2022","2020/12/01","PMC9584080","","10.11622/smedj.2020161"
"33382023","Fisetin 8-C-glucoside as entry inhibitor in SARS CoV-2 infection: molecular modelling study","Mishra A, Kaur U, Singh A.","J Biomol Struct Dyn. 2022 Jul;40(11):5128-5137. doi: 10.1080/07391102.2020.1868335. Epub 2020 Dec 31.","Mishra A","J Biomol Struct Dyn","2022","2020/12/31","PMC7784833","","10.1080/07391102.2020.1868335"
"33382021","Virtual repurposing of ursodeoxycholate and chenodeoxycholate as lead candidates against SARS-Cov2-Envelope protein: A molecular dynamics investigation","Yadav R, Choudhury C, Kumar Y, Bhatia A.","J Biomol Struct Dyn. 2022 Jul;40(11):5147-5158. doi: 10.1080/07391102.2020.1868339. Epub 2020 Dec 31.","Yadav R","J Biomol Struct Dyn","2022","2020/12/31","PMC7784831","","10.1080/07391102.2020.1868339"
"33372574","In silico analysis of phytochemicals as potential inhibitors of proteases involved in SARS-CoV-2 infection","Umadevi P, Manivannan S, Fayad AM, Shelvy S.","J Biomol Struct Dyn. 2022 Jul;40(11):5053-5059. doi: 10.1080/07391102.2020.1866669. Epub 2020 Dec 29.","Umadevi P","J Biomol Struct Dyn","2022","2020/12/29","PMC7876729","","10.1080/07391102.2020.1866669"
"33369532","Responding to the ""unknown assailant"": A qualitative exploration with Australian health and aged care chaplains on the impact of COVID-19","Jones KF, Washington J, Kearney M, Best MC.","J Health Care Chaplain. 2022 Jul-Sep;28(3):295-309. doi: 10.1080/08854726.2020.1861536. Epub 2020 Dec 28.","Jones KF","J Health Care Chaplain","2022","2020/12/28","","","10.1080/08854726.2020.1861536"
"33362341","Mathematical modeling for novel coronavirus (COVID-19) and control","Alqarni MS, Alghamdi M, Muhammad T, Alshomrani AS, Khan MA.","Numer Methods Partial Differ Equ. 2022 Jul;38(4):760-776. doi: 10.1002/num.22695. Epub 2020 Nov 26.","Alqarni MS","Numer Methods Partial Differ Equ","2022","2020/12/28","PMC7753307","","10.1002/num.22695"
"33357073","Dual inhibition of SARS-CoV-2 spike and main protease through a repurposed drug, rutin","Kumari A, Rajput VS, Nagpal P, Kukrety H, Grover S, Grover A.","J Biomol Struct Dyn. 2022 Jul;40(11):4987-4999. doi: 10.1080/07391102.2020.1864476. Epub 2020 Dec 27.","Kumari A","J Biomol Struct Dyn","2022","2020/12/28","PMC7784834","","10.1080/07391102.2020.1864476"
"33357040","Prediction of potential inhibitors against SARS-CoV-2 endoribonuclease: RNA immunity sensing","Al-Rashedi NAM, Munahi MG, Ah ALObaidi L.","J Biomol Struct Dyn. 2022 Jul;40(11):4879-4892. doi: 10.1080/07391102.2020.1863265. Epub 2020 Dec 27.","Al-Rashedi NAM","J Biomol Struct Dyn","2022","2020/12/28","PMC7784835","","10.1080/07391102.2020.1863265"
"33357038","Design and in silico study of the novel coumarin derivatives against SARS-CoV-2 main enzymes","Özdemir M, Köksoy B, Ceyhan D, Sayın K, Erçağ E, Bulut M, Yalçın B.","J Biomol Struct Dyn. 2022 Jul;40(11):4905-4920. doi: 10.1080/07391102.2020.1863263. Epub 2020 Dec 27.","Özdemir M","J Biomol Struct Dyn","2022","2020/12/28","PMC7784838","","10.1080/07391102.2020.1863263"
"33356922","Small molecule stabilization of non-native protein-protein interactions of SARS-CoV-2 N protein as a mechanism of action against COVID-19","Fernández JF, Lavecchia MJ.","J Biomol Struct Dyn. 2022 Jul;40(10):4488-4495. doi: 10.1080/07391102.2020.1860828. Epub 2020 Dec 28.","Fernández JF","J Biomol Struct Dyn","2022","2020/12/28","PMC7784783","","10.1080/07391102.2020.1860828"
"33353499","Structure and dynamics of membrane protein in SARS-CoV-2","Mahtarin R, Islam S, Islam MJ, Ullah MO, Ali MA, Halim MA.","J Biomol Struct Dyn. 2022 Jul;40(10):4725-4738. doi: 10.1080/07391102.2020.1861983. Epub 2020 Dec 22.","Mahtarin R","J Biomol Struct Dyn","2022","2020/12/23","PMC7784837","","10.1080/07391102.2020.1861983"
"33331243","Comparative molecular dynamics study of the receptor-binding domains in SARS-CoV-2 and SARS-CoV and the effects of mutations on the binding affinity","Rezaei S, Sefidbakht Y, Uskoković V.","J Biomol Struct Dyn. 2022 Jul;40(10):4662-4681. doi: 10.1080/07391102.2020.1860829. Epub 2020 Dec 17.","Rezaei S","J Biomol Struct Dyn","2022","2020/12/17","PMC7784839","","10.1080/07391102.2020.1860829"
