PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32475006","Coronaviridae-Old friends, new enemy!","Leao JC, Gusmao TPL, Zarzar AM, Leao Filho JC, Barkokebas Santos de Faria A, Morais Silva IH, Gueiros LAM, Robinson NA, Porter S, Carvalho AAT.","Oral Dis. 2022 Apr;28 Suppl 1(Suppl 1):858-866. doi: 10.1111/odi.13447. Epub 2020 Jun 26.","Leao JC","Oral Dis","2022","2020/06/01","PMC7300831","","10.1111/odi.13447"
"32711871","[Review of new evidence about the possible vertical transmission of coronavirus disease-2019]","Sampieri CL, Montero H.","Gac Sanit. 2022 Mar-Apr;36(2):166-172. doi: 10.1016/j.gaceta.2020.06.005. Epub 2020 Jun 20.","Sampieri CL","Gac Sanit","2022","2020/07/27","PMC7305917","","10.1016/j.gaceta.2020.06.005"
"32643475","Patient's perspective: psychological burden of the COVID-19 pandemic in 146 psoriatic patients treated with biological drugs and small molecules in real clinical practice","Rodríguez-Villa Lario A, Vega-Díez D, González-Cañete M, Polo-Rodríguez I, Piteiro-Bermejo AB, Herrero-Fernández M, Arévalo-Serrano J, Trasobares-Marugán L, Medina-Montalvo S.","J Dermatolog Treat. 2022 Mar;33(2):1185-1187. doi: 10.1080/09546634.2020.1790485. Epub 2020 Jul 9.","Rodríguez-Villa Lario A","J Dermatolog Treat","2022","2020/07/10","","","10.1080/09546634.2020.1790485"
"32628082","A probable atypical skin manifestation of COVID-19 infection","Shahidi Dadras M, Zargari O, Abolghasemi R, Bahmanjahromi A, Abdollahimajd F.","J Dermatolog Treat. 2022 Mar;33(2):1188-1190. doi: 10.1080/09546634.2020.1791309. Epub 2020 Jul 13.","Shahidi Dadras M","J Dermatolog Treat","2022","2020/07/07","","","10.1080/09546634.2020.1791309"
"32624043","The silent danger of social distancing","Aleman A, Sommer I.","Psychol Med. 2022 Mar;52(4):789-790. doi: 10.1017/S0033291720002597. Epub 2020 Jul 6.","Aleman A","Psychol Med","2022","2020/07/07","PMC7360942","","10.1017/S0033291720002597"
"32609056","Cosmetic surgeries amidst pandemic area of COVID-19: suggested protocol","Emadi SN, Ehsani AH, Balighi K, Nasimi M.","J Dermatolog Treat. 2022 Mar;33(2):1183-1184. doi: 10.1080/09546634.2020.1790484. Epub 2020 Jul 10.","Emadi SN","J Dermatolog Treat","2022","2020/07/02","","","10.1080/09546634.2020.1790484"
"32608131","Interactive mental health assessments for Chinese Canadians: A pilot randomized controlled trial in nurse practitioner-led primary care clinic","Ahmad F, Wang J, Wong B, Fung WLA.","Asia Pac Psychiatry. 2022 Mar;14(1):e12400. doi: 10.1111/appy.12400. Epub 2020 Jun 30.","Ahmad F","Asia Pac Psychiatry","2022","2020/07/02","","","10.1111/appy.12400"
"32602763","Dermatological consultations in the COVID-19 era: is teledermatology the key to social distancing? An Egyptian experience","Mostafa PIN, Hegazy AA.","J Dermatolog Treat. 2022 Mar;33(2):910-915. doi: 10.1080/09546634.2020.1789046. Epub 2020 Jul 7.","Mostafa PIN","J Dermatolog Treat","2022","2020/07/01","","","10.1080/09546634.2020.1789046"
"32600873","Features of Mild-to-Moderate COVID-19 Patients With Dysphonia","Lechien JR, Chiesa-Estomba CM, Cabaraux P, Mat Q, Huet K, Harmegnies B, Horoi M, Le Bon SD, Rodriguez A, Dequanter D, Hans S, Crevier-Buchman L, Hochet B, Distinguin L, Chekkoury-Idrissi Y, Circiu M, El Afia F, Barillari MR, Cammaroto G, Fakhry N, Michel J, Radulesco T, Martiny D, Lavigne P, Jouffe L, Descamps G, Journe F, Trecca EMC, Hsieh J, Delgado IL, Calvo-Henriquez C, Vergez S, Khalife M, Molteni G, Mannelli G, Cantarella G, Tucciarone M, Souchay C, Leich P, Ayad T, Saussez S.","J Voice. 2022 Mar;36(2):249-255. doi: 10.1016/j.jvoice.2020.05.012. Epub 2020 Jun 4.","Lechien JR","J Voice","2022","2020/07/01","PMC7269945","","10.1016/j.jvoice.2020.05.012"
"32600872","Psychological Stress and Vocal Symptoms Among University Professors in Israel: Implications of the Shift to Online Synchronous Teaching During the COVID-19 Pandemic","Besser A, Lotem S, Zeigler-Hill V.","J Voice. 2022 Mar;36(2):291.e9-291.e16. doi: 10.1016/j.jvoice.2020.05.028. Epub 2020 Jun 5.","Besser A","J Voice","2022","2020/07/01","PMC7274605","","10.1016/j.jvoice.2020.05.028"
"32600085","The impact of COVID-19 pandemics on dermatologic surgery: real-life data from the Italian Red-Zone","Gironi LC, Boggio P, Giorgione R, Esposto E, Tarantino V, Damiani G, Savoia P.","J Dermatolog Treat. 2022 Mar;33(2):897-903. doi: 10.1080/09546634.2020.1789044. Epub 2020 Jul 7.","Gironi LC","J Dermatolog Treat","2022","2020/07/01","","","10.1080/09546634.2020.1789044"
"32598204","COVID-19 and psoriasis: biologic treatment and challenges","Ebrahimi A, Sayad B, Rahimi Z.","J Dermatolog Treat. 2022 Mar;33(2):699-703. doi: 10.1080/09546634.2020.1789051. Epub 2020 Jul 6.","Ebrahimi A","J Dermatolog Treat","2022","2020/06/30","","","10.1080/09546634.2020.1789051"
"32594821","Treatment of psoriasis - unburdened by fear during SARS-CoV2 menace","Timis TL, Florian IA, Vesa SC, Orasan RI.","J Dermatolog Treat. 2022 Mar;33(2):662-665. doi: 10.1080/09546634.2020.1788704. Epub 2020 Jul 3.","Timis TL","J Dermatolog Treat","2022","2020/06/30","","","10.1080/09546634.2020.1788704"
"32586156","COVID-19 effect on phototherapy treatment utilization in dermatology","Fisher S, Ziv M.","J Dermatolog Treat. 2022 Mar;33(2):789-791. doi: 10.1080/09546634.2020.1781043. Epub 2020 Jun 26.","Fisher S","J Dermatolog Treat","2022","2020/06/27","","","10.1080/09546634.2020.1781043"
"32571115","Cutaneous side effects of hydroxychloroquine in health care workers in a COVID referral hospital - implications for clinical practice","Sardana K, Mathachan SR, Deepak D, Khurana A, Sinha S.","J Dermatolog Treat. 2022 Mar;33(2):1104-1106. doi: 10.1080/09546634.2020.1781041. Epub 2020 Jun 22.","Sardana K","J Dermatolog Treat","2022","2020/06/24","","","10.1080/09546634.2020.1781041"
"32569493","Organization of biologic therapy during the COVID-19 pandemic based on example of Dermatology Clinic Centre of Postgraduate Medical Education in Warsaw","Dopytalska K, Mikucka-Wituszyńska A, Ciechanowicz P, Szczerba M, Szymańska E, Walecka I.","J Dermatolog Treat. 2022 Mar;33(2):864-868. doi: 10.1080/09546634.2020.1782822. Epub 2020 Jun 26.","Dopytalska K","J Dermatolog Treat","2022","2020/06/23","","","10.1080/09546634.2020.1782822"
"32568011","Psoriasis and COVID-19: a multifactorial consideration","Cohen JM, Perez-Chada LM, De Kouchkovsky D, Gehlhausen JR.","J Dermatolog Treat. 2022 Mar;33(2):1174. doi: 10.1080/09546634.2020.1782818. Epub 2020 Jun 22.","Cohen JM","J Dermatolog Treat","2022","2020/06/23","PMC7771226","NIHMS1648317","10.1080/09546634.2020.1782818"
"32568009","Clinical management of psoriasis patients during the COVID-19 pandemic","Chat VS, Uppal SK, Kearns DG, Wu JJ.","J Dermatolog Treat. 2022 Mar;33(2):1166-1167. doi: 10.1080/09546634.2020.1781045. Epub 2020 Jun 22.","Chat VS","J Dermatolog Treat","2022","2020/06/23","","","10.1080/09546634.2020.1781045"
"32562109","2019 novel coronavirus (COVID-19) pneumonia complications: the importance of lung ultrasound","Consoli L, Bendotti V, Cicchinelli S, Gaioni F, Prandolini P, Bettonagli M, Terragnoli P.","J Ultrasound. 2022 Mar;25(1):107-110. doi: 10.1007/s40477-020-00494-3. Epub 2020 Jun 19.","Consoli L","J Ultrasound","2022","2020/06/21","PMC7303938","","10.1007/s40477-020-00494-3"
"32543256","Impact of lockdown measures during COVID-19 on air quality- A case study of India","Kumari P, Toshniwal D.","Int J Environ Health Res. 2022 Mar;32(3):503-510. doi: 10.1080/09603123.2020.1778646. Epub 2020 Jun 16.","Kumari P","Int J Environ Health Res","2022","2020/06/17","","","10.1080/09603123.2020.1778646"
"32519576","Recommendations on trichological treatments during COVID-19 pandemic","Rossi A, Magri F, Caro G, Federico A, Di Fraia M, Muscianese M, Fortuna MC, Carlesimo M.","J Dermatolog Treat. 2022 Mar;33(2):792-797. doi: 10.1080/09546634.2020.1781046. Epub 2020 Jun 26.","Rossi A","J Dermatolog Treat","2022","2020/06/11","","","10.1080/09546634.2020.1781046"
"32502370","Challenges faced by patients with morphea in the era of SARS-CoV-2","Shahidi Dadras M, Namazi N, Nikvar M, Abdollahimajd F.","J Dermatolog Treat. 2022 Mar;33(2):1157-1158. doi: 10.1080/09546634.2020.1775771. Epub 2020 Jun 9.","Shahidi Dadras M","J Dermatolog Treat","2022","2020/06/06","","","10.1080/09546634.2020.1775771"
"32436754","Dermatology department: what we could do amidst the pandemic of COVID-19?","Abedini R, Ghandi N, Lajevardi V, Ghiasi M, Nasimi M.","J Dermatolog Treat. 2022 Mar;33(2):1153-1154. doi: 10.1080/09546634.2020.1773381. Epub 2020 Jun 4.","Abedini R","J Dermatolog Treat","2022","2020/05/22","","","10.1080/09546634.2020.1773381"
"32615912","Lessons from the Belgian experience with regulatory control during the COVID-19 pandemic for the implementation of the European IVD regulation 2017/746","Vermeersch P, Cotton F, De Smet D, Martens G, Oyaert M, Cavalier E; Royal Belgian Society of Laboratory Medicine.","Acta Clin Belg. 2022 Feb;77(1):1-3. doi: 10.1080/17843286.2020.1787659. Epub 2020 Jul 2.","Vermeersch P","Acta Clin Belg","2022","2020/07/04","","","10.1080/17843286.2020.1787659"
"32597377","The role of angiotensin-converting enzyme 2 in the pathogenesis of COVID-19: the villain or the hero?","Klhůfek J.","Acta Clin Belg. 2022 Feb;77(1):211-218. doi: 10.1080/17843286.2020.1786324. Epub 2020 Jun 27.","Klhůfek J","Acta Clin Belg","2022","2020/06/30","","","10.1080/17843286.2020.1786324"
"32586635","Using syndemic theory to understand food insecurity and diet-related chronic diseases","Himmelgreen D, Romero-Daza N, Heuer J, Lucas W, Salinas-Miranda AA, Stoddard T.","Soc Sci Med. 2022 Feb;295:113124. doi: 10.1016/j.socscimed.2020.113124. Epub 2020 Jun 15.","Himmelgreen D","Soc Sci Med","2022","2020/06/27","","","10.1016/j.socscimed.2020.113124"
"32544373","Euglycemic diabetic ketoacidosis in a patient with type 1 diabetes and SARS-CoV-2 pneumonia: case-report and review of the literature","Oriot P, Hermans MP.","Acta Clin Belg. 2022 Feb;77(1):113-117. doi: 10.1080/17843286.2020.1780390. Epub 2020 Jun 16.","Oriot P","Acta Clin Belg","2022","2020/06/17","","","10.1080/17843286.2020.1780390"
"32531181","Immersion in an emergency department triage center during the Covid-19 outbreak: first report of the Liège University hospital experience","Gilbert A, Brasseur E, Petit M, Donneau AF, Diep A, Hetzel Campbell S, Servotte JC, Piazza J, Ancion A, Gensburger M, D'Orio V, Ghuysen A.","Acta Clin Belg. 2022 Feb;77(1):30-36. doi: 10.1080/17843286.2020.1778348. Epub 2020 Jun 12.","Gilbert A","Acta Clin Belg","2022","2020/06/13","","","10.1080/17843286.2020.1778348"
"32507116","We should beware of ignoring uncomfortable possible truths (a reply to McManus et al)","Freeman D, Waite F, Rosebrock L, Petit A, Causier C, East A, Jenner L, Teale AL, Carr L, Mulhall S, Bold E, Lambe S.","Psychol Med. 2022 Feb;52(3):599. doi: 10.1017/S0033291720002196. Epub 2020 Jun 8.","Freeman D","Psychol Med","2022","2020/06/09","PMC7298150","","10.1017/S0033291720002196"
"32498747","Covid conspiracies: misleading evidence can be more damaging than no evidence at all","McManus S, D'Ardenne J, Wessely S.","Psychol Med. 2022 Feb;52(3):597-598. doi: 10.1017/S0033291720002184. Epub 2020 Jun 5.","McManus S","Psychol Med","2022","2020/06/06","PMC7298093","","10.1017/S0033291720002184"
"32432955","Is biologic treatment of hidradenitis suppurativa during the COVID-19 pandemic different from psoriasis biologic treatment?","Rosi E, Pimpinelli N, Prignano F.","J Dermatolog Treat. 2022 Feb;33(1):599. doi: 10.1080/09546634.2020.1771256. Epub 2020 Jun 19.","Rosi E","J Dermatolog Treat","2022","2020/05/21","","","10.1080/09546634.2020.1771256"
"32420788","Management strategies of autoimmune bullous diseases during the outbreak of 2019 Novel Coronavirus disease (COVID-19)","Chen P, Zhang G, Zhan Y.","J Dermatolog Treat. 2022 Feb;33(1):569-570. doi: 10.1080/09546634.2020.1771261. Epub 2020 Jun 1.","Chen P","J Dermatolog Treat","2022","2020/05/19","","","10.1080/09546634.2020.1771261"
"32419563","Safety of dupilumab in atopic patients during COVID-19 outbreak","Napolitano M, Patruno C, Ruggiero A, Nocerino M, Fabbrocini G.","J Dermatolog Treat. 2022 Feb;33(1):600-601. doi: 10.1080/09546634.2020.1771257. Epub 2020 Jun 19.","Napolitano M","J Dermatolog Treat","2022","2020/05/19","","","10.1080/09546634.2020.1771257"
"32419538","Reorganization of a Northern Italy dermatology department during the COVID-19 pandemic: is it temporary or the beginning of a new era in dermatology?","Valenti M, Gargiulo L, Pavia G, Facheris P, Borroni R, Narcisi A, Costanzo A.","J Dermatolog Treat. 2022 Feb;33(1):597-598. doi: 10.1080/09546634.2020.1771255. Epub 2020 Jun 1.","Valenti M","J Dermatolog Treat","2022","2020/05/19","","","10.1080/09546634.2020.1771255"
"35090689","Letter to the Editor concerning A study on infectivity of asymptomatic severe acute respiratory syndrome coronavirus 2 (SARS-CoV2) carriers by Gao et al","Silverman EP, Reddy R, Ataya A, Eagan C.","Respir Med. 2022 Jan;191:106061. doi: 10.1016/j.rmed.2020.106061. Epub 2020 Jun 9.","Silverman EP","Respir Med","2022","2022/01/29","PMC7280093","","10.1016/j.rmed.2020.106061"
"33214736","Politicizing the Pandemic: A Schemata Analysis of COVID-19 News in Two Selected Newspapers","Abbas AH.","Int J Semiot Law. 2022;35(3):883-902. doi: 10.1007/s11196-020-09745-2. Epub 2020 Jul 3.","Abbas AH","Int J Semiot Law","2022","2020/11/20","PMC7332744","","10.1007/s11196-020-09745-2"
"33214735","The European Union Current Asylum Policy: Selected Problems in the Shadow of COVID-19","Doliwa-Klepacka A, Zdanowicz M.","Int J Semiot Law. 2022;35(3):1001-1017. doi: 10.1007/s11196-020-09744-3. Epub 2020 Jul 2.","Doliwa-Klepacka A","Int J Semiot Law","2022","2020/11/20","PMC7329508","","10.1007/s11196-020-09744-3"
"32837842","Movement control as an effective measure against Covid-19 spread in Malaysia: an overview","Tang KHD.","Z Gesundh Wiss. 2022;30(3):583-586. doi: 10.1007/s10389-020-01316-w. Epub 2020 Jun 13.","Tang KHD","Z Gesundh Wiss","2022","2020/08/25","PMC7293423","","10.1007/s10389-020-01316-w"
"32837841","Phenomenon of depression and anxiety related to precautions for prevention among population during the outbreak of COVID-19 in Kurdistan Region of Iraq: based on questionnaire survey","Blbas HTA, Aziz KF, Nejad SH, Barzinjy AA.","Z Gesundh Wiss. 2022;30(3):567-571. doi: 10.1007/s10389-020-01325-9. Epub 2020 Jun 10.","Blbas HTA","Z Gesundh Wiss","2022","2020/08/25","PMC7283427","","10.1007/s10389-020-01325-9"
"32837744","A Predictive Nomogram for Predicting Improved Clinical Outcome Probability in Patients with COVID-19 in Zhejiang Province, China","Xie J, Shi D, Bao M, Hu X, Wu W, Sheng J, Xu K, Wang Q, Wu J, Wang K, Fang D, Li Y, Li L.","Engineering (Beijing). 2022 Jan;8:122-129. doi: 10.1016/j.eng.2020.05.014. Epub 2020 Jun 6.","Xie J","Engineering (Beijing)","2022","2020/08/25","PMC7274972","","10.1016/j.eng.2020.05.014"
"32837442","Psychometric Testing of Three COVID-19-Related Scales Among People with Mental Illness","Chang KC, Hou WL, Pakpour AH, Lin CY, Griffiths MD.","Int J Ment Health Addict. 2022;20(1):324-336. doi: 10.1007/s11469-020-00361-6. Epub 2020 Jul 11.","Chang KC","Int J Ment Health Addict","2022","2020/08/25","PMC7354353","","10.1007/s11469-020-00361-6"
"32837437","Malay Version of the Fear of COVID-19 Scale: Validity and Reliability","Pang NTP, Kamu A, Hambali NLB, Mun HC, Kassim MA, Mohamed NH, Ayu F, Rahim SSSA, Omar A, Jeffree MS.","Int J Ment Health Addict. 2022;20(1):263-272. doi: 10.1007/s11469-020-00355-4. Epub 2020 Jul 3.","Pang NTP","Int J Ment Health Addict","2022","2020/08/25","PMC7333973","","10.1007/s11469-020-00355-4"
"32837436","Adaptation of the Bangla Version of the COVID-19 Anxiety Scale","Ahmed O, Faisal RA, Sharker T, Lee SA, Jobe MC.","Int J Ment Health Addict. 2022;20(1):284-295. doi: 10.1007/s11469-020-00357-2. Epub 2020 Jun 27.","Ahmed O","Int J Ment Health Addict","2022","2020/08/25","PMC7320841","","10.1007/s11469-020-00357-2"
"32837434","Psychometric Properties of a Spanish Version of the Fear of COVID-19 Scale in General Population of Lima, Peru","Huarcaya-Victoria J, Villarreal-Zegarra D, Podestà A, Luna-Cuadros MA.","Int J Ment Health Addict. 2022;20(1):249-262. doi: 10.1007/s11469-020-00354-5. Epub 2020 Jun 22.","Huarcaya-Victoria J","Int J Ment Health Addict","2022","2020/08/25","PMC7307940","","10.1007/s11469-020-00354-5"
"32837428","Gender and Fear of COVID-19 in a Cuban Population Sample","Broche-Pérez Y, Fernández-Fleites Z, Jiménez-Puig E, Fernández-Castillo E, Rodríguez-Martin BC.","Int J Ment Health Addict. 2022;20(1):83-91. doi: 10.1007/s11469-020-00343-8. Epub 2020 Jun 12.","Broche-Pérez Y","Int J Ment Health Addict","2022","2020/08/25","PMC7292241","","10.1007/s11469-020-00343-8"
"32836736","Parental Burnout and Child Maltreatment During the COVID-19 Pandemic","Griffith AK.","J Fam Violence. 2022;37(5):725-731. doi: 10.1007/s10896-020-00172-2. Epub 2020 Jun 23.","Griffith AK","J Fam Violence","2022","2020/08/25","PMC7311181","","10.1007/s10896-020-00172-2"
