PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33065638","Comment on ""Lung Transplantation for Elderly Patients With End-stage COVID-19 Pneumonia""","Baquero A, Beyda DH, Singh MF, Gilcrease G, Gutierrez JE, Lavee J, Matas D, Paul N, Richards B, Robertson MP, Rogers W, Scalettar R, Shapiro M, Sharif A, Toledo AH, Trey T.","Ann Surg. 2022 Jul 1;276(1):e65-e66. doi: 10.1097/SLA.0000000000004413. Epub 2020 Oct 15.","Baquero A","Ann Surg","2022","2020/10/16","PMC9213054","","10.1097/SLA.0000000000004413"
"33264831","A review of COVID-19-related thrombosis and anticoagulation strategies specific to the Asian population","Poh KC, Jia Tay VY, Lin SH, Chee HL, Thangavelautham S.","Singapore Med J. 2022 Jul;63(7):350-361. doi: 10.11622/smedj.2020174. Epub 2020 Dec 2.","Poh KC","Singapore Med J","2022","2020/12/02","PMC9578119","","10.11622/smedj.2020174"
"33300454","Biflavonoids from Rhus succedanea as probable natural inhibitors against SARS-CoV-2: a molecular docking and molecular dynamics approach","Lokhande K, Nawani N, K Venkateswara S, Pawar S.","J Biomol Struct Dyn. 2022 Jul;40(10):4376-4388. doi: 10.1080/07391102.2020.1858165. Epub 2020 Dec 10.","Lokhande K","J Biomol Struct Dyn","2022","2020/12/10","PMC7738212","","10.1080/07391102.2020.1858165"
"33300456","Emerging role of artificial intelligence in therapeutics for COVID-19: a systematic review","Kaushal K, Sarma P, Rana SV, Medhi B, Naithani M.","J Biomol Struct Dyn. 2022 Jul;40(10):4750-4765. doi: 10.1080/07391102.2020.1855250. Epub 2020 Dec 10.","Kaushal K","J Biomol Struct Dyn","2022","2020/12/10","PMC7738208","","10.1080/07391102.2020.1855250"
"33305988","Anisotine and amarogentin as promising inhibitory candidates against SARS-CoV-2 proteins: a computational investigation","Kar P, Kumar V, Vellingiri B, Sen A, Jaishee N, Anandraj A, Malhotra H, Bhattacharyya S, Mukhopadhyay S, Kinoshita M, Govindasamy V, Roy A, Naidoo D, Subramaniam MD.","J Biomol Struct Dyn. 2022 Jul;40(10):4532-4542. doi: 10.1080/07391102.2020.1860133. Epub 2020 Dec 11.","Kar P","J Biomol Struct Dyn","2022","2020/12/11","PMC7808002","","10.1080/07391102.2020.1860133"
"33331243","Comparative molecular dynamics study of the receptor-binding domains in SARS-CoV-2 and SARS-CoV and the effects of mutations on the binding affinity","Rezaei S, Sefidbakht Y, Uskoković V.","J Biomol Struct Dyn. 2022 Jul;40(10):4662-4681. doi: 10.1080/07391102.2020.1860829. Epub 2020 Dec 17.","Rezaei S","J Biomol Struct Dyn","2022","2020/12/17","PMC7784839","","10.1080/07391102.2020.1860829"
"33353499","Structure and dynamics of membrane protein in SARS-CoV-2","Mahtarin R, Islam S, Islam MJ, Ullah MO, Ali MA, Halim MA.","J Biomol Struct Dyn. 2022 Jul;40(10):4725-4738. doi: 10.1080/07391102.2020.1861983. Epub 2020 Dec 22.","Mahtarin R","J Biomol Struct Dyn","2022","2020/12/23","PMC7784837","","10.1080/07391102.2020.1861983"
"33356922","Small molecule stabilization of non-native protein-protein interactions of SARS-CoV-2 N protein as a mechanism of action against COVID-19","Fernández JF, Lavecchia MJ.","J Biomol Struct Dyn. 2022 Jul;40(10):4488-4495. doi: 10.1080/07391102.2020.1860828. Epub 2020 Dec 28.","Fernández JF","J Biomol Struct Dyn","2022","2020/12/28","PMC7784783","","10.1080/07391102.2020.1860828"
"33357038","Design and in silico study of the novel coumarin derivatives against SARS-CoV-2 main enzymes","Özdemir M, Köksoy B, Ceyhan D, Sayın K, Erçağ E, Bulut M, Yalçın B.","J Biomol Struct Dyn. 2022 Jul;40(11):4905-4920. doi: 10.1080/07391102.2020.1863263. Epub 2020 Dec 27.","Özdemir M","J Biomol Struct Dyn","2022","2020/12/28","PMC7784838","","10.1080/07391102.2020.1863263"
"33357040","Prediction of potential inhibitors against SARS-CoV-2 endoribonuclease: RNA immunity sensing","Al-Rashedi NAM, Munahi MG, Ah ALObaidi L.","J Biomol Struct Dyn. 2022 Jul;40(11):4879-4892. doi: 10.1080/07391102.2020.1863265. Epub 2020 Dec 27.","Al-Rashedi NAM","J Biomol Struct Dyn","2022","2020/12/28","PMC7784835","","10.1080/07391102.2020.1863265"
"33357073","Dual inhibition of SARS-CoV-2 spike and main protease through a repurposed drug, rutin","Kumari A, Rajput VS, Nagpal P, Kukrety H, Grover S, Grover A.","J Biomol Struct Dyn. 2022 Jul;40(11):4987-4999. doi: 10.1080/07391102.2020.1864476. Epub 2020 Dec 27.","Kumari A","J Biomol Struct Dyn","2022","2020/12/28","PMC7784834","","10.1080/07391102.2020.1864476"
"33362341","Mathematical modeling for novel coronavirus (COVID-19) and control","Alqarni MS, Alghamdi M, Muhammad T, Alshomrani AS, Khan MA.","Numer Methods Partial Differ Equ. 2022 Jul;38(4):760-776. doi: 10.1002/num.22695. Epub 2020 Nov 26.","Alqarni MS","Numer Methods Partial Differ Equ","2022","2020/12/28","PMC7753307","","10.1002/num.22695"
"33369532","Responding to the ""unknown assailant"": A qualitative exploration with Australian health and aged care chaplains on the impact of COVID-19","Jones KF, Washington J, Kearney M, Best MC.","J Health Care Chaplain. 2022 Jul-Sep;28(3):295-309. doi: 10.1080/08854726.2020.1861536. Epub 2020 Dec 28.","Jones KF","J Health Care Chaplain","2022","2020/12/28","","","10.1080/08854726.2020.1861536"
"33369802","Myths and methodologies: Degrees of freedom - limitations of infrared thermographic screening for Covid-19 and other infections","Mekjavic IB, Tipton MJ.","Exp Physiol. 2022 Jul;107(7):733-742. doi: 10.1113/EP089260. Epub 2021 Jan 12.","Mekjavic IB","Exp Physiol","2022","2020/12/28","","","10.1113/EP089260"
"33372574","In silico analysis of phytochemicals as potential inhibitors of proteases involved in SARS-CoV-2 infection","Umadevi P, Manivannan S, Fayad AM, Shelvy S.","J Biomol Struct Dyn. 2022 Jul;40(11):5053-5059. doi: 10.1080/07391102.2020.1866669. Epub 2020 Dec 29.","Umadevi P","J Biomol Struct Dyn","2022","2020/12/29","PMC7876729","","10.1080/07391102.2020.1866669"
"33382021","Virtual repurposing of ursodeoxycholate and chenodeoxycholate as lead candidates against SARS-Cov2-Envelope protein: A molecular dynamics investigation","Yadav R, Choudhury C, Kumar Y, Bhatia A.","J Biomol Struct Dyn. 2022 Jul;40(11):5147-5158. doi: 10.1080/07391102.2020.1868339. Epub 2020 Dec 31.","Yadav R","J Biomol Struct Dyn","2022","2020/12/31","PMC7784831","","10.1080/07391102.2020.1868339"
"33382023","Fisetin 8-C-glucoside as entry inhibitor in SARS CoV-2 infection: molecular modelling study","Mishra A, Kaur U, Singh A.","J Biomol Struct Dyn. 2022 Jul;40(11):5128-5137. doi: 10.1080/07391102.2020.1868335. Epub 2020 Dec 31.","Mishra A","J Biomol Struct Dyn","2022","2020/12/31","PMC7784833","","10.1080/07391102.2020.1868335"
"33397209","Molecular mechanism of inhibition of COVID-19 main protease by β-adrenoceptor agonists and adenosine deaminase inhibitors using in silico methods","Venugopal PP, Chakraborty D.","J Biomol Struct Dyn. 2022 Jul;40(11):5112-5127. doi: 10.1080/07391102.2020.1868337. Epub 2021 Jan 5.","Venugopal PP","J Biomol Struct Dyn","2022","2021/01/05","PMC7784836","","10.1080/07391102.2020.1868337"
"33397223","Virtual screening of curcumin and its analogs against the spike surface glycoprotein of SARS-CoV-2 and SARS-CoV","Patel A, Rajendran M, Shah A, Patel H, Pakala SB, Karyala P.","J Biomol Struct Dyn. 2022 Jul;40(11):5138-5146. doi: 10.1080/07391102.2020.1868338. Epub 2021 Jan 5.","Patel A","J Biomol Struct Dyn","2022","2021/01/05","PMC7784829","","10.1080/07391102.2020.1868338"
"33403946","In silico design of multi-epitope-based peptide vaccine against SARS-CoV-2 using its spike protein","Mitra D, Pandey J, Jain A, Swaroop S.","J Biomol Struct Dyn. 2022 Jul;40(11):5189-5202. doi: 10.1080/07391102.2020.1869092. Epub 2021 Jan 6.","Mitra D","J Biomol Struct Dyn","2022","2021/01/06","PMC7876912","","10.1080/07391102.2020.1869092"
"33413032","Identification of potential SARS-CoV-2 M(pro) inhibitors integrating molecular docking and water thermodynamics","Sobhia ME, Ghosh K, Sivangula S, Kumar S, Singh H.","J Biomol Struct Dyn. 2022 Jul;40(11):5079-5089. doi: 10.1080/07391102.2020.1867642. Epub 2021 Jan 8.","Sobhia ME","J Biomol Struct Dyn","2022","2021/01/08","PMC7876914","","10.1080/07391102.2020.1867642"
"33416020","Searching for potential drugs against SARS-CoV-2 through virtual screening on several molecular targets","Almeida JSFD, Botelho FD, de Souza FR, Dos Santos MC, Goncalves ADS, Rodrigues RLB, Cardozo M, Kitagawa DAS, Vieira LA, Silva RSF, Cavalcante SFA, Bastos LDC, Nogueira MOT, de Santana PIR, Brum JOC, Nepovimova E, Kuca K, LaPlante SR, Galante EBF, Franca TCC.","J Biomol Struct Dyn. 2022 Jul;40(11):5229-5242. doi: 10.1080/07391102.2020.1869096. Epub 2021 Jan 8.","Almeida JSFD","J Biomol Struct Dyn","2022","2021/01/08","PMC7876915","","10.1080/07391102.2020.1869096"
"33427588","Predictive medicinal metabolites from Momordica dioica against comorbidity related proteins of SARS-CoV-2 infections","Sakshi C, Harikrishnan A, Jayaraman S, Choudhury AR, Veena V.","J Biomol Struct Dyn. 2022 Jul;40(11):5175-5188. doi: 10.1080/07391102.2020.1868340. Epub 2021 Jan 11.","Sakshi C","J Biomol Struct Dyn","2022","2021/01/11","PMC7814569","","10.1080/07391102.2020.1868340"
"33453285","The physiological benefits of sitting less and moving more: Opportunities for future research","Hwang CL, Chen SH, Chou CH, Grigoriadis G, Liao TC, Fancher IS, Arena R, Phillips SA.","Prog Cardiovasc Dis. 2022 Jul-Aug;73:61-66. doi: 10.1016/j.pcad.2020.12.010. Epub 2021 Jan 13.","Hwang CL","Prog Cardiovasc Dis","2022","2021/01/16","PMC8628304","NIHMS1700047","10.1016/j.pcad.2020.12.010"
"33557620","Health Beliefs, Trust in Media Sources, Health Literacy, and Preventive Behaviors among High-Risk Chinese for COVID-19","Niu Z, Qin Z, Hu P, Wang T.","Health Commun. 2022 Jul;37(8):1004-1012. doi: 10.1080/10410236.2021.1880684. Epub 2021 Feb 8.","Niu Z","Health Commun","2022","2021/02/09","","","10.1080/10410236.2021.1880684"
"33577982","CRISPR-ENHANCE: An enhanced nucleic acid detection platform using Cas12a","Nguyen LT, Gurijala J, Rananaware SR, Pizzano BLM, Stone BT, Jain PK.","Methods. 2022 Jul;203:116-124. doi: 10.1016/j.ymeth.2021.02.001. Epub 2021 Feb 9.","Nguyen LT","Methods","2022","2021/02/12","","","10.1016/j.ymeth.2021.02.001"
"33605585","Response to Comment on ""Lung Transplantation for Elderly Patients With End-stage COVID-19 Pneumonia""","Han W, Zhu M, Chen J, Zhang J, Zhu S, Li T, Cai H, Fang Q, Wei G, Liang T.","Ann Surg. 2022 Jul 1;276(1):e66-e67. doi: 10.1097/SLA.0000000000004414. Epub 2021 Feb 10.","Han W","Ann Surg","2022","2021/02/19","PMC9213061","","10.1097/SLA.0000000000004414"
"33606593","Optic Nerve Head Parameters and Peripapillary Retinal Nerve Fiber Layer Thickness in Patients with Coronavirus Disease 2019","Abrishami M, Daneshvar R, Emamverdian Z, Tohidinezhad F, Eslami S.","Ocul Immunol Inflamm. 2022 Jul;30(5):1035-1038. doi: 10.1080/09273948.2020.1850800. Epub 2021 Feb 19.","Abrishami M","Ocul Immunol Inflamm","2022","2021/02/19","","","10.1080/09273948.2020.1850800"
"33618549","The Fear of COVID-19 Scale: A Reliability Generalization Meta-Analysis","Blázquez-Rincón D, Durán JI, Botella J.","Assessment. 2022 Jul;29(5):940-948. doi: 10.1177/1073191121994164. Epub 2021 Feb 22.","Blázquez-Rincón D","Assessment","2022","2021/02/23","","","10.1177/1073191121994164"
"33631086","Suicide Presentations to an Emergency Department Pre and During the COVID Lockdown, March-May 2020, in Spain","Prados-Ojeda JL, Gordillo-Urbano RM, Carrillo-Pérez T, Vázquez-Calvo A, Herrera-Cortés MA, Carreño-Ruiz MÁ, Font-Ugalde P.","Arch Suicide Res. 2022 Jul-Sep;26(3):1336-1348. doi: 10.1080/13811118.2021.1887023. Epub 2021 Feb 25.","Prados-Ojeda JL","Arch Suicide Res","2022","2021/02/25","","","10.1080/13811118.2021.1887023"
"33641633","Physical activity, screen time and the COVID-19 school closures in Europe - An observational study in 10 countries","Kovacs VA, Starc G, Brandes M, Kaj M, Blagus R, Leskošek B, Suesse T, Dinya E, Guinhouya BC, Zito V, Rocha PM, Gonzalez BP, Kontsevaya A, Brzezinski M, Bidiugan R, Kiraly A, Csányi T, Okely AD.","Eur J Sport Sci. 2022 Jul;22(7):1094-1103. doi: 10.1080/17461391.2021.1897166. Epub 2021 Mar 29.","Kovacs VA","Eur J Sport Sci","2022","2021/03/01","","","10.1080/17461391.2021.1897166"
"33658135","COVID-19 and impact on trauma injuries. A Janus facing in opposite directions?","Sotiropoulou M, Vailas M, Kapiris S.","Injury. 2022 Jul;53(7):2671-2672. doi: 10.1016/j.injury.2021.02.069. Epub 2021 Feb 25.","Sotiropoulou M","Injury","2022","2021/03/04","PMC9212554","","10.1016/j.injury.2021.02.069"
"33678080","Coping with COVID-19: social representations underlying blaming processes and fear","Idoiaga Mondragon N, Berasategi Sancho N, Ozamiz-Etxebarria N, Alonso Saez I.","Psychol Health. 2022 Jul;37(7):828-846. doi: 10.1080/08870446.2021.1896717. Epub 2021 Mar 7.","Idoiaga Mondragon N","Psychol Health","2022","2021/03/08","","","10.1080/08870446.2021.1896717"
"33683533","Characterization of the bioaerosol in a natural thermal cave and assessment of the risk of transmission of SARS-CoV-2 virus","Scungio M, Crognale S, Lelli D, Carota E, Calabrò G.","Environ Geochem Health. 2022 Jul;44(7):2009-2020. doi: 10.1007/s10653-021-00870-w. Epub 2021 Mar 8.","Scungio M","Environ Geochem Health","2022","2021/03/08","PMC7970810","","10.1007/s10653-021-00870-w"
"33721970","Setting up a new maternity isolation unit at the outset of the COVID-19 pandemic - lessons learnt","Han JY, Huang Ng GY, Lional KM, Wright A.","Singapore Med J. 2022 Jul;63(7):415-416. doi: 10.11622/smedj.2021020. Epub 2021 Mar 12.","Han JY","Singapore Med J","2022","2021/03/16","PMC9578116","","10.11622/smedj.2021020"
"33721971","SARS-CoV-2 not detected in pus from forearm abscess in a COVID-19-infected patient","Tan A, Wong KL, Bin Abd Razak HR, Ong BC, Wong MK.","Singapore Med J. 2022 Jul;63(7):417-418. doi: 10.11622/smedj.2021021. Epub 2021 Mar 12.","Tan A","Singapore Med J","2022","2021/03/16","PMC9578117","","10.11622/smedj.2021021"
"33725746","Nursing care and prevalence of adverse events in prone position: Characteristics of mechanically ventilated patients with severe SARS-CoV-2 pulmonary infection","Rodríguez-Huerta MD, Díez-Fernández A, Rodríguez-Alonso MJ, Robles-González M, Martín-Rodríguez M, González-García A.","Nurs Crit Care. 2022 Jul;27(4):493-500. doi: 10.1111/nicc.12606. Epub 2021 Mar 16.","Rodríguez-Huerta MD","Nurs Crit Care","2022","2021/03/16","PMC8251070","","10.1111/nicc.12606"
"33726606","Recurrent thrombosis of an arteriovenous fistula as a complication of COVID-19 in a chronic hemodialysis patient: A case report","Teixeira JP, Combs SA, Owen JG.","J Vasc Access. 2022 Jul;23(4):636-639. doi: 10.1177/11297298211000881. Epub 2021 Mar 16.","Teixeira JP","J Vasc Access","2022","2021/03/17","","","10.1177/11297298211000881"
"33736718","Coronavirus disease 2019 (COVID-19) treatment versus mycobacterial infections: Better safe than sorry?","Zalona Fernandes HM, Mastrobuono G, Conceição EC, da Silva Dias RC, Alviano DS, Duarte RS.","Infect Control Hosp Epidemiol. 2022 Jul;43(7):952-953. doi: 10.1017/ice.2021.124. Epub 2021 Mar 19.","Zalona Fernandes HM","Infect Control Hosp Epidemiol","2022","2021/03/19","PMC8047392","","10.1017/ice.2021.124"
"33749491","Inhaled vaccine delivery in the combat against respiratory viruses: a 2021 overview of recent developments and implications for COVID-19","Heida R, Hinrichs WL, Frijlink HW.","Expert Rev Vaccines. 2022 Jul;21(7):957-974. doi: 10.1080/14760584.2021.1903878. Epub 2021 Aug 25.","Heida R","Expert Rev Vaccines","2022","2021/03/22","","","10.1080/14760584.2021.1903878"
"33754897","The mediating effect of media usage on the relationship between anxiety/fear and physician-patient trust during the COVID-19 pandemic","Chen Y, Wu J, Ma J, Zhu H, Li W, Gan Y.","Psychol Health. 2022 Jul;37(7):847-866. doi: 10.1080/08870446.2021.1900573. Epub 2021 Mar 23.","Chen Y","Psychol Health","2022","2021/03/23","","","10.1080/08870446.2021.1900573"
"33755820","Building the mental health management system for children post COVID-19 pandemic: an urgent focus in China","Li Y, Deng H, Wang H, Abbey C, Zheng Y, Chen J, An N, Zhang P, Xiao X, Chu J, Li Y, Cui Y.","Eur Child Adolesc Psychiatry. 2022 Jul;31(7):1-4. doi: 10.1007/s00787-021-01763-0. Epub 2021 Mar 23.","Li Y","Eur Child Adolesc Psychiatry","2022","2021/03/23","","","10.1007/s00787-021-01763-0"
"33775261","Prevalence of coronavirus disease 2019 (COVID-19) among healthcare professionals working in hospital emergencies during the first-wave peak in 2020 in Porto Alegre, Brazil","Dubiela ALF, Dalla Lana DF, Aerts APK, de Marques CG, Cassol R, Dalarosa MG, Schultz V, Ramos F, Guasso I, Dantas Filho FF, Dal Ponte ST, Santana JCB, Santarem MD, de Camargo MP, Machado MLP, Sukiennik TCT, Watte G, Kalil AN, Pasqualotto AC.","Infect Control Hosp Epidemiol. 2022 Jul;43(7):956-957. doi: 10.1017/ice.2021.139. Epub 2021 Mar 29.","Dubiela ALF","Infect Control Hosp Epidemiol","2022","2021/03/29","PMC8111195","","10.1017/ice.2021.139"
"33779404","Mitral valve replacement through mini sternotomy after long ECMO course: Case report","Abdalghafoor T, Sarhan H, Kindawi A.","Perfusion. 2022 Jul;37(5):533-536. doi: 10.1177/02676591211003237. Epub 2021 Mar 29.","Abdalghafoor T","Perfusion","2022","2021/03/29","","","10.1177/02676591211003237"
"33781126","Recurrent keratoconjunctivitis as the sole manifestation of COVID-19 infection: A case report","Hutama SA, Alkaff FF, Intan RE, Maharani CD, Indriaswati L, Zuhria I.","Eur J Ophthalmol. 2022 Jul;32(4):NP17-NP21. doi: 10.1177/11206721211006583. Epub 2021 Mar 29.","Hutama SA","Eur J Ophthalmol","2022","2021/03/30","PMC9294609","","10.1177/11206721211006583"
"33782373","Wellbeing of Frontline Health Care Workers After the First SARS-CoV-2 Pandemic Surge at a Neuroscience Centre: A Cross-sectional Survey","Douglas DR, Choi D, Marcus HJ, Muirhead W, Reddy U, Stewart T, Luoma AMV.","J Neurosurg Anesthesiol. 2022 Jul 1;34(3):333-338. doi: 10.1097/ANA.0000000000000767. Epub 2021 Mar 29.","Douglas DR","J Neurosurg Anesthesiol","2022","2021/03/30","PMC9186397","","10.1097/ANA.0000000000000767"
"33820593","Why comparing coronavirus disease 2019 (COVID-19) and seasonal influenza fatality rates is like comparing apples to pears","Papadakis M.","Infect Control Hosp Epidemiol. 2022 Jul;43(7):958-959. doi: 10.1017/ice.2021.140. Epub 2021 Apr 6.","Papadakis M","Infect Control Hosp Epidemiol","2022","2021/04/06","PMC8047393","","10.1017/ice.2021.140"
"33843520","Vaccines in the coronavirus disease 2019 (COVID-19) era: Game theory applications","Papadakis M, Spernovasilis N.","Infect Control Hosp Epidemiol. 2022 Jul;43(7):957-958. doi: 10.1017/ice.2021.125. Epub 2021 Apr 12.","Papadakis M","Infect Control Hosp Epidemiol","2022","2021/04/12","","","10.1017/ice.2021.125"
"33858531","Coronavirus disease 2019 (COVID-19) vaccination in healthcare workers: An early real-world experience","Jameson AP, Sebastian T, Jacques LR.","Infect Control Hosp Epidemiol. 2022 Jul;43(7):950-951. doi: 10.1017/ice.2021.171. Epub 2021 Apr 16.","Jameson AP","Infect Control Hosp Epidemiol","2022","2021/04/16","PMC8134897","","10.1017/ice.2021.171"
"33864580","Heart-lung interactions in COVID-19: prognostic impact and usefulness of bedside echocardiography for monitoring of the right ventricle involvement","Dandel M.","Heart Fail Rev. 2022 Jul;27(4):1325-1339. doi: 10.1007/s10741-021-10108-7. Epub 2021 Apr 17.","Dandel M","Heart Fail Rev","2022","2021/04/17","PMC8052527","","10.1007/s10741-021-10108-7"
"33883206","Administration of benralizumab in a patient with severe asthma admitted to the intensive care unit with COVID-19 pneumonia: case report","Kroes JA, Zielhuis SW, Bethlehem C, Ten Brinke A, Van Roon EN.","Eur J Hosp Pharm. 2022 Jul;29(4):235-236. doi: 10.1136/ejhpharm-2020-002660. Epub 2021 Apr 21.","Kroes JA","Eur J Hosp Pharm","2022","2021/04/22","PMC9251165","","10.1136/ejhpharm-2020-002660"
"33904234","Carotid stiffness, intima-media thickness and aortic augmentation index among adults with SARS-CoV-2","Szeghy RE, Province VM, Stute NL, Augenreich MA, Koontz LK, Stickford JL, Stickford ASL, Ratchford SM.","Exp Physiol. 2022 Jul;107(7):694-707. doi: 10.1113/EP089481. Epub 2021 May 14.","Szeghy RE","Exp Physiol","2022","2021/04/27","PMC8239784","","10.1113/EP089481"
"33909510","Differential effects of traditional and social media use on COVID-19 preventive behaviors: The mediating role of risk and efficacy perceptions","Ren W, Zhu X, Hu Y.","J Health Psychol. 2022 Jul;27(8):1861-1874. doi: 10.1177/13591053211003125. Epub 2021 Apr 28.","Ren W","J Health Psychol","2022","2021/04/28","","","10.1177/13591053211003125"
"33913353","The relationship between psychological capital and mental health during the Covid-19 pandemic: A longitudinal mediation model","Turliuc MN, Candel OS.","J Health Psychol. 2022 Jul;27(8):1913-1925. doi: 10.1177/13591053211012771. Epub 2021 Apr 29.","Turliuc MN","J Health Psychol","2022","2021/04/29","","","10.1177/13591053211012771"
"33913356","Factors mediating the psychological well-being of healthcare workers responding to global pandemics: A systematic review","Schneider J, Talamonti D, Gibson B, Forshaw M.","J Health Psychol. 2022 Jul;27(8):1875-1896. doi: 10.1177/13591053211012759. Epub 2021 Apr 29.","Schneider J","J Health Psychol","2022","2021/04/29","PMC9272518","","10.1177/13591053211012759"
