PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32436485","Coronavirus conspiracy beliefs, mistrust, and compliance with government guidelines in England","Freeman D, Waite F, Rosebrock L, Petit A, Causier C, East A, Jenner L, Teale AL, Carr L, Mulhall S, Bold E, Lambe S.","Psychol Med. 2022 Jan;52(2):251-263. doi: 10.1017/S0033291720001890. Epub 2020 May 21.","Freeman D","Psychol Med","2022","2020/05/22","PMC7264452","","10.1017/S0033291720001890"
"32468966","Mental health burden of frontline health professionals treating imported patients with COVID-19 in China during the pandemic","Tian T, Meng F, Pan W, Zhang S, Cheung T, Ng CH, Li XH, Xiang YT.","Psychol Med. 2022 Jan;52(2):398-399. doi: 10.1017/S0033291720002093. Epub 2020 May 29.","Tian T","Psychol Med","2022","2020/05/30","PMC7324657","","10.1017/S0033291720002093"
"32469279","Withanone and Withaferin-A are predicted to interact with transmembrane protease serine 2 (TMPRSS2) and block entry of SARS-CoV-2 into cells","Kumar V, Dhanjal JK, Bhargava P, Kaul A, Wang J, Zhang H, Kaul SC, Wadhwa R, Sundar D.","J Biomol Struct Dyn. 2022 Jan;40(1):1-13. doi: 10.1080/07391102.2020.1775704. Epub 2020 Jun 16.","Kumar V","J Biomol Struct Dyn","2022","2020/05/30","PMC7309304","","10.1080/07391102.2020.1775704"
"32469627","Adaptation and evaluation of Turkish version of the fear of COVID-19 Scale","Haktanir A, Seki T, Dilmaç B.","Death Stud. 2022;46(3):719-727. doi: 10.1080/07481187.2020.1773026. Epub 2020 May 29.","Haktanir A","Death Stud","2022","2020/05/30","","","10.1080/07481187.2020.1773026"
"32490730","Measuring anxiety related to COVID-19: A Turkish validation study of the Coronavirus Anxiety Scale","Evren C, Evren B, Dalbudak E, Topcu M, Kutlu N.","Death Stud. 2022;46(5):1052-1058. doi: 10.1080/07481187.2020.1774969. Epub 2020 Jun 3.","Evren C","Death Stud","2022","2020/06/04","","","10.1080/07481187.2020.1774969"
"32544375","Social isolation and the mitigation of coronavirus anxiety: The mediating role of meaning","Milman E, Lee SA, Neimeyer RA.","Death Stud. 2022;46(1):1-13. doi: 10.1080/07481187.2020.1775362. Epub 2020 Jun 16.","Milman E","Death Stud","2022","2020/06/17","","","10.1080/07481187.2020.1775362"
"32588581","Anaesthesia and intensive care medicine in the COVID-19 pandemic","Wong J, Ng SY, Goh MH, Tan KH, Chai HZ, Goh KJ, Soh CR.","Singapore Med J. 2022 Jan;63(1):2-4. doi: 10.11622/smedj.2020094. Epub 2020 Jun 26.","Wong J","Singapore Med J","2022","2020/06/27","PMC9251214","","10.11622/smedj.2020094"
"32589519","Suicide risk during the lockdown due to coronavirus disease (COVID-19) in Colombia","Caballero-Domínguez CC, Jiménez-Villamizar MP, Campo-Arias A.","Death Stud. 2022;46(4):885-890. doi: 10.1080/07481187.2020.1784312. Epub 2020 Jun 26.","Caballero-Domínguez CC","Death Stud","2022","2020/06/27","","","10.1080/07481187.2020.1784312"
"32623546","Expression of ACE2 in Human Neurons Supports the Neuro-Invasive Potential of COVID-19 Virus","Xu J, Lazartigues E.","Cell Mol Neurobiol. 2022 Jan;42(1):305-309. doi: 10.1007/s10571-020-00915-1. Epub 2020 Jul 4.","Xu J","Cell Mol Neurobiol","2022","2020/07/06","PMC7334623","","10.1007/s10571-020-00915-1"
"32628049","Analytical Methods on Determination in Pharmaceuticals and Biological Materials of Chloroquine as Available for the Treatment of COVID-19","Saka C.","Crit Rev Anal Chem. 2022;52(1):19-34. doi: 10.1080/10408347.2020.1781592. Epub 2020 Jul 6.","Saka C","Crit Rev Anal Chem","2022","2020/07/07","","","10.1080/10408347.2020.1781592"
"32644868","Eating disorders during the COVID-19 pandemic and quarantine: an overview of risks and recommendations for treatment and early intervention","Cooper M, Reilly EE, Siegel JA, Coniglio K, Sadeh-Sharvit S, Pisetsky EM, Anderson LM.","Eat Disord. 2022 Jan-Feb;30(1):54-76. doi: 10.1080/10640266.2020.1790271. Epub 2020 Jul 9.","Cooper M","Eat Disord","2022","2020/07/10","PMC7929530","NIHMS1671425","10.1080/10640266.2020.1790271"
"32673183","COVID-19 severity, self-efficacy, knowledge, preventive behaviors, and mental health in Turkey","Yıldırım M, Güler A.","Death Stud. 2022;46(4):979-986. doi: 10.1080/07481187.2020.1793434. Epub 2020 Jul 16.","Yıldırım M","Death Stud","2022","2020/07/17","","","10.1080/07481187.2020.1793434"
"32677533","Designing a multi-epitope vaccine against SARS-CoV-2: an immunoinformatics approach","Samad A, Ahammad F, Nain Z, Alam R, Imon RR, Hasan M, Rahman MS.","J Biomol Struct Dyn. 2022 Jan;40(1):14-30. doi: 10.1080/07391102.2020.1792347. Epub 2020 Jul 17.","Samad A","J Biomol Struct Dyn","2022","2020/07/18","PMC7441805","","10.1080/07391102.2020.1792347"
"32680602","Ayurvedic treatment of COVID-19: A case report","Girija PLT, Sivan N.","J Ayurveda Integr Med. 2022 Jan-Mar;13(1):100329. doi: 10.1016/j.jaim.2020.06.001. Epub 2020 Jun 19.","Girija PLT","J Ayurveda Integr Med","2022","2020/07/19","PMC7303645","","10.1016/j.jaim.2020.06.001"
"32683490","Supporting children of healthcare workers during the COVID-19 pandemic","Skokauskas N, Leventhal B, Cardeli EL, Belfer M, Kaasbøll J, Cohen J.","Eur Child Adolesc Psychiatry. 2022 Jan;31(1):203-204. doi: 10.1007/s00787-020-01604-6. Epub 2020 Jul 18.","Skokauskas N","Eur Child Adolesc Psychiatry","2022","2020/07/20","PMC7368628","","10.1007/s00787-020-01604-6"
"32735134","Papillophlebitis in a COVID-19 patient: Inflammation and hypercoagulable state","Insausti-García A, Reche-Sainz JA, Ruiz-Arranz C, López Vázquez Á, Ferro-Osuna M.","Eur J Ophthalmol. 2022 Jan;32(1):NP168-NP172. doi: 10.1177/1120672120947591. Epub 2020 Jul 30.","Insausti-García A","Eur J Ophthalmol","2022","2020/08/01","PMC7399568","","10.1177/1120672120947591"
"32741392","Big data-driven personal protective equipment stockpiling framework under a universal healthcare system for disease control and prevention in the COVID-19 era","Ma KS, Tsai AS.","Infect Control Hosp Epidemiol. 2022 Jan;43(1):133-134. doi: 10.1017/ice.2020.387. Epub 2020 Aug 3.","Ma KS","Infect Control Hosp Epidemiol","2022","2020/08/04","PMC8712956","","10.1017/ice.2020.387"
"32757637","Impact of COVID-19 on corneal donation and distribution","Parekh M, Ferrari S, Romano V, Myerscough J, Jones G, Griffoni C, Ahmad S, Feltrin G, Busin M, Ponzin D.","Eur J Ophthalmol. 2022 Jan;32(1):NP269-NP270. doi: 10.1177/1120672120948746. Epub 2020 Aug 5.","Parekh M","Eur J Ophthalmol","2022","2020/08/08","PMC8777303","","10.1177/1120672120948746"
"32787539","The Health of Indigenous Populations in South Asia: A Critical Review in a Critical Time","Thresia CU, Srinivas PN, Mohindra KS, Jagadeesan CK.","Int J Health Serv. 2022 Jan;52(1):61-72. doi: 10.1177/0020731420946588. Epub 2020 Aug 12.","Thresia CU","Int J Health Serv","2022","2020/08/14","PMC7611999","EMS95083","10.1177/0020731420946588"
"32799761","In silico molecular investigations of pyridine N-Oxide compounds as potential inhibitors of SARS-CoV-2: 3D QSAR, molecular docking modeling, and ADMET screening","Ghaleb A, Aouidate A, Ayouchia HBE, Aarjane M, Anane H, Stiriba SE.","J Biomol Struct Dyn. 2022 Jan;40(1):143-153. doi: 10.1080/07391102.2020.1808530. Epub 2020 Aug 17.","Ghaleb A","J Biomol Struct Dyn","2022","2020/08/18","","","10.1080/07391102.2020.1808530"
"32806930","Letter to the editor: Infection control measures in ophthalmology during the COVID-19 outbreak: A narrative review from an early experience in Italy","Baker D, Duffaydar H.","Eur J Ophthalmol. 2022 Jan;32(1):NP309-NP310. doi: 10.1177/1120672120952345. Epub 2020 Aug 17.","Baker D","Eur J Ophthalmol","2022","2020/08/19","","","10.1177/1120672120952345"
"32807595","Maxillofacial education in the time of COVID-19: the West Midlands experience","Elledge R, Williams R, Fowell C, Green J.","Br J Oral Maxillofac Surg. 2022 Jan;60(1):52-57. doi: 10.1016/j.bjoms.2020.07.030. Epub 2020 Jul 30.","Elledge R","Br J Oral Maxillofac Surg","2022","2020/08/19","PMC7392048","","10.1016/j.bjoms.2020.07.030"
"32808877","Coronaphobia among healthcare professionals in Mexico: A psychometric analysis","Mora-Magaña I, Lee SA, Maldonado-Castellanos I, Jiménez-Gutierrez C, Mendez-Venegas J, Maya-Del-Moral A, Rosas-Munive MD, Mathis AA, Jobe MC.","Death Stud. 2022;46(2):280-289. doi: 10.1080/07481187.2020.1808762. Epub 2020 Aug 18.","Mora-Magaña I","Death Stud","2022","2020/08/19","","","10.1080/07481187.2020.1808762"
"32811367","An in-silico evaluation of dietary components for structural inhibition of SARS-Cov-2 main protease","Pandey AK, Verma S.","J Biomol Struct Dyn. 2022 Jan;40(1):136-142. doi: 10.1080/07391102.2020.1809522. Epub 2020 Aug 18.","Pandey AK","J Biomol Struct Dyn","2022","2020/08/20","PMC7484577","","10.1080/07391102.2020.1809522"
"32813575","Nucleic Acid Testing for Coronavirus Disease 2019: Demand, Research Progression, and Perspective","Zhang S, Su X, Wang J, Chen M, Li C, Li T, Ge S, Xia N.","Crit Rev Anal Chem. 2022;52(2):413-424. doi: 10.1080/10408347.2020.1805294. Epub 2020 Aug 19.","Zhang S","Crit Rev Anal Chem","2022","2020/08/20","","","10.1080/10408347.2020.1805294"
"32815796","Antitussive noscapine and antiviral drug conjugates as arsenal against COVID-19: a comprehensive chemoinformatics analysis","Kumar N, Awasthi A, Kumari A, Sood D, Jain P, Singh T, Sharma N, Grover A, Chandra R.","J Biomol Struct Dyn. 2022 Jan;40(1):101-116. doi: 10.1080/07391102.2020.1808072. Epub 2020 Aug 20.","Kumar N","J Biomol Struct Dyn","2022","2020/08/21","PMC7484584","","10.1080/07391102.2020.1808072"
"32836417","Community-based programs to tackle environmental education and COVID-19: A case study from Millburn, New Jersey","Iyengar R, Shin H.","Prospects (Paris). 2022;51(4):643-653. doi: 10.1007/s11125-020-09467-0. Epub 2020 May 29.","Iyengar R","Prospects (Paris)","2022","2020/08/25","PMC7257354","","10.1007/s11125-020-09467-0"
"32836615","Impacts of epidemic outbreaks on supply chains: mapping a research agenda amid the COVID-19 pandemic through a structured literature review","Queiroz MM, Ivanov D, Dolgui A, Fosso Wamba S.","Ann Oper Res. 2022;319(1):1159-1196. doi: 10.1007/s10479-020-03685-7. Epub 2020 Jun 16.","Queiroz MM","Ann Oper Res","2022","2020/08/25","PMC7298926","","10.1007/s10479-020-03685-7"
"32836703","Early geography of the coronavirus disease outbreak in Nigeria","Olusola A, Olusola B, Onafeso O, Ajiola F, Adelabu S.","GeoJournal. 2022;87(2):733-747. doi: 10.1007/s10708-020-10278-1. Epub 2020 Aug 13.","Olusola A","GeoJournal","2022","2020/08/25","PMC7425795","","10.1007/s10708-020-10278-1"
"32836735","Novel Coronavirus (COVID-19): Violence, Reproductive Rights and Related Health Risks for Women, Opportunities for Practice Innovation","Viveiros N, Bonomi AE.","J Fam Violence. 2022;37(5):753-757. doi: 10.1007/s10896-020-00169-x. Epub 2020 Jun 6.","Viveiros N","J Fam Violence","2022","2020/08/25","PMC7275128","","10.1007/s10896-020-00169-x"
"32836736","Parental Burnout and Child Maltreatment During the COVID-19 Pandemic","Griffith AK.","J Fam Violence. 2022;37(5):725-731. doi: 10.1007/s10896-020-00172-2. Epub 2020 Jun 23.","Griffith AK","J Fam Violence","2022","2020/08/25","PMC7311181","","10.1007/s10896-020-00172-2"
"32837101","Immunity against COVID-19: Potential role of Ayush Kwath","Gautam S, Gautam A, Chhetri S, Bhattarai U.","J Ayurveda Integr Med. 2022 Jan-Mar;13(1):100350. doi: 10.1016/j.jaim.2020.08.003. Epub 2020 Aug 17.","Gautam S","J Ayurveda Integr Med","2022","2020/08/25","PMC7430223","","10.1016/j.jaim.2020.08.003"
"32837428","Gender and Fear of COVID-19 in a Cuban Population Sample","Broche-Pérez Y, Fernández-Fleites Z, Jiménez-Puig E, Fernández-Castillo E, Rodríguez-Martin BC.","Int J Ment Health Addict. 2022;20(1):83-91. doi: 10.1007/s11469-020-00343-8. Epub 2020 Jun 12.","Broche-Pérez Y","Int J Ment Health Addict","2022","2020/08/25","PMC7292241","","10.1007/s11469-020-00343-8"
"32837434","Psychometric Properties of a Spanish Version of the Fear of COVID-19 Scale in General Population of Lima, Peru","Huarcaya-Victoria J, Villarreal-Zegarra D, Podestà A, Luna-Cuadros MA.","Int J Ment Health Addict. 2022;20(1):249-262. doi: 10.1007/s11469-020-00354-5. Epub 2020 Jun 22.","Huarcaya-Victoria J","Int J Ment Health Addict","2022","2020/08/25","PMC7307940","","10.1007/s11469-020-00354-5"
"32837436","Adaptation of the Bangla Version of the COVID-19 Anxiety Scale","Ahmed O, Faisal RA, Sharker T, Lee SA, Jobe MC.","Int J Ment Health Addict. 2022;20(1):284-295. doi: 10.1007/s11469-020-00357-2. Epub 2020 Jun 27.","Ahmed O","Int J Ment Health Addict","2022","2020/08/25","PMC7320841","","10.1007/s11469-020-00357-2"
"32837437","Malay Version of the Fear of COVID-19 Scale: Validity and Reliability","Pang NTP, Kamu A, Hambali NLB, Mun HC, Kassim MA, Mohamed NH, Ayu F, Rahim SSSA, Omar A, Jeffree MS.","Int J Ment Health Addict. 2022;20(1):263-272. doi: 10.1007/s11469-020-00355-4. Epub 2020 Jul 3.","Pang NTP","Int J Ment Health Addict","2022","2020/08/25","PMC7333973","","10.1007/s11469-020-00355-4"
"32837442","Psychometric Testing of Three COVID-19-Related Scales Among People with Mental Illness","Chang KC, Hou WL, Pakpour AH, Lin CY, Griffiths MD.","Int J Ment Health Addict. 2022;20(1):324-336. doi: 10.1007/s11469-020-00361-6. Epub 2020 Jul 11.","Chang KC","Int J Ment Health Addict","2022","2020/08/25","PMC7354353","","10.1007/s11469-020-00361-6"
"32837744","A Predictive Nomogram for Predicting Improved Clinical Outcome Probability in Patients with COVID-19 in Zhejiang Province, China","Xie J, Shi D, Bao M, Hu X, Wu W, Sheng J, Xu K, Wang Q, Wu J, Wang K, Fang D, Li Y, Li L.","Engineering (Beijing). 2022 Jan;8:122-129. doi: 10.1016/j.eng.2020.05.014. Epub 2020 Jun 6.","Xie J","Engineering (Beijing)","2022","2020/08/25","PMC7274972","","10.1016/j.eng.2020.05.014"
"32837835","COVID-19 and social distancing","Qian M, Jiang J.","Z Gesundh Wiss. 2022;30(1):259-261. doi: 10.1007/s10389-020-01321-z. Epub 2020 May 25.","Qian M","Z Gesundh Wiss","2022","2020/08/25","PMC7247774","","10.1007/s10389-020-01321-z"
"32837836","COVID-19 panic, solidarity and equity-the Malta exemplary experience","Cuschieri S.","Z Gesundh Wiss. 2022;30(2):459-464. doi: 10.1007/s10389-020-01308-w. Epub 2020 May 30.","Cuschieri S","Z Gesundh Wiss","2022","2020/08/25","PMC7261042","","10.1007/s10389-020-01308-w"
"32837841","Phenomenon of depression and anxiety related to precautions for prevention among population during the outbreak of COVID-19 in Kurdistan Region of Iraq: based on questionnaire survey","Blbas HTA, Aziz KF, Nejad SH, Barzinjy AA.","Z Gesundh Wiss. 2022;30(3):567-571. doi: 10.1007/s10389-020-01325-9. Epub 2020 Jun 10.","Blbas HTA","Z Gesundh Wiss","2022","2020/08/25","PMC7283427","","10.1007/s10389-020-01325-9"
"32837842","Movement control as an effective measure against Covid-19 spread in Malaysia: an overview","Tang KHD.","Z Gesundh Wiss. 2022;30(3):583-586. doi: 10.1007/s10389-020-01316-w. Epub 2020 Jun 13.","Tang KHD","Z Gesundh Wiss","2022","2020/08/25","PMC7293423","","10.1007/s10389-020-01316-w"
"32837846","Post-COVID-19 precautions based on lessons learned from past pandemics: a review","Munnoli PM, Nabapure S, Yeshavanth G.","Z Gesundh Wiss. 2022;30(4):973-981. doi: 10.1007/s10389-020-01371-3. Epub 2020 Aug 4.","Munnoli PM","Z Gesundh Wiss","2022","2020/08/25","PMC7402078","","10.1007/s10389-020-01371-3"
"32838660","Structure-based drug repurposing for targeting Nsp9 replicase and spike proteins of severe acute respiratory syndrome coronavirus 2","Chandel V, Sharma PP, Raj S, Choudhari R, Rathi B, Kumar D.","J Biomol Struct Dyn. 2022 Jan;40(1):249-262. doi: 10.1080/07391102.2020.1811773. Epub 2020 Aug 24.","Chandel V","J Biomol Struct Dyn","2022","2020/08/26","PMC7484568","","10.1080/07391102.2020.1811773"
"32839072","Disproportionate decline in admissions for exacerbated COPD during the COVID-19 pandemic","Berghaus TM, Karschnia P, Haberl S, Schwaiblmair M.","Respir Med. 2022 Jan;191:106120. doi: 10.1016/j.rmed.2020.106120. Epub 2020 Aug 14.","Berghaus TM","Respir Med","2022","2020/08/26","PMC7427552","","10.1016/j.rmed.2020.106120"
"32840758","SARS-CoV-2 Infectivity and Neurological Targets in the Brain","Lukiw WJ, Pogue A, Hill JM.","Cell Mol Neurobiol. 2022 Jan;42(1):217-224. doi: 10.1007/s10571-020-00947-7. Epub 2020 Aug 25.","Lukiw WJ","Cell Mol Neurobiol","2022","2020/08/26","PMC7445393","","10.1007/s10571-020-00947-7"
"32845795","Perceived fear of COVID-19 infection according to sex, age and occupational risk using the Brazilian version of the Fear of COVID-19 Scale","Andrade EF, Pereira LJ, Oliveira APL, Orlando DR, Alves DAG, Guilarducci JS, Castelo PM.","Death Stud. 2022;46(3):533-542. doi: 10.1080/07481187.2020.1809786. Epub 2020 Aug 26.","Andrade EF","Death Stud","2022","2020/08/27","","","10.1080/07481187.2020.1809786"
"32851910","Insights into the structural and dynamical changes of spike glycoprotein mutations associated with SARS-CoV-2 host receptor binding","Ahamad S, Kanipakam H, Gupta D.","J Biomol Struct Dyn. 2022 Jan;40(1):263-275. doi: 10.1080/07391102.2020.1811774. Epub 2020 Aug 27.","Ahamad S","J Biomol Struct Dyn","2022","2020/08/28","PMC7484578","","10.1080/07391102.2020.1811774"
"32851919","Targeting COVID-19 (SARS-CoV-2) main protease through active phytochemicals of ayurvedic medicinal plants - Withania somnifera (Ashwagandha), Tinospora cordifolia (Giloy) and Ocimum sanctum (Tulsi) - a molecular docking study","Shree P, Mishra P, Selvaraj C, Singh SK, Chaube R, Garg N, Tripathi YB.","J Biomol Struct Dyn. 2022 Jan;40(1):190-203. doi: 10.1080/07391102.2020.1810778. Epub 2020 Aug 27.","Shree P","J Biomol Struct Dyn","2022","2020/08/28","PMC7484581","","10.1080/07391102.2020.1810778"
"32863544","Covid19 pandemic as a further driver of water scarcity in Africa","Boretti A.","GeoJournal. 2022;87(2):787-814. doi: 10.1007/s10708-020-10280-7. Epub 2020 Aug 25.","Boretti A","GeoJournal","2022","2020/09/01","PMC7445842","","10.1007/s10708-020-10280-7"
"32866090","Replication analysis of the COVID-19 Worry Scale","Faisal RA, Jobe MC, Ahmed O, Sharker T.","Death Stud. 2022;46(3):574-580. doi: 10.1080/07481187.2020.1815104. Epub 2020 Aug 31.","Faisal RA","Death Stud","2022","2020/09/01","","","10.1080/07481187.2020.1815104"
"32873176","Potential inhibitors of SARS-cov-2 RNA dependent RNA polymerase protein: molecular docking, molecular dynamics simulations and MM-PBSA analyses","Elkarhat Z, Charoute H, Elkhattabi L, Barakat A, Rouba H.","J Biomol Struct Dyn. 2022 Jan;40(1):361-374. doi: 10.1080/07391102.2020.1813628. Epub 2020 Sep 2.","Elkarhat Z","J Biomol Struct Dyn","2022","2020/09/03","","","10.1080/07391102.2020.1813628"
"32873185","Repurposing simeprevir, calpain inhibitor IV and a cathepsin F inhibitor against SARS-CoV-2 and insights into their interactions with M(pro)","J A, Francis D, C S S, K G A, C S, Variyar EJ.","J Biomol Struct Dyn. 2022 Jan;40(1):325-336. doi: 10.1080/07391102.2020.1813200. Epub 2020 Sep 2.","J A","J Biomol Struct Dyn","2022","2020/09/03","","","10.1080/07391102.2020.1813200"
"32875950","Proposing a fungal metabolite-flaviolin as a potential inhibitor of 3CL(pro) of novel coronavirus SARS-CoV-2 identified using docking and molecular dynamics","Rao P, Shukla A, Parmar P, Rawal RM, Patel BV, Saraf M, Goswami D.","J Biomol Struct Dyn. 2022 Jan;40(1):348-360. doi: 10.1080/07391102.2020.1813202. Epub 2020 Sep 2.","Rao P","J Biomol Struct Dyn","2022","2020/09/03","","","10.1080/07391102.2020.1813202"
"32875978","Novel Protein Sequence Comparison Method Based on Transition Probability Graph and Information Entropy","Qi Z, Wen X.","Comb Chem High Throughput Screen. 2022;25(3):392-400. doi: 10.2174/1386207323666200901103001.","Qi Z","Comb Chem High Throughput Screen","2022","2020/09/03","","","10.2174/1386207323666200901103001"
"32876538","Pharmacoinformatics and hypothetical studies on allicin, curcumin, and gingerol as potential candidates against COVID-19-associated proteases","Oso BJ, Adeoye AO, Olaoye IF.","J Biomol Struct Dyn. 2022 Jan;40(1):389-400. doi: 10.1080/07391102.2020.1813630. Epub 2020 Sep 2.","Oso BJ","J Biomol Struct Dyn","2022","2020/09/03","","","10.1080/07391102.2020.1813630"
"32885740","Identification of promising antiviral drug candidates against non-structural protein 15 (NSP15) from SARS-CoV-2: an in silico assisted drug-repurposing study","Khan RJ, Jha RK, Singh E, Jain M, Amera GM, Singh RP, Muthukumaran J, Singh AK.","J Biomol Struct Dyn. 2022 Jan;40(1):438-448. doi: 10.1080/07391102.2020.1814870. Epub 2020 Sep 4.","Khan RJ","J Biomol Struct Dyn","2022","2020/09/05","","","10.1080/07391102.2020.1814870"
"32890055","Scalp Nerve Block: An Extended Use of Aerosol Box in COVID 19 Pandemic","Mohammad H, Kaushal A, Agarwal A, Kausar S.","J Neurosurg Anesthesiol. 2022 Jan 1;34(1):e73. doi: 10.1097/ANA.0000000000000729.","Mohammad H","J Neurosurg Anesthesiol","2022","2020/09/05","","","10.1097/ANA.0000000000000729"
"32892520","What Is COVID-19 Teaching Us About Community Health Systems? A Reflection From a Rapid Community-Led Mutual Aid Response in Cape Town, South Africa","van Ryneveld M, Whyle E, Brady L.","Int J Health Policy Manag. 2022 Jan 1;11(1):5-8. doi: 10.34172/ijhpm.2020.167.","van Ryneveld M","Int J Health Policy Manag","2022","2020/09/06","PMC9278390","","10.34172/ijhpm.2020.167"
"32895601","Mediating Effects of Parental Stress on Harsh Parenting and Parent-Child Relationship during Coronavirus (COVID-19) Pandemic in Singapore","Chung G, Lanier P, Wong PYJ.","J Fam Violence. 2022;37(5):801-812. doi: 10.1007/s10896-020-00200-1. Epub 2020 Sep 2.","Chung G","J Fam Violence","2022","2020/09/08","PMC7467635","","10.1007/s10896-020-00200-1"
"32896226","In-silico screening of plant-derived antivirals against main protease, 3CL(pro) and endoribonuclease, NSP15 proteins of SARS-CoV-2","Sharma A, Goyal S, Yadav AK, Kumar P, Gupta L.","J Biomol Struct Dyn. 2022 Jan;40(1):86-100. doi: 10.1080/07391102.2020.1808077. Epub 2020 Sep 8.","Sharma A","J Biomol Struct Dyn","2022","2020/09/08","PMC7544953","","10.1080/07391102.2020.1808077"
"32897173","Drug similarity and structure-based screening of medicinal compounds to target macrodomain-I from SARS-CoV-2 to rescue the host immune system: a molecular dynamics study","Babar Z, Khan M, Zahra M, Anwar M, Noor K, Hashmi HF, Suleman M, Waseem M, Shah A, Ali S, Ali SS.","J Biomol Struct Dyn. 2022 Jan;40(1):523-537. doi: 10.1080/07391102.2020.1815583. Epub 2020 Sep 8.","Babar Z","J Biomol Struct Dyn","2022","2020/09/08","PMC7544951","","10.1080/07391102.2020.1815583"
"32900222","New norms in ophthalmic surgery during the COVID-19 pandemic: A narrative review from a Malaysia tertiary eye care center","Yeoh SH, Yong GY, Husni MA.","Eur J Ophthalmol. 2022 Jan;32(1):NP316-NP317. doi: 10.1177/1120672120958325. Epub 2020 Sep 9.","Yeoh SH","Eur J Ophthalmol","2022","2020/09/09","","","10.1177/1120672120958325"
