PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32441149","Endoscopic sinus and skullbase surgery in pediatric patients during the COVID-19 pandemic","Giovannetti F, Priore P, Scagnet M, Mussa F, Raponi I, Valentini V, Genitori L.","Br J Neurosurg. 2021 Dec;35(6):803-804. doi: 10.1080/02688697.2020.1769554. Epub 2020 May 22.","Giovannetti F","Br J Neurosurg","2021","2020/05/23","","","10.1080/02688697.2020.1769554"
"32452955","Comment on ""A Low-cost, Safe, and Effective Method for Smoke Evacuation in Laparoscopic Surgery for Suspected Coronavirus Patients Keywords"": Smoke, Laparoscopy, COVID-19","Ott D.","Ann Surg. 2021 Dec 1;274(6):e775-e776. doi: 10.1097/SLA.0000000000004103.","Ott D","Ann Surg","2021","2020/05/27","","","10.1097/SLA.0000000000004103"
"32468862","Licking the lungs, biting the brain: malignant MCA infarct in a patient with COVID 19 infection","De R, Maity A, Bhattacharya C, Das S, Krishnan P.","Br J Neurosurg. 2021 Dec;35(6):801-802. doi: 10.1080/02688697.2020.1769553. Epub 2020 May 29.","De R","Br J Neurosurg","2021","2020/05/30","","","10.1080/02688697.2020.1769553"
"32483015","The Father-Daughter Dinner Dance: A Waltz With Ethics and COVID-19","Soklaridis S.","Acad Med. 2021 Dec 1;96(12):1682. doi: 10.1097/ACM.0000000000003523.","Soklaridis S","Acad Med","2021","2020/06/03","PMC7288760","","10.1097/ACM.0000000000003523"
"32484718","Coronavirus pandemic: how is neurosurgical-oncology practice affected?","Hatiboglu MA, Sinclair G.","Br J Neurosurg. 2021 Dec;35(6):805-807. doi: 10.1080/02688697.2020.1773398. Epub 2020 Jun 2.","Hatiboglu MA","Br J Neurosurg","2021","2020/06/03","","","10.1080/02688697.2020.1773398"
"32506885","Study on the cleaning effect of medical protective positive pressure air supply respirator during COVID-19","Mo J, Xu X, Shen H, Huang F, Wang Q, Lv B, Chen B.","Panminerva Med. 2021 Dec;63(4):566-567. doi: 10.23736/S0031-0808.20.03971-3. Epub 2020 Jun 4.","Mo J","Panminerva Med","2021","2020/06/09","","","10.23736/S0031-0808.20.03971-3"
"32510283","Coronavirus disease 2019 and stroke in Iran: a case series and effects on stroke admissions","Mehrpour M, Shuaib A, Farahani M, Hatamabadi HR, Fatehi Z, Ghaffari M, Moghadam NB, Aghamiri SH, Mansouri B, Assarzadegan F, Lima BS, Hesami O.","Int J Stroke. 2021 Dec;16(9):1047-1052. doi: 10.1177/1747493020937397. Epub 2020 Jun 26.","Mehrpour M","Int J Stroke","2021","2020/06/09","PMC7322515","","10.1177/1747493020937397"
"32517835","Delayed recognition of community transmission of COVID-19 resulting in healthcare worker infections","Dantes RB, Jones TT, Neujahr DC.","Infect Control Hosp Epidemiol. 2021 Dec;42(12):1528-1529. doi: 10.1017/ice.2020.285. Epub 2020 Jun 10.","Dantes RB","Infect Control Hosp Epidemiol","2021","2020/06/11","PMC8564031","","10.1017/ice.2020.285"
"32530308","COVID-19 response measures - a Singapore Neurosurgical Academic Medical Centre experience segregated team model to maintain tertiary level neurosurgical care during the COVID-19 outbreak","Leong AZ, Lim JX, Tan CH, Teo K, Nga VDW, Lwin S, Chou N, Yeo TT.","Br J Neurosurg. 2021 Dec;35(6):719-724. doi: 10.1080/02688697.2020.1758629. Epub 2020 Jun 12.","Leong AZ","Br J Neurosurg","2021","2020/06/13","","","10.1080/02688697.2020.1758629"
"32541212","Comment on ""Tracheotomy in Ventilated Patients With COVID-19""","Garas G, Mallick AS, O'Donoghue G.","Ann Surg. 2021 Dec 1;274(6):e777-e778. doi: 10.1097/SLA.0000000000004167.","Garas G","Ann Surg","2021","2020/06/17","","","10.1097/SLA.0000000000004167"
"32541228","Response to the Comment on: Tracheotomy in Ventilated Patients With COVID-19","Chao TN, Braslow BM, Martin ND, Chalian AA, Atkins JH, Haas AR, Rassekh CH.","Ann Surg. 2021 Dec 1;274(6):e778-e779. doi: 10.1097/SLA.0000000000004162.","Chao TN","Ann Surg","2021","2020/06/17","","","10.1097/SLA.0000000000004162"
"32543260","Ischemic stroke associated with novel coronavirus 2019: a report of three cases","Sharifi-Razavi A, Karimi N, Zarvani A, Cheraghmakani H, Baghbanian SM.","Int J Neurosci. 2021 Dec;131(12):1243-1247. doi: 10.1080/00207454.2020.1782902. Epub 2020 Jun 17.","Sharifi-Razavi A","Int J Neurosci","2021","2020/06/17","PMC7309300","","10.1080/00207454.2020.1782902"
"32549532","Pattern of Emergency Department referral during the COVID-19 outbreak in Italy","Bellan M, Gavelli F, Hayden E, Patrucco F, Soddu D, Pedrinelli AR, Cittone MG, Rizzi E, Casciaro GF, Vassia V, Landi R, Menegatti M, Gastaldello ML, Beltrame M, Labella E, Tonello S, Avanzi GC, Pirisi M, Castello LM, Sainaghi PP.","Panminerva Med. 2021 Dec;63(4):478-481. doi: 10.23736/S0031-0808.20.04000-8. Epub 2020 Jun 16.","Bellan M","Panminerva Med","2021","2020/06/19","","","10.23736/S0031-0808.20.04000-8"
"32554505","Temperature and COVID-19: India","Roy MP.","BMJ Evid Based Med. 2021 Dec;26(6):e1. doi: 10.1136/bmjebm-2020-111459. Epub 2020 Jun 17.","Roy MP","BMJ Evid Based Med","2021","2020/06/20","","","10.1136/bmjebm-2020-111459"
"32562192","Multi-modality imaging of inflammation and ischemia for assessment of myocardial injury in Covid-19","Yousefi-Koma A, Naghashzadeh F, Figtree GA, Patel S, Karimi Galougahi K.","J Nucl Cardiol. 2021 Dec;28(6):3100-3103. doi: 10.1007/s12350-020-02233-x. Epub 2020 Jun 19.","Yousefi-Koma A","J Nucl Cardiol","2021","2020/06/21","PMC7304658","","10.1007/s12350-020-02233-x"
"32611461","An approach to teaching psychiatry to medical students in the time of Covid-19","Guerandel A, McCarthy N, McCarthy J, Mulligan D, Lane A, Malone K.","Ir J Psychol Med. 2021 Dec;38(4):293-299. doi: 10.1017/ipm.2020.87. Epub 2020 Jul 2.","Guerandel A","Ir J Psychol Med","2021","2020/07/03","PMC7463153","","10.1017/ipm.2020.87"
"32611473","Coping with the COVID-19 crisis: an overview of service adaptation and challenges encountered by a rural Psychiatry of Later Life (POLL) team","Usman M, Fahy S.","Ir J Psychol Med. 2021 Dec;38(4):288-292. doi: 10.1017/ipm.2020.86. Epub 2020 Jul 2.","Usman M","Ir J Psychol Med","2021","2020/07/03","PMC7399143","","10.1017/ipm.2020.86"
"32641188","The Importance of Developing Rigorous Social Science Methods for Community Engagement and Behavior Change During Outbreak Response","Ashworth HC, Dada S, Buggy C, Lees S.","Disaster Med Public Health Prep. 2021 Dec;15(6):685-690. doi: 10.1017/dmp.2020.163. Epub 2020 Jul 9.","Ashworth HC","Disaster Med Public Health Prep","2021","2020/07/10","","","10.1017/dmp.2020.163"
"32643410","Bioactive compounds from marine resources against novel corona virus (2019-nCoV): in silico study for corona viral drug","Vijayaraj R, Altaff K, Rosita AS, Ramadevi S, Revathy J.","Nat Prod Res. 2021 Dec;35(23):5525-5529. doi: 10.1080/14786419.2020.1791115. Epub 2020 Jul 9.","Vijayaraj R","Nat Prod Res","2021","2020/07/10","","","10.1080/14786419.2020.1791115"
"32647067","Is clinical effectiveness in the eye of the beholder during the COVID-19 pandemic?","Sandoval JL, Friedlaender A, Addeo A.","BMJ Evid Based Med. 2021 Dec;26(6):307-308. doi: 10.1136/bmjebm-2020-111423. Epub 2020 Jul 9.","Sandoval JL","BMJ Evid Based Med","2021","2020/07/11","","","10.1136/bmjebm-2020-111423"
"32665224","What is the most appropriate respiratory protection against COVID-19?","Burr NE, Black CJ.","BMJ Evid Based Med. 2021 Dec;26(6):e5. doi: 10.1136/bmjebm-2020-111441. Epub 2020 Jul 14.","Burr NE","BMJ Evid Based Med","2021","2020/07/16","","","10.1136/bmjebm-2020-111441"
"32713385","Biosafety Measures at the Dental Office After the Appearance of COVID-19: A Systematic Review","Cabrera-Tasayco FDP, Rivera-Carhuavilca JM, Atoche-Socola KJ, Peña-Soto C, Arriola-Guillén LE.","Disaster Med Public Health Prep. 2021 Dec;15(6):e34-e38. doi: 10.1017/dmp.2020.269. Epub 2020 Jul 27.","Cabrera-Tasayco FDP","Disaster Med Public Health Prep","2021","2020/07/28","PMC7477400","","10.1017/dmp.2020.269"
"32740252","Comment on ""Gastrointestinal Complications in Critically Ill Patients With COVID-19""","Aguila EJT, Lontok MAD, Raymundo NTV.","Ann Surg. 2021 Dec 1;274(6):e819-e820. doi: 10.1097/SLA.0000000000004271.","Aguila EJT","Ann Surg","2021","2020/08/03","","","10.1097/SLA.0000000000004271"
"32740261","Comment on ""Approaching Surgical Triage During the COVID-19 Pandemic"": Triage Outpatients of Surgical Departments for Hospitalization During Post-COVID-19 Era-Experience and Recommendations From Frontline Surgeons in Wuhan","Wang L, Lu X, Zhang P, Liu W, Cai M, Wang G, Tao K, Wang G, Wang Z.","Ann Surg. 2021 Dec 1;274(6):e809-e810. doi: 10.1097/SLA.0000000000004290.","Wang L","Ann Surg","2021","2020/08/03","","","10.1097/SLA.0000000000004290"
"32744108","Experiencing the Pandemic: Narrative Reflection about Two Coronavirus Outbreaks","Zhao X.","Health Commun. 2021 Dec;36(14):1852-1855. doi: 10.1080/10410236.2020.1800277. Epub 2020 Aug 2.","Zhao X","Health Commun","2021","2020/08/04","","","10.1080/10410236.2020.1800277"
"32782040","Investigation and Analysis of 108 Cases of Home Isolated Patients With Mild COVID-19","Li H, Peng YY, Lu JP.","Disaster Med Public Health Prep. 2021 Dec;15(6):e8-e11. doi: 10.1017/dmp.2020.296. Epub 2020 Aug 12.","Li H","Disaster Med Public Health Prep","2021","2020/08/13","PMC7487747","","10.1017/dmp.2020.296"
"32782044","Consideration of the Management of Pediatric Fever Clinics During the Novel Coronavirus Pneumonia Outbreak","Ding H, Shi Z, Ruan Z, Cheng X, Li R, Zhang L, Han X, Zhang Z, Gao N, Guo Y, Zhang M, Ma W, Liu Z, Zhang G.","Disaster Med Public Health Prep. 2021 Dec;15(6):e39-e45. doi: 10.1017/dmp.2020.289. Epub 2020 Aug 12.","Ding H","Disaster Med Public Health Prep","2021","2020/08/13","PMC7642910","","10.1017/dmp.2020.289"
"32782047","A Specialized Clinical Laboratory Center for the Coronavirus Disease 2019 (COVID-19) in Wuhan Leishenshan Hospital During the COVID-19 Outbreak","Xie Y, Wu W, Xie W, Jin Y, Tan X.","Disaster Med Public Health Prep. 2021 Dec;15(6):e46-e49. doi: 10.1017/dmp.2020.293. Epub 2020 Aug 12.","Xie Y","Disaster Med Public Health Prep","2021","2020/08/13","PMC7588718","","10.1017/dmp.2020.293"
"32782051","National Preferred Interpersonal Distance Curbs the Spread of COVID-19: A Cross-Country Analysis","Gokmen Y, Turen U, Erdem H, Tokmak İ.","Disaster Med Public Health Prep. 2021 Dec;15(6):e20-e26. doi: 10.1017/dmp.2020.295. Epub 2020 Aug 12.","Gokmen Y","Disaster Med Public Health Prep","2021","2020/08/13","PMC7581998","","10.1017/dmp.2020.295"
"32782053","Internet Public Opinion Evolution in the COVID-19 Event and Coping Strategies","Zhong Z.","Disaster Med Public Health Prep. 2021 Dec;15(6):e27-e33. doi: 10.1017/dmp.2020.299. Epub 2020 Aug 12.","Zhong Z","Disaster Med Public Health Prep","2021","2020/08/13","PMC7506165","","10.1017/dmp.2020.299"
"32787980","Holistic Analysis of Coronavirus Literature: A Scientometric Study of the Global Publications Relevant to SARS-CoV-2 (COVID-19), MERS-CoV (MERS) and SARS-CoV (SARS)","Şenel E, Topal FE.","Disaster Med Public Health Prep. 2021 Dec;15(6):e12-e19. doi: 10.1017/dmp.2020.300. Epub 2020 Aug 13.","Şenel E","Disaster Med Public Health Prep","2021","2020/08/14","PMC7542324","","10.1017/dmp.2020.300"
"32788164","Is there a smoker's paradox in COVID-19?","Usman MS, Siddiqi TJ, Khan MS, Patel UK, Shahid I, Ahmed J, Kalra A, Michos ED.","BMJ Evid Based Med. 2021 Dec;26(6):279-284. doi: 10.1136/bmjebm-2020-111492. Epub 2020 Aug 11.","Usman MS","BMJ Evid Based Med","2021","2020/08/14","","","10.1136/bmjebm-2020-111492"
"32808808","Changes in serum virus-specific IgM/IgG antibody in asymptomatic and discharged patients with reoccurring positive COVID-19 nucleic acid test (RPNAT)","Liu J, Lian R, Zhang G, Hou B, Wang C, Dong J, Yang L, Wang J, Dai S, Chen L, Zhang G, Lu X, Ye T.","Ann Med. 2021 Dec;53(1):34-42. doi: 10.1080/07853890.2020.1811887. Epub 2020 Oct 1.","Liu J","Ann Med","2021","2020/08/19","PMC7544917","","10.1080/07853890.2020.1811887"
"32811576","Psychiatrists and COVID-19: what is our role during this unprecedented time?","Scriven M, Geary E, Kelly BD.","Ir J Psychol Med. 2021 Dec;38(4):307-312. doi: 10.1017/ipm.2020.95. Epub 2020 Aug 19.","Scriven M","Ir J Psychol Med","2021","2020/08/20","PMC7533475","","10.1017/ipm.2020.95"
"32826387","COVID-19, smoking and inequalities: a study of 53 002 adults in the UK","Jackson SE, Brown J, Shahab L, Steptoe A, Fancourt D.","Tob Control. 2021 Dec;30(e2):e111-e121. doi: 10.1136/tobaccocontrol-2020-055933. Epub 2020 Aug 21.","Jackson SE","Tob Control","2021","2020/08/23","PMC7445100","","10.1136/tobaccocontrol-2020-055933"
"32842777","Defining Moments: A Nurse's Touch","Baglia J.","Health Commun. 2021 Dec;36(14):2035-2038. doi: 10.1080/10410236.2020.1813393. Epub 2020 Aug 26.","Baglia J","Health Commun","2021","2020/08/27","","","10.1080/10410236.2020.1813393"
"32844516","To dispense or not to dispense: Lessons to be learnt from ethical challenges faced by pharmacists in the COVID-19 pandemic","Cox S.","Dev World Bioeth. 2021 Dec;21(4):193-200. doi: 10.1111/dewb.12284. Epub 2020 Aug 25.","Cox S","Dev World Bioeth","2021","2020/08/27","PMC7461445","","10.1111/dewb.12284"
"32868286","COVID-19 stole my paediatric elective… but I took it back","Lawson E.","Arch Dis Child Educ Pract Ed. 2021 Dec;106(6):381-382. doi: 10.1136/archdischild-2020-319965. Epub 2020 Aug 31.","Lawson E","Arch Dis Child Educ Pract Ed","2021","2020/09/02","","","10.1136/archdischild-2020-319965"
"32868652","Nonalcoholic fatty liver disease is associated with COVID-19 severity independently of metabolic syndrome: a retrospective case-control study","Mahamid M, Nseir W, Khoury T, Mahamid B, Nubania A, Sub-Laban K, Schifter J, Mari A, Sbeit W, Goldin E.","Eur J Gastroenterol Hepatol. 2021 Dec 1;33(12):1578-1581. doi: 10.1097/MEG.0000000000001902.","Mahamid M","Eur J Gastroenterol Hepatol","2021","2020/09/02","PMC8555881","","10.1097/MEG.0000000000001902"
"32873101","Effect of COVID-19 pandemic process on prenatal diagnostic procedures","Ozalp M, Demir O, Akbas H, Kaya E, Celik C, Osmanagaoglu MA.","J Matern Fetal Neonatal Med. 2021 Dec;34(23):3952-3957. doi: 10.1080/14767058.2020.1815190. Epub 2020 Sep 1.","Ozalp M","J Matern Fetal Neonatal Med","2021","2020/09/03","","","10.1080/14767058.2020.1815190"
"32878518","Risk factors of non-adherence to guidelines for the prevention of COVID-19 among young adults with asthma in a region with a high risk of a COVID-19 outbreak","Vázquez-Nava F, Vazquez-Rodriguez EM, Vazquez-Rodriguez CF, Betancourt NVO, Ruiz OC, Rodríguez-Castillejos GC.","J Asthma. 2021 Dec;58(12):1630-1636. doi: 10.1080/02770903.2020.1818774. Epub 2020 Sep 17.","Vázquez-Nava F","J Asthma","2021","2020/09/04","","","10.1080/02770903.2020.1818774"
"32888796","Cardiac Arrhythmias in Critically Ill Patients With COVID-19: A Brief Review","Karamchandani K, Quintili A, Landis T, Bose S.","J Cardiothorac Vasc Anesth. 2021 Dec;35(12):3789-3796. doi: 10.1053/j.jvca.2020.08.013. Epub 2020 Aug 11.","Karamchandani K","J Cardiothorac Vasc Anesth","2021","2020/09/05","PMC7418708","","10.1053/j.jvca.2020.08.013"
"32889882","Comment on ""I Can't Breathe - Race, Violence, and COVID-19""","Idrovo AJ.","Ann Surg. 2021 Dec 1;274(6):e844-e845. doi: 10.1097/SLA.0000000000004448.","Idrovo AJ","Ann Surg","2021","2020/09/05","","","10.1097/SLA.0000000000004448"
"32889886","Comment on ""Personal Protective Equipment and COVID-19 - A Review for Surgeons""","Nunoo-Mensah JW, Walker A, Rizk M.","Ann Surg. 2021 Dec 1;274(6):e798-e799. doi: 10.1097/SLA.0000000000004446.","Nunoo-Mensah JW","Ann Surg","2021","2020/09/05","","","10.1097/SLA.0000000000004446"
"32893429","Seeking an ethical theory for the COVID-19 pandemic outbreak with special reference to Bangladesh's law and policy","Bhuiyan ASMA.","Dev World Bioeth. 2021 Dec;21(4):173-186. doi: 10.1111/dewb.12287. Epub 2020 Sep 6.","Bhuiyan ASMA","Dev World Bioeth","2021","2020/09/07","","","10.1111/dewb.12287"
"32897993","Challenges in Diagnosing Multisystem Inflammatory Syndrome Related to SARS-CoV-2 in a Child With Severe Neurocognitive Impairment and Social Isolation","Buonsenso D, Lazzareschi I, De Rose C, De Santis R, Valentini P.","J Clin Rheumatol. 2021 Dec 1;27(8S):S679-S680. doi: 10.1097/RHU.0000000000001619.","Buonsenso D","J Clin Rheumatol","2021","2020/09/08","PMC7586854","","10.1097/RHU.0000000000001619"
"32910105","A Simulation-Based Failure Mode Analysis of SARS-CoV-2 Infection Control and Prevention in Emergency Departments","Balmaks R, Grāmatniece A, Vilde A, Ļuļļa M, Dumpis U, Gross IT, Šlēziņa I.","Simul Healthc. 2021 Dec 1;16(6):386-391. doi: 10.1097/SIH.0000000000000506.","Balmaks R","Simul Healthc","2021","2020/09/10","","","10.1097/SIH.0000000000000506"
"32912355","Vitamin D deficiency in schizophrenia implications for COVID-19 infection","Viani-Walsh D, Kennedy-Williams S, Taylor D, Gaughran F, Lally J.","Ir J Psychol Med. 2021 Dec;38(4):278-287. doi: 10.1017/ipm.2020.107. Epub 2020 Sep 11.","Viani-Walsh D","Ir J Psychol Med","2021","2020/09/11","PMC7545242","","10.1017/ipm.2020.107"
"32914699","Anosmia in COVID-19: Underlying Mechanisms and Assessment of an Olfactory Route to Brain Infection","Butowt R, von Bartheld CS.","Neuroscientist. 2021 Dec;27(6):582-603. doi: 10.1177/1073858420956905. Epub 2020 Sep 11.","Butowt R","Neuroscientist","2021","2020/09/11","PMC7488171","","10.1177/1073858420956905"
"32931634","Assessment of risk scores in Covid-19","García Clemente MM, Herrero Huertas J, Fernández Fernández A, De La Escosura Muñoz C, Enríquez Rodríguez AI, Pérez Martínez L, Gómez Mañas S, Iscar Urrutia M, López González FJ, Madrid Carbajal CJ, Bedate Díaz P, Arias Guillén M, Bailón Cuadrado C, Hermida Valverde T.","Int J Clin Pract. 2021 Dec;75(12):e13705. doi: 10.1111/ijcp.13705. Epub 2020 Nov 21.","García Clemente MM","Int J Clin Pract","2021","2020/09/15","","","10.1111/ijcp.13705"
"32948995","Post COVID-19 longitudinally extensive transverse myelitis (LETM)-a case report","Baghbanian SM, Namazi F.","Acta Neurol Belg. 2021 Dec;121(6):1875-1876. doi: 10.1007/s13760-020-01497-x. Epub 2020 Sep 18.","Baghbanian SM","Acta Neurol Belg","2021","2020/09/19","PMC7500496","","10.1007/s13760-020-01497-x"
"32949075","Moral distress among healthcare providers and mistrust among patients during COVID-19 in Bangladesh","Hossain F.","Dev World Bioeth. 2021 Dec;21(4):187-192. doi: 10.1111/dewb.12291. Epub 2020 Sep 18.","Hossain F","Dev World Bioeth","2021","2020/09/19","PMC7537122","","10.1111/dewb.12291"
"32955373","Can Increased Recovery Rates from Coronavirus be explained by Prevalence of ADHD? An Analysis at the US Statewide Level","Arbel Y, Fialkoff C, Kerner A, Kerner M.","J Atten Disord. 2021 Dec;25(14):1951-1954. doi: 10.1177/1087054720959707. Epub 2020 Sep 21.","Arbel Y","J Atten Disord","2021","2020/09/21","PMC7506183","","10.1177/1087054720959707"
"32956179","Epidemiological approximation of the enteric manifestation and possible fecal-oral transmission in COVID-19: a preliminary systematic review","Pamplona J, Solano R, Soler C, Sabat M.","Eur J Gastroenterol Hepatol. 2021 Dec 1;33(12):e21-e29. doi: 10.1097/MEG.0000000000001934.","Pamplona J","Eur J Gastroenterol Hepatol","2021","2020/09/21","","","10.1097/MEG.0000000000001934"
"32962456","Nebulization procedures for children with unknown viral status during the COVID-19 pandemic","Rodríguez-Martínez CE, Sinha IP, Whittaker E, Nagakumar P, Fernandes RM.","J Asthma. 2021 Dec;58(12):1597-1598. doi: 10.1080/02770903.2020.1827418. Epub 2020 Oct 1.","Rodríguez-Martínez CE","J Asthma","2021","2020/09/23","","","10.1080/02770903.2020.1827418"
"32965788","A fair allocation approach to the ethics of scarce resources in the context of a pandemic: The need to prioritize the worst-off in the Philippines","De Castro L, Lopez AA, Hamoy G, Alba KC, Gundayao JC.","Dev World Bioeth. 2021 Dec;21(4):153-172. doi: 10.1111/dewb.12293. Epub 2020 Sep 23.","De Castro L","Dev World Bioeth","2021","2020/09/23","PMC7537094","","10.1111/dewb.12293"
"32978962","Improving precision and power in randomized trials for COVID-19 treatments using covariate adjustment, for binary, ordinal, and time-to-event outcomes","Benkeser D, Díaz I, Luedtke A, Segal J, Scharfstein D, Rosenblum M.","Biometrics. 2021 Dec;77(4):1467-1481. doi: 10.1111/biom.13377. Epub 2020 Oct 11.","Benkeser D","Biometrics","2021","2020/09/26","PMC7537316","","10.1111/biom.13377"
"32987432","Lung Ultrasound Findings in a Covid-19 Patient with Negative Chest CT","Tung Chen Y, Martí de Gracia M, Parra Gordo ML, Ossaba Velez S, Agudo-Fernández S.","Ultraschall Med. 2021 Dec;42(6):652-653. doi: 10.1055/a-1248-9068. Epub 2020 Sep 28.","Tung Chen Y","Ultraschall Med","2021","2020/09/28","","","10.1055/a-1248-9068"
"32997542","External validation of a clinical risk score to predict hospital admission and in-hospital mortality in COVID-19 patients","Halalau A, Imam Z, Karabon P, Mankuzhy N, Shaheen A, Tu J, Carpenter C.","Ann Med. 2021 Dec;53(1):78-86. doi: 10.1080/07853890.2020.1828616. Epub 2020 Oct 9.","Halalau A","Ann Med","2021","2020/09/30","PMC7877986","","10.1080/07853890.2020.1828616"
"32998992","Quality of early evidence on the pathogenesis, diagnosis, prognosis and treatment of COVID-19","Yang S, Li A, Eshaghpour A, Ivanisevic S, Salopek A, Eikelboom J, Crowther M.","BMJ Evid Based Med. 2021 Dec;26(6):302-306. doi: 10.1136/bmjebm-2020-111499. Epub 2020 Sep 30.","Yang S","BMJ Evid Based Med","2021","2020/10/01","","","10.1136/bmjebm-2020-111499"
"33020043","Correlation Between Low-Dose Chest Computed Tomography and RT-PCR Results for the Diagnosis of COVID-19: A Report of 27,824 Cases in Tehran, Iran","Zali A, Sohrabi MR, Mahdavi A, Khalili N, Taheri MS, Maher A, Sadoughi M, Zarghi A, Ziai SA, Shabestari AA, Bakhshayeshkaram M, Haghighatkhah H, Salevatipour B, Abrishami A, Raoufi M, Dehghan P, Bagheri AK, Khoshnoud RJ, Hanani K.","Acad Radiol. 2021 Dec;28(12):1654-1661. doi: 10.1016/j.acra.2020.09.003. Epub 2020 Sep 21.","Zali A","Acad Radiol","2021","2020/10/06","PMC7505583","","10.1016/j.acra.2020.09.003"
"33021131","Thromboembolic Events and Role of Point of Care Ultrasound in Hospitalized Covid-19 Patients Needing Intensive Care Unit Admission","Kapoor S, Chand S, Dieiev V, Fazzari M, Tanner T, Lewandowski DC, Nalla A, Abdulfattah O, Aboodi MS, Shiloh AL, Gong MN.","J Intensive Care Med. 2021 Dec;36(12):1483-1490. doi: 10.1177/0885066620964392. Epub 2020 Oct 6.","Kapoor S","J Intensive Care Med","2021","2020/10/06","PMC7539230","","10.1177/0885066620964392"
"33025322","Individualized mechanical ventilation in a shared ventilator setting: limits, safety and technical details","Stiers M, Mergeay M, Pinson H, Janssen L, Voets E, De Cauwer H, Schepens T.","J Clin Monit Comput. 2021 Dec;35(6):1299-1309. doi: 10.1007/s10877-020-00596-7. Epub 2020 Oct 6.","Stiers M","J Clin Monit Comput","2021","2020/10/07","PMC7537776","","10.1007/s10877-020-00596-7"
