PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34134915","Evolution of the nutritional status of COVID-19 critically-ill patients: A prospective observational study from ICU admission to three months after ICU discharge","Rives-Lange C, Zimmer A, Merazka A, Carette C, Martins-Bexinga A, Hauw-Berlemont C, Guerot E, Jannot AS, Diehl JL, Czernichow S, Hermann B.","Clin Nutr. 2022 Dec;41(12):3026-3031. doi: 10.1016/j.clnu.2021.05.007. Epub 2021 May 24.","Rives-Lange C","Clin Nutr","2022","2021/06/17","PMC8142813","","10.1016/j.clnu.2021.05.007"
"34049750","Nutritional status in post SARS-Cov2 rehabilitation patients","Gobbi M, Brunani A, Arreghini M, Baccalaro G, Dellepiane D, La Vela V, Lucchetti E, Barbaglia M, Cova A, Fornara E, Galli S, Cimolin V, Brugliera L, Capodaglio P.","Clin Nutr. 2022 Dec;41(12):3055-3060. doi: 10.1016/j.clnu.2021.04.013. Epub 2021 Apr 20.","Gobbi M","Clin Nutr","2022","2021/05/29","PMC8056781","","10.1016/j.clnu.2021.04.013"
"34049749","Impact of the first COVID-19 lockdown on body weight: A combined systematic review and a meta-analysis","Bakaloudi DR, Barazzoni R, Bischoff SC, Breda J, Wickramasinghe K, Chourdakis M.","Clin Nutr. 2022 Dec;41(12):3046-3054. doi: 10.1016/j.clnu.2021.04.015. Epub 2021 Apr 20.","Bakaloudi DR","Clin Nutr","2022","2021/05/29","PMC8056819","","10.1016/j.clnu.2021.04.015"
"34049747","The impact of COVID-19 lockdown on snacking habits, fast-food and alcohol consumption: A systematic review of the evidence","Bakaloudi DR, Jeyakumar DT, Jayawardena R, Chourdakis M.","Clin Nutr. 2022 Dec;41(12):3038-3045. doi: 10.1016/j.clnu.2021.04.020. Epub 2021 Apr 17.","Bakaloudi DR","Clin Nutr","2022","2021/05/29","PMC8052604","","10.1016/j.clnu.2021.04.020"
"33998379","COVID-19 vaccination in pregnancy and postpartum","Brillo E, Tosto V, Gerli S, Buonomo E.","J Matern Fetal Neonatal Med. 2022 Dec;35(25):6727-6746. doi: 10.1080/14767058.2021.1920916. Epub 2021 May 16.","Brillo E","J Matern Fetal Neonatal Med","2022","2021/05/17","","","10.1080/14767058.2021.1920916"
"33969775","Early human milk lactoferrin during SARS-CoV-2 infection","Briana DD, Papadopoulou A, Syridou G, Marchisio E, Kapsabeli E, Daskalaki A, Papaevangelou V.","J Matern Fetal Neonatal Med. 2022 Dec;35(25):6704-6707. doi: 10.1080/14767058.2021.1920010. Epub 2021 May 9.","Briana DD","J Matern Fetal Neonatal Med","2022","2021/05/10","","","10.1080/14767058.2021.1920010"
"33960219","The Impact of Anticoagulation on COVID-19 (SARS CoV-2) Patient Outcomes: A Systematic Review","Lazaridis D, Leung S, Kohler L, Smith CH, Kearson ML, Eraikhuemen N.","J Pharm Pract. 2022 Dec;35(6):1000-1006. doi: 10.1177/08971900211015055. Epub 2021 May 7.","Lazaridis D","J Pharm Pract","2022","2021/05/07","","","10.1177/08971900211015055"
"33949179","The analysis of alcohol consumption during the severe acute respiratory syndrome Coronavirus 2 Italian lockdown","Mazzarella C, Spina A, Dallio M, Gravina AG, Romeo M, DI Mauro M, Loguercio C, Federico A.","Minerva Med. 2022 Dec;113(6):927-935. doi: 10.23736/S0026-4806.21.07354-7. Epub 2021 May 5.","Mazzarella C","Minerva Med","2022","2021/05/05","","","10.23736/S0026-4806.21.07354-7"
"33934925","Mediterranean diet and the risk of COVID-19 in the 'Seguimiento Universidad de Navarra' cohort","Perez-Araluce R, Martinez-Gonzalez MA, Fernández-Lázaro CI, Bes-Rastrollo M, Gea A, Carlos S.","Clin Nutr. 2022 Dec;41(12):3061-3068. doi: 10.1016/j.clnu.2021.04.001. Epub 2021 Apr 15.","Perez-Araluce R","Clin Nutr","2022","2021/05/03","PMC8047333","","10.1016/j.clnu.2021.04.001"
"33909491","The Impact of COVID-19 Pandemic on Vascular Leg Ulcers","Sallustro M, Florio A.","Int J Low Extrem Wounds. 2022 Dec;21(4):661-666. doi: 10.1177/15347346211010958. Epub 2021 Apr 28.","Sallustro M","Int J Low Extrem Wounds","2022","2021/04/28","PMC9646899","","10.1177/15347346211010958"
"33906746","Development of infectious mononucleosis as an unusual manifestation of COVID-19","Fukuda M, Amano Y, Masumura C, Ogawa M, Inohara H.","Auris Nasus Larynx. 2022 Dec;49(6):1067-1071. doi: 10.1016/j.anl.2021.04.005. Epub 2021 Apr 12.","Fukuda M","Auris Nasus Larynx","2022","2021/04/28","PMC8041235","","10.1016/j.anl.2021.04.005"
"33906514","The Rise and Fall of Hydroxychloroquine and Chloroquine in COVID-19","Aljadeed R.","J Pharm Pract. 2022 Dec;35(6):971-978. doi: 10.1177/0897190021997399. Epub 2021 Apr 28.","Aljadeed R","J Pharm Pract","2022","2021/04/28","","","10.1177/0897190021997399"
"33899672","Assessment of the psychological impact of the COVID-19 pandemic on pregnant women","Moreira Ramiro AC, Côrtes Ribeiro C, Leles Vieira de Souza B, Santana Dos Passos F.","J Matern Fetal Neonatal Med. 2022 Dec;35(25):6461-6465. doi: 10.1080/14767058.2021.1915976. Epub 2021 Apr 25.","Moreira Ramiro AC","J Matern Fetal Neonatal Med","2022","2021/04/26","","","10.1080/14767058.2021.1915976"
"33891517","COVID-19 Toes and Other Skin Lesions During the Pandemic: Emerging Entities?","Vas PRJ, Georgiadis GS, Papanas N.","Int J Low Extrem Wounds. 2022 Dec;21(4):658-660. doi: 10.1177/15347346211011843. Epub 2021 Apr 23.","Vas PRJ","Int J Low Extrem Wounds","2022","2021/04/23","PMC9647229","","10.1177/15347346211011843"
"33860653","Outcomes of noninvasive ventilation as the ceiling of treatment in patients with COVID-19","Ramirez GA, Bozzolo EP, Gobbi A, Castelli E, Centurioni C, DI Meo M, Della Torre E, DI Scala F, Morgillo A, Marinosci A, Miglio M, Scarpellini P, Tassan Din C, Castiglioni B, Oltolini C, Ripa M, DI Terlizzi G, DA Prat V, Damanti S, Scotti R, DI Lucca G, Baiardo Redaelli M, Plumari VP, Moizo E, Carcó F, Silvani P, DE Cobelli F, Landoni G, Tresoldi M; COVID-BioB group.","Panminerva Med. 2022 Dec;64(4):506-516. doi: 10.23736/S0031-0808.21.04280-4. Epub 2021 Apr 16.","Ramirez GA","Panminerva Med","2022","2021/04/16","","","10.23736/S0031-0808.21.04280-4"
"33858237","Coronavirus management and control: Nutrition and alternative medicines","Guha S, Chakraborty A.","Nutr Health. 2022 Dec;28(4):635-645. doi: 10.1177/02601060211009704. Epub 2021 Apr 15.","Guha S","Nutr Health","2022","2021/04/16","","","10.1177/02601060211009704"
"33856956","The Impact of the COVID-19 Pandemic on an Israeli Acute Care Surgery Unit: Fewer Patients, More Disease","Maman Y, Lee Goldstein A, Neeman U, Lessing Y, Orbach L, Sirhan S, Falk E, Lahat G.","Am Surg. 2022 Dec;88(12):2863-2870. doi: 10.1177/00031348211011132. Epub 2021 Apr 15.","Maman Y","Am Surg","2022","2021/04/15","PMC9629022","","10.1177/00031348211011132"
"33856143","A clinical variant of Coronavirus disease 2019 with diarrhea as the initial symptom compared with other variants","Maslennikov R, Ivashkin V, Ufimtseva A, Poluektova E.","Minerva Gastroenterol (Torino). 2022 Dec;68(4):487-489. doi: 10.23736/S2724-5985.21.02827-0. Epub 2021 Apr 15.","Maslennikov R","Minerva Gastroenterol (Torino)","2022","2021/04/15","","","10.23736/S2724-5985.21.02827-0"
"33853438","Probable Interaction Between Warfarin and the Combination of Remdesivir With Dexamethasone for Coronavirus Disease 2019 (COVID-19) Treatment: A 2 Case Report","Landayan RP, Saint-Felix S, Williams A.","J Pharm Pract. 2022 Dec;35(6):1039-1043. doi: 10.1177/08971900211008623. Epub 2021 Apr 15.","Landayan RP","J Pharm Pract","2022","2021/04/15","","","10.1177/08971900211008623"
"33843419","Women perception of SARS-CoV-2 vaccination during pregnancy and subsequent maternal anxiety: a prospective observational study","Mappa I, Luviso M, Distefano FA, Carbone L, Maruotti GM, Rizzo G.","J Matern Fetal Neonatal Med. 2022 Dec;35(25):6302-6305. doi: 10.1080/14767058.2021.1910672. Epub 2021 Apr 11.","Mappa I","J Matern Fetal Neonatal Med","2022","2021/04/12","","","10.1080/14767058.2021.1910672"
"33840294","Review of COVID-19 mRNA Vaccines: BNT162b2 and mRNA-1273","Teo SP.","J Pharm Pract. 2022 Dec;35(6):947-951. doi: 10.1177/08971900211009650. Epub 2021 Apr 12.","Teo SP","J Pharm Pract","2022","2021/04/12","","","10.1177/08971900211009650"
"33820404","COVID-19: why did Italy decide to keep schools closed?","Iervasi E, Zarcone D, Saverino D.","Minerva Pediatr (Torino). 2022 Dec;74(6):806-808. doi: 10.23736/S2724-5276.21.05897-3. Epub 2021 Apr 2.","Iervasi E","Minerva Pediatr (Torino)","2022","2021/04/06","","","10.23736/S2724-5276.21.05897-3"
"33792374","Perceived Stress among Iranians during COVID-19 Pandemic; Stressors and Coping Mechanisms: A Mixed-methods Approach","Faghankhani M, Sodagari F, Shokrani M, Baradaran HR, Adabi A, Zabihi M, Adeli AM, Fathimakvand M, Golalipour E, Aghdasi S, Javanbakht A, Nadoushan AHJ.","Can J Psychiatry. 2022 Dec;67(12):918-927. doi: 10.1177/07067437211004881. Epub 2021 Apr 1.","Faghankhani M","Can J Psychiatry","2022","2021/04/01","PMC9659483","","10.1177/07067437211004881"
"34117144","Clinical Features and Lymphocyte Subsets in Recovered COVID-19 Patients With Prolonged Viral RNA Shedding Duration","Zhang WY, Wang JJ, Liu YY, Zeng DX.","Am J Ther. 2022 Nov-Dec 01;29(6):e677-e680. doi: 10.1097/MJT.0000000000001293. Epub 2021 May 28.","Zhang WY","Am J Ther","2022","2021/06/12","","","10.1097/MJT.0000000000001293"
"34032180","Virtual screening of quinoline derived library for SARS-COV-2 targeting viral entry and replication","Anju A, Chaturvedi S, Chaudhary V, Pant P, Hussain F, Mishra AK.","J Biomol Struct Dyn. 2022 Nov;40(18):8464-8493. doi: 10.1080/07391102.2021.1913228. Epub 2021 May 25.","Anju A","J Biomol Struct Dyn","2022","2021/05/25","PMC8171009","","10.1080/07391102.2021.1913228"
"33991381","Coronavirus disease 2019 (COVID-19) vaccines: A concise review","Samaranayake LP, Seneviratne CJ, Fakhruddin KS.","Oral Dis. 2022 Nov;28 Suppl 2:2326-2336. doi: 10.1111/odi.13916. Epub 2021 May 31.","Samaranayake LP","Oral Dis","2022","2021/05/15","PMC8242875","","10.1111/odi.13916"
"33988079","Repurposing of the herbal formulations: molecular docking and molecular dynamics simulation studies to validate the efficacy of phytocompounds against SARS-CoV-2 proteins","Joshi C, Chaudhari A, Joshi C, Joshi M, Bagatharia S.","J Biomol Struct Dyn. 2022 Nov;40(18):8405-8419. doi: 10.1080/07391102.2021.1922095. Epub 2021 May 14.","Joshi C","J Biomol Struct Dyn","2022","2021/05/14","PMC8127611","","10.1080/07391102.2021.1922095"
"33978308","Oral lesions postinjection of the first administration of Pfizer-BioNTech SARS-CoV-2 (BNT162b2) vaccine","Manfredi M, Ghidini G, Ridolo E, Pizzi S.","Oral Dis. 2022 Nov;28 Suppl 2:2605-2607. doi: 10.1111/odi.13912. Epub 2021 May 24.","Manfredi M","Oral Dis","2022","2021/05/12","PMC8242700","","10.1111/odi.13912"
"33964048","Dental practice during the era of COVID-19 pandemic: An Egyptian experience","Ali S.","Oral Dis. 2022 Nov;28 Suppl 2:2586-2587. doi: 10.1111/odi.13898. Epub 2021 May 24.","Ali S","Oral Dis","2022","2021/05/08","PMC8242420","","10.1111/odi.13898"
"33906522","U.S. Political Partisanship and COVID-19: Risk Information Seeking and Prevention Behaviors","Moon WK, Atkinson L, Kahlor LA, Yun C, Son H.","Health Commun. 2022 Nov;37(13):1671-1681. doi: 10.1080/10410236.2021.1912948. Epub 2021 Apr 27.","Moon WK","Health Commun","2022","2021/04/28","","","10.1080/10410236.2021.1912948"
"33879035","The in silico mechanism of hVKOR interaction with acetaminophen and its metabolite, as well as N-acetyl cysteine: caution on application in COVID-19 patients","Hashemi SA, Kyani A, Bathaie SZ.","J Biomol Struct Dyn. 2022 Nov;40(18):8274-8285. doi: 10.1080/07391102.2021.1910570. Epub 2021 Apr 20.","Hashemi SA","J Biomol Struct Dyn","2022","2021/04/21","PMC8074654","","10.1080/07391102.2021.1910570"
"33870821","Substance use and mental health in pregnant women during the COVID-19 pandemic","Smith CL, Waters SF, Spellacy D, Burduli E, Brooks O, Carty CL, Ranjo S, McPherson S, Barbosa-Leiker C.","J Reprod Infant Psychol. 2022 Nov;40(5):465-478. doi: 10.1080/02646838.2021.1916815. Epub 2021 Apr 17.","Smith CL","J Reprod Infant Psychol","2022","2021/04/19","PMC8963362","NIHMS1788100","10.1080/02646838.2021.1916815"
"33853205","COVID-19 impact on anxiety and depression in head and neck cancer patients: A cross-sectional study","Rodrigues-Oliveira L, Kauark-Fontes E, Alves CGB, Tonaki JO, Gueiros LA, Moutinho K, Marta GN, Barros LRC, Santos-Silva AR, Brandão TB, Prado-Ribeiro AC.","Oral Dis. 2022 Nov;28 Suppl 2:2391-2399. doi: 10.1111/odi.13876. Epub 2021 May 7.","Rodrigues-Oliveira L","Oral Dis","2022","2021/04/14","","","10.1111/odi.13876"
"33843474","Elucidation of the inhibitory activity of ivermectin with host nuclear importin α and several SARS-CoV-2 targets","Bello M.","J Biomol Struct Dyn. 2022 Nov;40(18):8375-8383. doi: 10.1080/07391102.2021.1911857. Epub 2021 Apr 10.","Bello M","J Biomol Struct Dyn","2022","2021/04/12","PMC8054936","","10.1080/07391102.2021.1911857"
"33797336","In silico characterization of mutations circulating in SARS-CoV-2 structural proteins","Periwal N, Rathod SB, Pal R, Sharma P, Nebhnani L, Barnwal RP, Arora P, Srivastava KR, Sood V.","J Biomol Struct Dyn. 2022 Nov;40(18):8216-8231. doi: 10.1080/07391102.2021.1908170. Epub 2021 Apr 2.","Periwal N","J Biomol Struct Dyn","2022","2021/04/02","PMC8043164","","10.1080/07391102.2021.1908170"
"34047221","Validation of the Fear of COVID-19 Scale in a Sample of Pakistan's University Students and Future Directions","Green ZA, Noor U, Ahmed F, Himayat L.","Psychol Rep. 2022 Oct;125(5):2709-2732. doi: 10.1177/00332941211016754. Epub 2021 May 28.","Green ZA","Psychol Rep","2022","2021/05/28","","","10.1177/00332941211016754"
"34026595","Virucidal effect of povidone iodine on COVID-19 in the nasopharynx: an open-label randomized clinical trial","Arefin MK, Rumi SKNF, Uddin AKMN, Banu SS, Khan M, Kaiser A, Chowdhury JA, Khan MAS, Hasan MJ.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2963-2967. doi: 10.1007/s12070-021-02616-7. Epub 2021 May 18.","Arefin MK","Indian J Otolaryngol Head Neck Surg","2022","2021/05/24","PMC8130786","","10.1007/s12070-021-02616-7"
"34006343","Forecasting COVID-19 Cases Based on Social Distancing in Maryland, USA: A Time-Series Approach","Cruz-Cano R, Ma T, Yu Y, Lee M, Liu H.","Disaster Med Public Health Prep. 2022 Oct;16(5):1798-1801. doi: 10.1017/dmp.2021.153. Epub 2021 May 19.","Cruz-Cano R","Disaster Med Public Health Prep","2022","2021/05/19","PMC8209434","","10.1017/dmp.2021.153"
"34006341","Humanitarian Training With Virtual Simulation During a Pandemic","Kivlehan SM, Tenney K, Plasmati S, Bollettino V, Farineau K, Nilles EJ, Gottlieb G, Kayden SR.","Disaster Med Public Health Prep. 2022 Oct;16(5):2103-2107. doi: 10.1017/dmp.2021.152. Epub 2021 May 19.","Kivlehan SM","Disaster Med Public Health Prep","2022","2021/05/19","PMC8220007","","10.1017/dmp.2021.152"
"33988080","Vocal tract discomfort in caregivers for the elderly during an interval of the COVID-19 pandemic","Gantner S, Deitmerg U, Schuster M.","Logoped Phoniatr Vocol. 2022 Oct;47(3):194-201. doi: 10.1080/14015439.2021.1915376. Epub 2021 May 14.","Gantner S","Logoped Phoniatr Vocol","2022","2021/05/14","","","10.1080/14015439.2021.1915376"
"33985598","Surveillance of adverse drug events associated with tocilizumab in hospitalized veterans with coronavirus disease 2019 (COVID-19) to inform patient safety and pandemic preparedness","Datta R, Barrett A, Burk M, Salone C, Au A, Cunningham F, Fisher A, Dembry LM, Akgün KM.","Infect Control Hosp Epidemiol. 2022 Oct;43(10):1488-1491. doi: 10.1017/ice.2021.227. Epub 2021 May 14.","Datta R","Infect Control Hosp Epidemiol","2022","2021/05/14","PMC8160489","","10.1017/ice.2021.227"
"33977847","Computational and experimental insights on the interaction of artemisinin, dihydroartemisinin and chloroquine with SARS-CoV-2 spike protein receptor-binding domain (RBD)","Ribaudo G, Coghi P, Yang LJ, Ng JPL, Mastinu A, Memo M, Wong VKW, Gianoncelli A.","Nat Prod Res. 2022 Oct;36(20):5358-5363. doi: 10.1080/14786419.2021.1925894. Epub 2021 May 12.","Ribaudo G","Nat Prod Res","2022","2021/05/12","PMC8127162","","10.1080/14786419.2021.1925894"
"33970805","Medicinal plant compounds as promising inhibitors of coronavirus (COVID-19) main protease: an in silico study","Jamali N, Soureshjani EH, Mobini GR, Samare-Najaf M, Clark CCT, Saffari-Chaleshtori J.","J Biomol Struct Dyn. 2022 Oct;40(17):8073-8084. doi: 10.1080/07391102.2021.1906749. Epub 2021 May 10.","Jamali N","J Biomol Struct Dyn","2022","2021/05/10","","","10.1080/07391102.2021.1906749"
"33966664","The utility of paired upper and lower respiratory tract sampling for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) testing in patients with artificial airways","Kitt EM, Davis DH, Kerman C, Sammons JS, Handy LK, Gallagher E, O'Callaghan K, Harris RM, Coffin SE, Bell LM, Chiotos K.","Infect Control Hosp Epidemiol. 2022 Oct;43(10):1482-1484. doi: 10.1017/ice.2021.222. Epub 2021 May 10.","Kitt EM","Infect Control Hosp Epidemiol","2022","2021/05/10","PMC8245335","","10.1017/ice.2021.222"
"33950784","Mechanistic insights into the inhibitory activity of FDA approved ivermectin against SARS-CoV-2: old drug with new implications","Qureshi U, Mir S, Naz S, Nur-E-Alam M, Ahmed S, Ul-Haq Z.","J Biomol Struct Dyn. 2022 Oct;40(17):8100-8111. doi: 10.1080/07391102.2021.1906750. Epub 2021 May 5.","Qureshi U","J Biomol Struct Dyn","2022","2021/05/05","PMC8108190","","10.1080/07391102.2021.1906750"
"33941299","Use of whole-genome sequencing to investigate a cluster of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections in emergency department personnel","Chan ER, Jones LD, Redmond SN, Navas ME, Kachaluba NM, Zabarsky TF, Bhullar D, Cadnum JL, Zimmerman PA, Donskey CJ.","Infect Control Hosp Epidemiol. 2022 Oct;43(10):1485-1487. doi: 10.1017/ice.2021.208. Epub 2021 May 4.","Chan ER","Infect Control Hosp Epidemiol","2022","2021/05/04","PMC8144813","","10.1017/ice.2021.208"
"33937009","Olfactory and Gustatory Dysfunction in Covid-19: An Observational Study in a Tertiary Care Institute of Western Rajasthan","Gupta S, Kumbhat P, Seervi M.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2930-2934. doi: 10.1007/s12070-021-02563-3. Epub 2021 Apr 27.","Gupta S","Indian J Otolaryngol Head Neck Surg","2022","2021/05/03","PMC8078090","","10.1007/s12070-021-02563-3"
"33937007","Conventional Naso-Oropharyngeal Sampling Versus Self-Collected Saliva Samples in COVID-19 Testing","Bidkar V, Mishra M, Gade N, Selvaraj K.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2923-2929. doi: 10.1007/s12070-021-02571-3. Epub 2021 Apr 26.","Bidkar V","Indian J Otolaryngol Head Neck Surg","2022","2021/05/03","PMC8075022","","10.1007/s12070-021-02571-3"
"33907679","Stigmatic Impact of COVID-19 Pandemic on Head & Neck Cancers Survivors","Goyal AK, Bakshi J, Panda NK, Kapoor R, Vir D, Kumar K, Aneja P.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2912-2916. doi: 10.1007/s12070-021-02545-5. Epub 2021 Apr 22.","Goyal AK","Indian J Otolaryngol Head Neck Surg","2022","2021/04/28","PMC8061151","","10.1007/s12070-021-02545-5"
"33888177","Calculating Outcome Predictors of COVID-19 Requires Inclusion of Multiple Determinants","Finsterer J, Scorza FA.","Disaster Med Public Health Prep. 2022 Oct;16(5):1721-1722. doi: 10.1017/dmp.2021.127. Epub 2021 Apr 23.","Finsterer J","Disaster Med Public Health Prep","2022","2021/04/23","PMC8193181","","10.1017/dmp.2021.127"
"33874837","Bilateral orbital inflammation in a 6-month old with SARS-CoV-2 infection","Dermarkarian CR, Chilakapati M, Hussein M, Chévez-Barrios P, Allen RC.","Orbit. 2022 Oct;41(5):633-636. doi: 10.1080/01676830.2021.1914670. Epub 2021 Apr 19.","Dermarkarian CR","Orbit","2022","2021/04/20","","","10.1080/01676830.2021.1914670"
"33874789","The Neurobiology of Modern Viral Scourges: ZIKV and COVID-19","Mittal S, Federman HG, Sievert D, Gleeson JG.","Neuroscientist. 2022 Oct;28(5):438-452. doi: 10.1177/10738584211009149. Epub 2021 Apr 19.","Mittal S","Neuroscientist","2022","2021/04/20","","","10.1177/10738584211009149"
"33866714","Perinatal mental telehealth: a Singaporean experience born in COVID-19","Hong LF, Chua TE, Delphine Koh LP, Hui Yong FS, Chen HY.","Singapore Med J. 2022 Oct;63(10):628-629. doi: 10.11622/smedj.2021044. Epub 2021 Apr 19.","Hong LF","Singapore Med J","2022","2021/04/18","PMC9728313","","10.11622/smedj.2021044"
"33846691","Povidone Iodine (PVP-I) Oro-Nasal Spray: An Effective Shield for COVID-19 Protection for Health Care Worker (HCW), for all","Arefin MK.","Indian J Otolaryngol Head Neck Surg. 2022 Oct;74(Suppl 2):2906-2911. doi: 10.1007/s12070-021-02525-9. Epub 2021 Apr 8.","Arefin MK","Indian J Otolaryngol Head Neck Surg","2022","2021/04/13","PMC8026810","","10.1007/s12070-021-02525-9"
"33826484","Computational exploration of natural peptides targeting ACE2","He M, Wang Y, Huang S, Zhao N, Cheng M, Zhang X.","J Biomol Struct Dyn. 2022 Oct;40(17):8018-8029. doi: 10.1080/07391102.2021.1905555. Epub 2021 Apr 7.","He M","J Biomol Struct Dyn","2022","2021/04/07","","","10.1080/07391102.2021.1905555"
"33826483","Identification of doxorubicin as a potential therapeutic against SARS-CoV-2 (COVID-19) protease: a molecular docking and dynamics simulation studies","Sajid Jamal QM, Alharbi AH, Ahmad V.","J Biomol Struct Dyn. 2022 Oct;40(17):7960-7974. doi: 10.1080/07391102.2021.1905551. Epub 2021 Apr 7.","Sajid Jamal QM","J Biomol Struct Dyn","2022","2021/04/07","PMC8043163","","10.1080/07391102.2021.1905551"
