PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
28262332,"Report from the World Health Organization's third Product Development for Vaccines Advisory Committee (PDVAC) meeting, Geneva, 8-10th June 2016","Giersing BK, Vekemans J, Nava S, Kaslow DC, Moorthy V; WHO Product Development for Vaccines Advisory Committee.",Vaccine. 2019 Nov 28;37(50):7315-7327. doi: 10.1016/j.vaccine.2016.10.090. Epub 2017 Mar 3.,Giersing BK,Vaccine,2019,2017/03/07
30584196,Clinical and Laboratory Findings of Middle East Respiratory Syndrome Coronavirus Infection,"Hwang SM, Na BJ, Jung Y, Lim HS, Seo JE, Park SA, Cho YS, Song EH, Seo JY, Kim SR, Lee GY, Kim SJ, Park YS, Seo H.",Jpn J Infect Dis. 2019 May 23;72(3):160-167. doi: 10.7883/yoken.JJID.2018.187. Epub 2018 Dec 25.,Hwang SM,Jpn J Infect Dis,2019,2018/12/26
30578142,Individual and network characteristic associated with hospital-acquired Middle East Respiratory Syndrome coronavirus,"Adegboye O, Saffary T, Adegboye M, Elfaki F.",J Infect Public Health. 2019 May-Jun;12(3):343-349. doi: 10.1016/j.jiph.2018.12.002. Epub 2018 Dec 19.,Adegboye O,J Infect Public Health,2019,2018/12/23
30217495,"Structurally- and dynamically-driven allostery of the chymotrypsin-like proteases of SARS, Dengue and Zika viruses","Lim L, Gupta G, Roy A, Kang J, Srivastava S, Shi J, Song J.",Prog Biophys Mol Biol. 2019 May;143:52-66. doi: 10.1016/j.pbiomolbio.2018.08.009. Epub 2018 Sep 11.,Lim L,Prog Biophys Mol Biol,2019,2018/09/16
30583231,EIF4A2 interacts with the membrane protein of transmissible gastroenteritis coronavirus and plays a role in virus replication,"Song Z, Yang Y, Wang L, Wang K, Ran L, Xie Y, Huang L, Yang Z, Yuan P, Yu Q.",Res Vet Sci. 2019 Apr;123:39-46. doi: 10.1016/j.rvsc.2018.12.005. Epub 2018 Dec 17.,Song Z,Res Vet Sci,2019,2018/12/25
30502108,Infection control influence of Middle East respiratory syndrome coronavirus: A hospital-based analysis,"Al-Tawfiq JA, Abdrabalnabi R, Taher A, Mathew S, Rahman KA.",Am J Infect Control. 2019 Apr;47(4):431-434. doi: 10.1016/j.ajic.2018.09.015. Epub 2018 Nov 28.,Al-Tawfiq JA,Am J Infect Control,2019,2018/12/04
30376395,Identification of Pantropic Canine Coronavirus in a Wolf ( Canis lupus italicus) in Italy,"Alfano F, Dowgier G, Valentino MP, Galiero G, Tinelli A, Nicola D, Fusco G.",J Wildl Dis. 2019 Apr;55(2):504-508. doi: 10.7589/2018-07-182. Epub 2018 Oct 30.,Alfano F,J Wildl Dis,2019,2018/10/31
30351487,Demographic and seasonal characteristics of respiratory pathogens in neonates and infants aged 0 to 12 months in the Central-East region of Tunisia,"Brini Khalifa I, Hannachi N, Guerrero A, Orth-Höller D, Bhiri S, Bougila J, Boughamoura L, Merchaoui SN, Sboui H, Mahdhaoui N, Schiela B, Laer DH, Boukadida J, Stoiber H.",J Med Virol. 2019 Apr;91(4):570-581. doi: 10.1002/jmv.25347. Epub 2018 Nov 21.,Brini Khalifa I,J Med Virol,2019,2018/10/24
30289326,Serologic Survey of Selected Viral Pathogens in Free-Ranging Eurasian Brown Bears ( Ursus arctos arctos) from Slovakia,"Vitásková E, Molnár L, Holko I, Supuka P, Černíková L, Bártová E, Sedlák K.",J Wildl Dis. 2019 Apr;55(2):499-503. doi: 10.7589/2017-11-290. Epub 2018 Oct 5.,Vitásková E,J Wildl Dis,2019,2018/10/06
30878079,Fulminant Tritrichomonas foetus 'feline genotype' infection in a 3-month old kitten associated with viral co-infection,"Setyo L, Donahoe SL, Šlapeta J.",Vet Parasitol. 2019 Mar;267:17-20. doi: 10.1016/j.vetpar.2018.12.007. Epub 2018 Dec 21.,Setyo L,Vet Parasitol,2019,2019/03/18
30593837,Development of a SYBR green-based real-time RT-PCR assay for rapid detection of the emerging swine acute diarrhea syndrome coronavirus,"Ma L, Zeng F, Cong F, Huang B, Huang R, Ma J, Guo P.",J Virol Methods. 2019 Mar;265:66-70. doi: 10.1016/j.jviromet.2018.12.010. Epub 2018 Dec 26.,Ma L,J Virol Methods,2019,2018/12/30
30548740,Etiology of acute viral respiratory infections common in Pakistan: A review,"Naz R, Gul A, Javed U, Urooj A, Amin S, Fatima Z.",Rev Med Virol. 2019 Mar;29(2):e2024. doi: 10.1002/rmv.2024. Epub 2018 Dec 12.,Naz R,Rev Med Virol,2019,2018/12/15
30520548,Co-localization of Middle East respiratory syndrome coronavirus (MERS-CoV) and dipeptidyl peptidase-4 in the respiratory tract and lymphoid tissues of pigs and llamas,"Te N, Vergara-Alert J, Lehmbecker A, Pérez M, Haagmans BL, Baumgärtner W, Bensaid A, Segalés J.",Transbound Emerg Dis. 2019 Mar;66(2):831-841. doi: 10.1111/tbed.13092. Epub 2018 Dec 28.,Te N,Transbound Emerg Dis,2019,2018/12/07
30468747,A high-throughput inhibition assay to study MERS-CoV antibody interactions using image cytometry,"Rosen O, Chan LL, Abiona OM, Gough P, Wang L, Shi W, Zhang Y, Wang N, Kong WP, McLellan JS, Graham BS, Corbett KS.",J Virol Methods. 2019 Mar;265:77-83. doi: 10.1016/j.jviromet.2018.11.009. Epub 2018 Nov 20.,Rosen O,J Virol Methods,2019,2018/11/24
30468573,Circulation and genetic diversity of Feline coronavirus type I and II from clinically healthy and FIP-suspected cats in China,"Li C, Liu Q, Kong F, Guo D, Zhai J, Su M, Sun D.",Transbound Emerg Dis. 2019 Mar;66(2):763-775. doi: 10.1111/tbed.13081. Epub 2018 Dec 5.,Li C,Transbound Emerg Dis,2019,2018/11/24
30431236,First detection of novel enterovirus G recombining a torovirus papain-like protease gene associated with diarrhoea in swine in South Korea,"Lee S, Lee C.",Transbound Emerg Dis. 2019 Mar;66(2):1023-1028. doi: 10.1111/tbed.13073. Epub 2018 Dec 1.,Lee S,Transbound Emerg Dis,2019,2018/11/16
30413355,MERS coronavirus outbreak: Implications for emerging viral infections,"Al-Omari A, Rabaan AA, Salih S, Al-Tawfiq JA, Memish ZA.",Diagn Microbiol Infect Dis. 2019 Mar;93(3):265-285. doi: 10.1016/j.diagmicrobio.2018.10.011. Epub 2018 Oct 18.,Al-Omari A,Diagn Microbiol Infect Dis,2019,2018/11/11
30377950,"Prevalence of avian influenza, Newcastle disease, and infectious bronchitis viruses in broiler flocks infected with multifactorial respiratory diseases in Iran, 2015-2016","Haji-Abdolvahab H, Ghalyanchilangeroudi A, Bahonar A, Ghafouri SA, Vasfi Marandi M, Mehrabadi MHF, Tehrani F.",Trop Anim Health Prod. 2019 Mar;51(3):689-695. doi: 10.1007/s11250-018-1743-z. Epub 2018 Oct 30.,Haji-Abdolvahab H,Trop Anim Health Prod,2019,2018/11/01
30374823,Including 793/B type avian infectious bronchitis vaccine in 1-day-old chicken increased the protection against QX genotype,"Karimi V, Mohammadi P, Ghalyanchilangeroudi A, Ghafouri SA, Hashemzadeh M, Farahani RK, Maghsouldoo H, Isakakroudi N.",Trop Anim Health Prod. 2019 Mar;51(3):629-635. doi: 10.1007/s11250-018-1730-4. Epub 2018 Oct 29.,Karimi V,Trop Anim Health Prod,2019,2018/10/31
30352694,Middle East respiratory syndrome coronavirus intermittent positive cases: Implications for infection control,"Alfaraj SH, Al-Tawfiq JA, Memish ZA.",Am J Infect Control. 2019 Mar;47(3):290-293. doi: 10.1016/j.ajic.2018.08.020. Epub 2018 Oct 21.,Alfaraj SH,Am J Infect Control,2019,2018/10/25
30340964,"Epidemiology and predictors of survival of MERS-CoV infections in Riyadh region, 2014-2015","Al-Jasser FS, Nouh RM, Youssef RM.",J Infect Public Health. 2019 Mar-Apr;12(2):171-177. doi: 10.1016/j.jiph.2018.09.008. Epub 2018 Oct 16.,Al-Jasser FS,J Infect Public Health,2019,2018/10/21
30146782,Modulation of the immune response by Middle East respiratory syndrome coronavirus,"Shokri S, Mahmoudvand S, Taherkhani R, Farshadpour F.",J Cell Physiol. 2019 Mar;234(3):2143-2151. doi: 10.1002/jcp.27155. Epub 2018 Aug 26.,Shokri S,J Cell Physiol,2019,2018/08/28
30597347,Infectious bronchitis virus entry mainly depends on clathrin mediated endocytosis and requires classical endosomal/lysosomal system,"Wang H, Yuan X, Sun Y, Mao X, Meng C, Tan L, Song C, Qiu X, Ding C, Liao Y.",Virology. 2019 Feb;528:118-136. doi: 10.1016/j.virol.2018.12.012. Epub 2018 Dec 28.,Wang H,Virology,2019,2019/01/01
30597184,"Third Tofo Advanced Study Week on Emerging and Re-emerging Viruses, 2018","Badolo A, Burt F, Daniel S, Fearns R, Gudo ES, Kielian M, Lescar J, Shi Y, von Brunn A, Weiss SR, Hilgenfeld R.",Antiviral Res. 2019 Feb;162:142-150. doi: 10.1016/j.antiviral.2018.12.015. Epub 2018 Dec 28.,Badolo A,Antiviral Res,2019,2019/01/01
30426315,Molecular identification of Betacoronavirus in bats from Sardinia (Italy): first detection and phylogeny,"Lecis R, Mucedda M, Pidinchedda E, Pittau M, Alberti A.",Virus Genes. 2019 Feb;55(1):60-67. doi: 10.1007/s11262-018-1614-8. Epub 2018 Nov 13.,Lecis R,Virus Genes,2019,2018/11/15
30421581,A rapid scoping review of Middle East respiratory syndrome coronavirus in animal hosts,"Gardner EG, Kelton D, Poljak Z, von Dobschuetz S, Greer AL.",Zoonoses Public Health. 2019 Feb;66(1):35-46. doi: 10.1111/zph.12537. Epub 2018 Nov 12.,Gardner EG,Zoonoses Public Health,2019,2018/11/14
30377826,Genomic characterization and pathogenicity of porcine deltacoronavirus strain CHN-HG-2017 from China,"Zhang MJ, Liu DJ, Liu XL, Ge XY, Jongkaewwattana A, He QG, Luo R.",Arch Virol. 2019 Feb;164(2):413-425. doi: 10.1007/s00705-018-4081-6. Epub 2018 Oct 30.,Zhang MJ,Arch Virol,2019,2018/11/01
30315482,Resistance to coronavirus infection in amino peptidase N-deficient pigs,"Whitworth KM, Rowland RRR, Petrovan V, Sheahan M, Cino-Ozuna AG, Fang Y, Hesse R, Mileham A, Samuel MS, Wells KD, Prather RS.",Transgenic Res. 2019 Feb;28(1):21-32. doi: 10.1007/s11248-018-0100-3. Epub 2018 Oct 12.,Whitworth KM,Transgenic Res,2019,2018/10/14
30238634,"Knowledge and practices regarding Middle East Respiratory Syndrome Coronavirus among camel handlers in a Slaughterhouse, Kenya, 2015","Kamau E, Ongus J, Gitau G, Galgalo T, Lowther SA, Bitek A, Munyua P.",Zoonoses Public Health. 2019 Feb;66(1):169-173. doi: 10.1111/zph.12524. Epub 2018 Sep 20.,Kamau E,Zoonoses Public Health,2019,2018/09/22
30012018,Associations Between Hand Hygiene Education and Self-Reported Hand-Washing Behaviors Among Korean Adults During MERS-CoV Outbreak,"Yang J, Park EC, Lee SA, Lee SG.",Health Educ Behav. 2019 Feb;46(1):157-164. doi: 10.1177/1090198118783829. Epub 2018 Jul 16.,Yang J,Health Educ Behav,2019,2018/07/18
29987628,Production of Recombinant N Protein of Infectious Bronchitis Virus Using the Baculovirus Expression System and Its Assessment as a Diagnostic Antigen,"Yilmaz H, Faburay B, Turan N, Cotton-Caballero M, Cetinkaya B, Gurel A, Yilmaz A, Cizmecigil UY, Aydin O, Tarakci EA, Bayraktar E, Richt JA.",Appl Biochem Biotechnol. 2019 Feb;187(2):506-517. doi: 10.1007/s12010-018-2815-2. Epub 2018 Jul 9.,Yilmaz H,Appl Biochem Biotechnol,2019,2018/07/11
29623560,Middle East respiratory syndrome coronavirus in pediatrics: a report of seven cases from Saudi Arabia,"Alfaraj SH, Al-Tawfiq JA, Altuwaijri TA, Memish ZA.",Front Med. 2019 Feb;13(1):126-130. doi: 10.1007/s11684-017-0603-y. Epub 2018 Apr 6.,Alfaraj SH,Front Med,2019,2018/04/07
29542369,Detection of feline coronavirus mutations in paraffin-embedded tissues in cats with feline infectious peritonitis and controls,"Sangl L, Matiasek K, Felten S, Gründl S, Bergmann M, Balzer HJ, Pantchev N, Leutenegger CM, Hartmann K.",J Feline Med Surg. 2019 Feb;21(2):133-142. doi: 10.1177/1098612X18762883. Epub 2018 Mar 15.,Sangl L,J Feline Med Surg,2019,2018/03/16
29971802,Dietary inclusion of mushroom (Flammulina velutipes) stem waste on growth performance and immune responses in growing layer hens,"Mahfuz S, Song H, Miao Y, Liu Z.",J Sci Food Agric. 2019 Jan 30;99(2):703-710. doi: 10.1002/jsfa.9236. Epub 2018 Aug 13.,Mahfuz S,J Sci Food Agric,2019,2018/07/05
30530800,Detection of equine coronavirus in horses in the United Kingdom,"Bryan J, Marr CM, Mackenzie CJ, Mair TS, Fletcher A, Cash R, Phillips M, Pusterla N, Mapes S, Foote AK.",Vet Rec. 2019 Jan 26;184(4):123. doi: 10.1136/vr.105098. Epub 2018 Dec 7.,Bryan J,Vet Rec,2019,2018/12/12
30558861,Evaluation of a non-prime site substituent and warheads combined with a decahydroisoquinolin scaffold as a SARS 3CL protease inhibitor,"Ohnishi K, Hattori Y, Kobayashi K, Akaji K.",Bioorg Med Chem. 2019 Jan 15;27(2):425-435. doi: 10.1016/j.bmc.2018.12.019. Epub 2018 Dec 12.,Ohnishi K,Bioorg Med Chem,2019,2018/12/19
30530223,Profile analysis of circRNAs induced by porcine endemic diarrhea virus infection in porcine intestinal epithelial cells,"Chen J, Wang H, Jin L, Wang L, Huang X, Chen W, Yan M, Liu G.",Virology. 2019 Jan 15;527:169-179. doi: 10.1016/j.virol.2018.11.014. Epub 2018 Dec 6.,Chen J,Virology,2019,2018/12/12
30471453,Porcine endemic diarrhea virus infection regulates long noncoding RNA expression,"Chen J, Zhang C, Zhang N, Liu G.",Virology. 2019 Jan 15;527:89-97. doi: 10.1016/j.virol.2018.11.007. Epub 2018 Nov 22.,Chen J,Virology,2019,2018/11/25
30447246,Full genome characterization of two novel Alpha-coronavirus species from Italian bats,"De Sabato L, Lelli D, Faccin F, Canziani S, Di Bartolo I, Vaccari G, Moreno A.",Virus Res. 2019 Jan 15;260:60-66. doi: 10.1016/j.virusres.2018.11.007. Epub 2018 Nov 15.,De Sabato L,Virus Res,2019,2018/11/18
30488694,Chromatographic Data Segmentation Method: A Hybrid Analytical Approach for the Investigation of Antiviral Substances in Medicinal Plant Extracts,"Drevinskas T, Maruška A, Telksnys L, Hjerten S, Stankevičius M, Lelešius R, Mickienė RT, Karpovaitė A, Šalomskas A, Tiso N, Ragažinskienė O.",Anal Chem. 2019 Jan 2;91(1):1080-1088. doi: 10.1021/acs.analchem.8b04595. Epub 2018 Dec 13.,Drevinskas T,Anal Chem,2019,2018/11/30
30344107,Automatically Fixing Errors in Glycoprotein Structures with Rosetta,"Frenz B, Rämisch S, Borst AJ, Walls AC, Adolf-Bryfogle J, Schief WR, Veesler D, DiMaio F.",Structure. 2019 Jan 2;27(1):134-139.e3. doi: 10.1016/j.str.2018.09.006. Epub 2018 Oct 18.,Frenz B,Structure,2019,2018/10/23
30342075,"A newly isolated Chinese virulent genotype GIIb porcine epidemic diarrhea virus strain: Biological characteristics, pathogenicity and immune protective effects as an inactivated vaccine candidate","Liu X, Zhang Q, Zhang L, Zhou P, Yang J, Fang Y, Dong Z, Zhao D, Li W, Feng J, Cui B, Zhang Y, Wang Y.",Virus Res. 2019 Jan 2;259:18-27. doi: 10.1016/j.virusres.2018.10.012. Epub 2018 Oct 17.,Liu X,Virus Res,2019,2018/10/21
32214929,Production of a Monoclonal Antibody Targeting the M Protein of MERS-CoV for Detection of MERS-CoV Using a Synthetic Peptide Epitope Formulated with a CpG-DNA-Liposome Complex,"Park BK, Lee SI, Bae JY, Park MS, Lee Y, Kwon HJ.",Int J Pept Res Ther. 2019;25(3):819-826. doi: 10.1007/s10989-018-9731-8. Epub 2018 Jul 2.,Park BK,Int J Pept Res Ther,2019,2020/03/28
30691609,"Inflammatory Mediators in the Mesenteric Lymph Nodes, Site of a Possible Intermediate Phase in the Immune Response to Feline Coronavirus and the Pathogenesis of Feline Infectious Peritonitis?","Malbon AJ, Meli ML, Barker EN, Davidson AD, Tasker S, Kipar A.",J Comp Pathol. 2019 Jan;166:69-86. doi: 10.1016/j.jcpa.2018.11.001. Epub 2018 Dec 17.,Malbon AJ,J Comp Pathol,2019,2019/01/30
30637657,Gonadal pathogenicity of an infectious bronchitis virus strain from the Massachusetts genotype,"Pereira NA, Alessi AC, Montassier HJ, Pereira RJG, Taniwaki SA, Botosso VF, Rui BR, Richtzenhain LJ.",Braz J Microbiol. 2019 Jan;50(1):313-320. doi: 10.1007/s42770-018-0007-4. Epub 2018 Dec 17.,Pereira NA,Braz J Microbiol,2019,2019/01/15
30637649,Evaluation on the efficacy and immunogenicity of recombinant DNA plasmids expressing S gene from porcine epidemic diarrhea virus and VP7 gene from porcine rotavirus,"Yin Y, Zhu L, Liu P, Zhao J, Fan Y, Sun X, Xu Z.",Braz J Microbiol. 2019 Jan;50(1):279-286. doi: 10.1007/s42770-018-0022-5. Epub 2018 Dec 7.,Yin Y,Braz J Microbiol,2019,2019/01/15
30637634,The occurrence of polyomaviruses WUPyV and KIPyV among patients with severe respiratory infections,"Caldeira DB, de Souza Luna LK, Watanabe A, Perosa AH, Granato C, Bellei N.",Braz J Microbiol. 2019 Jan;50(1):133-137. doi: 10.1007/s42770-018-0038-x. Epub 2018 Nov 30.,Caldeira DB,Braz J Microbiol,2019,2019/01/15
30621895,Network analyses using case-control data to describe and characterize the initial 2014 incursion of porcine epidemic diarrhea (PED) in Canadian swine herds,"Perri AM, Poljak Z, Dewey C, Harding JCS, O'Sullivan TL.",Prev Vet Med. 2019 Jan 1;162:18-28. doi: 10.1016/j.prevetmed.2018.11.001. Epub 2018 Nov 5.,Perri AM,Prev Vet Med,2019,2019/01/10
30593385,Effect of route of inoculation on innate and adaptive immune responses to porcine epidemic diarrhea virus infection in suckling pigs,"Zhou Y, Chen C, Chen Y, Liu Z, Zheng J, Wang T, Luo H, Liu Y, Shan Y, Fang W, Li X.",Vet Microbiol. 2019 Jan;228:83-92. doi: 10.1016/j.vetmic.2018.11.019. Epub 2018 Nov 20.,Zhou Y,Vet Microbiol,2019,2018/12/30
30593372,"Porcine deltacoronavirus induces TLR3, IL-12, IFN-α, IFN-β and PKR mRNA expression in infected Peyer's patches in vivo","Xu Z, Zhong H, Huang S, Zhou Q, Du Y, Chen L, Xue C, Cao Y.",Vet Microbiol. 2019 Jan;228:226-233. doi: 10.1016/j.vetmic.2018.12.012. Epub 2018 Dec 11.,Xu Z,Vet Microbiol,2019,2018/12/30
30593369,The enhanced replication of an S-intact PEDV during coinfection with an S1 NTD-del PEDV in piglets,"Su Y, Hou Y, Wang Q.",Vet Microbiol. 2019 Jan;228:202-212. doi: 10.1016/j.vetmic.2018.11.025. Epub 2018 Nov 27.,Su Y,Vet Microbiol,2019,2018/12/30
30593368,Limited shedding of an S-InDel strain of porcine epidemic diarrhea virus (PEDV) in semen and questions regarding the infectivity of the detected virus,"Gallien S, Moro A, Lediguerher G, Catinot V, Paboeuf F, Bigault L, Gauger PC, Pozzi N, Berri M, Authié E, Rose N, Grasland B.",Vet Microbiol. 2019 Jan;228:20-25. doi: 10.1016/j.vetmic.2018.09.025. Epub 2018 Oct 11.,Gallien S,Vet Microbiol,2019,2018/12/30
30550839,Asymptomatic Middle East Respiratory Syndrome Coronavirus (MERS-CoV) infection: Extent and implications for infection control: A systematic review,"Al-Tawfiq JA, Gautret P.",Travel Med Infect Dis. 2019 Jan-Feb;27:27-32. doi: 10.1016/j.tmaid.2018.12.003. Epub 2018 Dec 11.,Al-Tawfiq JA,Travel Med Infect Dis,2019,2018/12/15
30515985,"Underweight, overweight, and obesity as independent risk factors for hospitalization in adults and children from influenza and other respiratory viruses","Moser JS, Galindo-Fraga A, Ortiz-Hernández AA, Gu W, Hunsberger S, Galán-Herrera JF, Guerrero ML, Ruiz-Palacios GM, Beigel JH; La Red ILI 002 Study Group.",Influenza Other Respir Viruses. 2019 Jan;13(1):3-9. doi: 10.1111/irv.12618. Epub 2018 Dec 4.,Moser JS,Influenza Other Respir Viruses,2019,2018/12/06
30444471,Detection and molecular characteristics of neboviruses in dairy cows in China,"Guo Z, He Q, Zhang B, Yue H, Tang C.",J Gen Virol. 2019 Jan;100(1):35-45. doi: 10.1099/jgv.0.001172. Epub 2018 Nov 16.,Guo Z,J Gen Virol,2019,2018/11/17
30402771,Prospects for the use of spherical gold nanoparticles in immunization,"Staroverov SA, Volkov AA, Mezhenny PV, Domnitsky IY, Fomin AS, Kozlov SV, Dykman LA, Guliy OI.",Appl Microbiol Biotechnol. 2019 Jan;103(1):437-447. doi: 10.1007/s00253-018-9476-5. Epub 2018 Nov 6.,Staroverov SA,Appl Microbiol Biotechnol,2019,2018/11/08
30336161,Detection and differentiation of five diarrhea related pig viruses utilizing a multiplex PCR assay,"Liu G, Jiang Y, Opriessnig T, Gu K, Zhang H, Yang Z.",J Virol Methods. 2019 Jan;263:32-37. doi: 10.1016/j.jviromet.2018.10.009. Epub 2018 Oct 15.,Liu G,J Virol Methods,2019,2018/10/19
30284628,The influence of porcine epidemic diarrhea virus on pig small intestine mucosal epithelial cell function,"Wang XY, Zhao TQ, Xu DP, Zhang X, Ji CJ, Zhang DL.",Arch Virol. 2019 Jan;164(1):83-90. doi: 10.1007/s00705-018-4061-x. Epub 2018 Oct 4.,Wang XY,Arch Virol,2019,2018/10/05
30257878,microRNA-222 Attenuates Mitochondrial Dysfunction During Transmissible Gastroenteritis Virus Infection,"Zhao X, Song X, Bai X, Tan Z, Ma X, Guo J, Zhang Z, Du Q, Huang Y, Tong D.",Mol Cell Proteomics. 2019 Jan;18(1):51-64. doi: 10.1074/mcp.RA118.000808. Epub 2018 Sep 26.,Zhao X,Mol Cell Proteomics,2019,2018/09/28
30240813,Post-exposure prophylaxis for Middle East respiratory syndrome in healthcare workers,"Park SY, Lee JS, Son JS, Ko JH, Peck KR, Jung Y, Woo HJ, Joo YS, Eom JS, Shi H.",J Hosp Infect. 2019 Jan;101(1):42-46. doi: 10.1016/j.jhin.2018.09.005. Epub 2018 Sep 18.,Park SY,J Hosp Infect,2019,2018/09/22
30235060,Viral etiological causes of febrile seizures for respiratory pathogens (EFES Study),"Carman KB, Calik M, Karal Y, Isikay S, Kocak O, Ozcelik A, Yazar AS, Nuhoglu C, Sag C, Kilic O, Dinleyici M, Lacinel Gurlevik S, Yimenicioglu S, Ekici A, Perk P, Tosun A, Isik I, Yarar C, Arslantas D, Dinleyici EC.",Hum Vaccin Immunother. 2019;15(2):496-502. doi: 10.1080/21645515.2018.1526588. Epub 2018 Oct 5.,Carman KB,Hum Vaccin Immunother,2019,2018/09/21
30218713,Lack of seasonal variation of Middle East Respiratory Syndrome Coronavirus (MERS-CoV),"Al-Tawfiq JA, Memish ZA.",Travel Med Infect Dis. 2019 Jan-Feb;27:125-126. doi: 10.1016/j.tmaid.2018.09.002. Epub 2018 Sep 13.,Al-Tawfiq JA,Travel Med Infect Dis,2019,2018/09/16
30216128,MOLECULAR IDENTIFICATION OF AVIAN VIRUSES IN NEOTROPIC CORMORANTS ( PHALACROCORAX BRASILIANUS) IN CHILE,"Verdugo C, Pinto A, Ariyama N, Moroni M, Hernandez C.",J Wildl Dis. 2019 Jan;55(1):105-112. doi: 10.7589/2017-10-256. Epub 2018 Sep 14.,Verdugo C,J Wildl Dis,2019,2018/09/15
