PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date
28972403,Detection of different genotypes of infectious bronchitis virus and of infectious bursal disease virus in European broilers during an epidemiological study in 2013 and the consequences for the diagnostic approach,"de Wit JJ, Cazaban C, Dijkman R, Ramon G, Gardin Y.",Avian Pathol. 2018 Apr;47(2):140-151. doi: 10.1080/03079457.2017.1387231. Epub 2017 Oct 24.,de Wit JJ,Avian Pathol,2018,2017/10/04
28901812,Efficacy of a 3C-like protease inhibitor in treating various forms of acquired feline infectious peritonitis,"Pedersen NC, Kim Y, Liu H, Galasiti Kankanamalage AC, Eckstrand C, Groutas WC, Bannasch M, Meadows JM, Chang KO.",J Feline Med Surg. 2018 Apr;20(4):378-392. doi: 10.1177/1098612X17729626. Epub 2017 Sep 13.,Pedersen NC,J Feline Med Surg,2018,2017/09/14
28589743,Rapid and sensitive insulated isothermal PCR for point-of-need feline leukaemia virus detection,"Wilkes RP, Anis E, Dunbar D, Lee PA, Tsai YL, Lee FC, Chang HG, Wang HT, Graham EM.",J Feline Med Surg. 2018 Apr;20(4):362-369. doi: 10.1177/1098612X17712847. Epub 2017 Jun 7.,Wilkes RP,J Feline Med Surg,2018,2017/06/08
28425327,Cross-sectional quantitative RT-PCR study of feline coronavirus viremia and replication in peripheral blood of healthy shelter cats in Southern California,"Fish EJ, Diniz PPV, Juan YC, Bossong F, Collisson EW, Drechsler Y, Kaltenboeck B.",J Feline Med Surg. 2018 Apr;20(4):295-301. doi: 10.1177/1098612X17705227. Epub 2017 Apr 20.,Fish EJ,J Feline Med Surg,2018,2017/04/21
29288673,Construction and immunogenicity analysis of Lactobacillus plantarum expressing a porcine epidemic diarrhea virus S gene fused to a DC-targeting peptide,"Huang KY, Yang GL, Jin YB, Liu J, Chen HL, Wang PB, Jiang YL, Shi CW, Huang HB, Wang JZ, Wang G, Kang YH, Yang WT, Wang CF.",Virus Res. 2018 Mar 2;247:84-93. doi: 10.1016/j.virusres.2017.12.011. Epub 2017 Dec 27.,Huang KY,Virus Res,2018,2017/12/31
32363218,Short-term relevance of lower respiratory viral coinfection in inpatients under 2 years of age,"Gil J, Almeida S, Constant C, Pinto S, Barreto R, Melo Cristino J, Machado MDC, Bandeira T.",An Pediatr (Engl Ed). 2018 Mar;88(3):127-135. doi: 10.1016/j.anpede.2017.03.006. Epub 2017 Jun 16.,Gil J,An Pediatr (Engl Ed),2018,2020/05/05
30479298,"Twitter and Middle East respiratory syndrome, South Korea, 2015: A multi-lingual study","Fung IC, Zeng J, Chan CH, Liang H, Yin J, Liu Z, Tse ZTH, Fu KW.",Infect Dis Health. 2018 Mar;23(1):10-16. doi: 10.1016/j.idh.2017.08.005. Epub 2017 Sep 18.,Fung IC,Infect Dis Health,2018,2018/11/28
29277555,Distribution of bat-borne viruses and environment patterns,"Afelt A, Lacroix A, Zawadzka-Pawlewska U, Pokojski W, Buchy P, Frutos R.",Infect Genet Evol. 2018 Mar;58:181-191. doi: 10.1016/j.meegid.2017.12.009. Epub 2017 Dec 23.,Afelt A,Infect Genet Evol,2018,2017/12/27
29271336,"Estimating survival rates in MERS-CoV patients 14 and 45 days after experiencing symptoms and determining the differences in survival rates by demographic data, disease characteristics and regions: a worldwide study",Ahmed AE.,Epidemiol Infect. 2018 Mar;146(4):489-495. doi: 10.1017/S095026881700293X. Epub 2017 Dec 22.,Ahmed AE,Epidemiol Infect,2018,2017/12/23
29169817,The French Infectious Diseases Society's readiness and response to epidemic or biological risk-the current situation following the Middle East respiratory syndrome coronavirus and Ebola virus disease alerts,"Coignard-Biehler H, Rapp C, Chapplain JM, Hoen B, Che D, Berthelot P, Cazenave-Roblot F, Rabaud C, Brouqui P, Leport C; SPILF-COREB Emergences group.",Med Mal Infect. 2018 Mar;48(2):95-102. doi: 10.1016/j.medmal.2017.10.002. Epub 2017 Nov 21.,Coignard-Biehler H,Med Mal Infect,2018,2017/11/25
29155041,Epidemiologic and Clinical Characteristics of Coronavirus and Bocavirus Respiratory Infections after Allogeneic Stem Cell Transplantation: A Prospective Single-Center Study,"Piñana JL, Madrid S, Pérez A, Hernández-Boluda JC, Giménez E, Terol MJ, Calabuig M, Navarro D, Solano C.",Biol Blood Marrow Transplant. 2018 Mar;24(3):563-570. doi: 10.1016/j.bbmt.2017.11.001. Epub 2017 Nov 15.,Piñana JL,Biol Blood Marrow Transplant,2018,2017/11/21
29129402,Hepatitis B core antigen based novel vaccine against porcine epidemic diarrhea virus,"Gillam F, Zhang J, Zhang C.",J Virol Methods. 2018 Mar;253:61-69. doi: 10.1016/j.jviromet.2017.11.003. Epub 2017 Nov 9.,Gillam F,J Virol Methods,2018,2017/11/14
29105570,Molecular survey of infectious agents associated with bovine respiratory disease in a beef cattle feedlot in southern Brazil,"Headley SA, Okano W, Balbo LC, Marcasso RA, Oliveira TE, Alfieri AF, Negri Filho LC, Michelazzo MZ, Rodrigues SC, Baptista AL, Saut JPE, Alfieri AA.",J Vet Diagn Invest. 2018 Mar;30(2):249-251. doi: 10.1177/1040638717739945. Epub 2017 Nov 6.,Headley SA,J Vet Diagn Invest,2018,2017/11/07
28869153,A multi-faceted approach of a nursing led education in response to MERS-CoV infection,"Al-Tawfiq JA, Rothwell S, Mcgregor HA, Khouri ZA.",J Infect Public Health. 2018 Mar-Apr;11(2):260-264. doi: 10.1016/j.jiph.2017.08.006. Epub 2017 Aug 30.,Al-Tawfiq JA,J Infect Public Health,2018,2017/09/05
28724637,Predictors of mortality in Middle East respiratory syndrome (MERS),"Hong KH, Choi JP, Hong SH, Lee J, Kwon JS, Kim SM, Park SY, Rhee JY, Kim BN, Choi HJ, Shin EC, Pai H, Park SH, Kim SH.",Thorax. 2018 Mar;73(3):286-289. doi: 10.1136/thoraxjnl-2016-209313. Epub 2017 Jul 19.,Hong KH,Thorax,2018,2017/07/21
28676285,"""It feels like I'm the dirtiest person in the world."": Exploring the experiences of healthcare providers who survived MERS-CoV in Saudi Arabia","Almutairi AF, Adlan AA, Balkhy HH, Abbas OA, Clark AM.",J Infect Public Health. 2018 Mar-Apr;11(2):187-191. doi: 10.1016/j.jiph.2017.06.011. Epub 2017 Jul 1.,Almutairi AF,J Infect Public Health,2018,2017/07/06
28634031,Does atopy affect the course of viral pneumonia?,"Erdem SB, Can D, Girit S, Çatal F, Şen V, Pekcan S, Yüksel H, Bingöl A, Bostancı I, Erge D, Ersu R.",Allergol Immunopathol (Madr). 2018 Mar-Apr;46(2):119-126. doi: 10.1016/j.aller.2017.04.003. Epub 2017 Jun 17.,Erdem SB,Allergol Immunopathol (Madr),2018,2017/06/22
29413067,Mental Health of Nurses Working at a Government-designated Hospital During a MERS-CoV Outbreak: A Cross-sectional Study,"Park JS, Lee EH, Park NR, Choi YH.",Arch Psychiatr Nurs. 2018 Feb;32(1):2-6. doi: 10.1016/j.apnu.2017.09.006. Epub 2017 Sep 5.,Park JS,Arch Psychiatr Nurs,2018,2018/02/08
29408040,Evaluation of a peroxygen-based disinfectant for inactivation of porcine epidemic diarrhea virus at low temperatures on metal surfaces,"Baker KL, Mowrer CL, Zhang J, Chen Q, Ramirez A, Wang C, Karriker LA, Holtkamp DJ.",Vet Microbiol. 2018 Feb;214:99-107. doi: 10.1016/j.vetmic.2017.12.019. Epub 2017 Dec 27.,Baker KL,Vet Microbiol,2018,2018/02/07
29406090,Investigation of three outbreaks of Porcine Epidemic Diarrhea in Germany in 2016 demonstrates age dependent differences in the development of humoral immune response,"Stadler J, Moser L, Numberger J, Rieger A, Strutzberg-Minder K, Stellberger T, Ladinig A, Ritzmann M, Fux R.",Prev Vet Med. 2018 Feb 1;150:93-100. doi: 10.1016/j.prevetmed.2017.12.012. Epub 2017 Dec 19.,Stadler J,Prev Vet Med,2018,2018/02/07
29406087,Factors associated with farm-level infection of porcine epidemic diarrhea during the early phase of the epidemic in Japan in 2013 and 2014,"Toyomaki H, Sekiguchi S, Sasaki Y, Sueyoshi M, Makita K.",Prev Vet Med. 2018 Feb 1;150:77-85. doi: 10.1016/j.prevetmed.2017.12.008. Epub 2017 Dec 11.,Toyomaki H,Prev Vet Med,2018,2018/02/07
29406076,An epidemiological investigation of the early phase of the porcine epidemic diarrhea (PED) outbreak in Canadian swine herds in 2014: A case-control study,"Perri AM, Poljak Z, Dewey C, Harding JCS, O'Sullivan TL.",Prev Vet Med. 2018 Feb 1;150:101-109. doi: 10.1016/j.prevetmed.2017.12.009. Epub 2017 Dec 17.,Perri AM,Prev Vet Med,2018,2018/02/07
29294448,Accessory proteins 8b and 8ab of severe acute respiratory syndrome coronavirus suppress the interferon signaling pathway by mediating ubiquitin-dependent rapid degradation of interferon regulatory factor 3,"Wong HH, Fung TS, Fang S, Huang M, Le MT, Liu DX.",Virology. 2018 Feb;515:165-175. doi: 10.1016/j.virol.2017.12.028. Epub 2017 Dec 30.,Wong HH,Virology,2018,2018/01/03
29289665,Disulfiram can inhibit MERS and SARS coronavirus papain-like proteases via different modes,"Lin MH, Moses DC, Hsieh CH, Cheng SC, Chen YH, Sun CY, Chou CY.",Antiviral Res. 2018 Feb;150:155-163. doi: 10.1016/j.antiviral.2017.12.015. Epub 2017 Dec 28.,Lin MH,Antiviral Res,2018,2018/01/01
29287230,The OC43 human coronavirus envelope protein is critical for infectious virus production and propagation in neuronal cells and is a determinant of neurovirulence and CNS pathology,"Stodola JK, Dubois G, Le Coupanec A, Desforges M, Talbot PJ.",Virology. 2018 Feb;515:134-149. doi: 10.1016/j.virol.2017.12.023. Epub 2017 Dec 26.,Stodola JK,Virology,2018,2017/12/30
29258862,Broad-spectrum antiviral activity of the eIF4A inhibitor silvestrol against corona- and picornaviruses,"Müller C, Schulte FW, Lange-Grünweller K, Obermann W, Madhugiri R, Pleschka S, Ziebuhr J, Hartmann RK, Grünweller A.",Antiviral Res. 2018 Feb;150:123-129. doi: 10.1016/j.antiviral.2017.12.010. Epub 2017 Dec 16.,Müller C,Antiviral Res,2018,2017/12/21
29246504,A recombinant VSV-vectored MERS-CoV vaccine induces neutralizing antibody and T cell responses in rhesus monkeys after single dose immunization,"Liu R, Wang J, Shao Y, Wang X, Zhang H, Shuai L, Ge J, Wen Z, Bu Z.",Antiviral Res. 2018 Feb;150:30-38. doi: 10.1016/j.antiviral.2017.12.007. Epub 2017 Dec 12.,Liu R,Antiviral Res,2018,2017/12/17
29223788,A multiplex real-time RT-PCR for simultaneous detection of four most common avian respiratory viruses,"Laamiri N, Aouini R, Marnissi B, Ghram A, Hmila I.",Virology. 2018 Feb;515:29-37. doi: 10.1016/j.virol.2017.11.021. Epub 2017 Dec 8.,Laamiri N,Virology,2018,2017/12/11
29223614,"Host susceptibility to MERS-CoV infection, a retrospective cohort study of the 2015 Korean MERS outbreak","Ko JH, Seok H, Park GE, Lee JY, Lee JY, Cho SY, Ha YE, Kang JM, Kim YJ, Kang CI, Chung DR, Song JH, Peck KR.",J Infect Chemother. 2018 Feb;24(2):150-152. doi: 10.1016/j.jiac.2017.09.008. Epub 2017 Dec 6.,Ko JH,J Infect Chemother,2018,2017/12/11
29217619,"microRNA-4331 Promotes Transmissible Gastroenteritis Virus (TGEV)-induced Mitochondrial Damage Via Targeting RB1, Upregulating Interleukin-1 Receptor Accessory Protein (IL1RAP), and Activating p38 MAPK Pathway In Vitro","Zhao X, Bai X, Guan L, Li J, Song X, Ma X, Guo J, Zhang Z, Du Q, Huang Y, Tong D.",Mol Cell Proteomics. 2018 Feb;17(2):190-204. doi: 10.1074/mcp.RA117.000432. Epub 2017 Dec 7.,Zhao X,Mol Cell Proteomics,2018,2017/12/09
29214503,"Epidemiology and clinical characteristics of human coronaviruses OC43, 229E, NL63, and HKU1: a study of hospitalized children with acute respiratory tract infection in Guangzhou, China","Zeng ZQ, Chen DH, Tan WP, Qiu SY, Xu D, Liang HX, Chen MX, Li X, Lin ZS, Liu WK, Zhou R.",Eur J Clin Microbiol Infect Dis. 2018 Feb;37(2):363-369. doi: 10.1007/s10096-017-3144-z. Epub 2017 Dec 6.,Zeng ZQ,Eur J Clin Microbiol Infect Dis,2018,2017/12/08
29203391,Identification of a peptide derived from the heptad repeat 2 region of the porcine epidemic diarrhea virus (PEDV) spike glycoprotein that is capable of suppressing PEDV entry and inducing neutralizing antibodies,"Zhao P, Wang B, Ji CM, Cong X, Wang M, Huang YW.",Antiviral Res. 2018 Feb;150:1-8. doi: 10.1016/j.antiviral.2017.11.021. Epub 2017 Dec 5.,Zhao P,Antiviral Res,2018,2017/12/06
29172107,Immune responses in influenza A virus and human coronavirus infections: an ongoing battle between the virus and host,"Zheng J, Perlman S.",Curr Opin Virol. 2018 Feb;28:43-52. doi: 10.1016/j.coviro.2017.11.002. Epub 2017 Nov 21.,Zheng J,Curr Opin Virol,2018,2017/11/25
29128885,Evaluation of the genetic variability found in Brazilian commercial vaccines for infectious bronchitis virus,"Saraiva GL, Santos MR, Pereira CG, Vidigal PMP, Fietto JLR, de Oliveira Mendes TA, Bressan GC, Soares-Martins JAP, de Almeida MR, Silva-Júnior A.",Virus Genes. 2018 Feb;54(1):77-85. doi: 10.1007/s11262-017-1515-2. Epub 2017 Nov 11.,Saraiva GL,Virus Genes,2018,2017/11/13
29104088,A novel duplex TaqMan probe-based real-time RT-qPCR for detecting and differentiating classical and variant porcine epidemic diarrhea viruses,"Su Y, Liu Y, Chen Y, Xing G, Hao H, Wei Q, Liang Y, Xie W, Li D, Huang H, Deng R, Zhang G.",Mol Cell Probes. 2018 Feb;37:6-11. doi: 10.1016/j.mcp.2017.10.003. Epub 2017 Nov 7.,Su Y,Mol Cell Probes,2018,2017/11/07
29054443,Development of an xTAG-multiplex PCR array for the detection of four avian respiratory viruses,"Cong F, Zhu Y, Liu X, Li X, Chen M, Huang R, Guo P.",Mol Cell Probes. 2018 Feb;37:1-5. doi: 10.1016/j.mcp.2017.10.002. Epub 2017 Oct 18.,Cong F,Mol Cell Probes,2018,2017/10/22
29052924,"MERS, SARS and other coronaviruses as causes of pneumonia","Yin Y, Wunderink RG.",Respirology. 2018 Feb;23(2):130-137. doi: 10.1111/resp.13196. Epub 2017 Oct 20.,Yin Y,Respirology,2018,2017/10/21
29050907,Difficulties in using personal protective equipment: Training experiences with the 2015 outbreak of Middle East respiratory syndrome in Korea,"Kang J, Kim EJ, Choi JH, Hong HK, Han SH, Choi IS, Ryu JG, Kim J, Kim JY, Park ES.",Am J Infect Control. 2018 Feb;46(2):235-237. doi: 10.1016/j.ajic.2017.08.041. Epub 2017 Oct 16.,Kang J,Am J Infect Control,2018,2017/10/21
29048984,Development of Middle East Respiratory Syndrome Coronavirus vaccines - advances and challenges,"Cho H, Excler JL, Kim JH, Yoon IK.",Hum Vaccin Immunother. 2018 Feb 1;14(2):304-313. doi: 10.1080/21645515.2017.1389362. Epub 2017 Nov 29.,Cho H,Hum Vaccin Immunother,2018,2017/10/20
29038024,Structural insights of a self-assembling 9-residue peptide from the C-terminal tail of the SARS corona virus E-protein in DPC and SDS micelles: A combined high and low resolution spectroscopic study,"Ghosh A, Bhattacharyya D, Bhunia A.",Biochim Biophys Acta Biomembr. 2018 Feb;1860(2):335-346. doi: 10.1016/j.bbamem.2017.10.015. Epub 2017 Oct 14.,Ghosh A,Biochim Biophys Acta Biomembr,2018,2017/10/18
28988778,NMR structure and localization of a large fragment of the SARS-CoV fusion protein: Implications in viral cell fusion,"Mahajan M, Chatterjee D, Bhuvaneswari K, Pillay S, Bhattacharjya S.",Biochim Biophys Acta Biomembr. 2018 Feb;1860(2):407-415. doi: 10.1016/j.bbamem.2017.10.002. Epub 2017 Oct 5.,Mahajan M,Biochim Biophys Acta Biomembr,2018,2017/10/10
28958446,Middle East respiratory syndrome coronavirus transmission among health care workers: Implication for infection control,"Alfaraj SH, Al-Tawfiq JA, Altuwaijri TA, Alanazi M, Alzahrani N, Memish ZA.",Am J Infect Control. 2018 Feb;46(2):165-168. doi: 10.1016/j.ajic.2017.08.010. Epub 2017 Sep 25.,Alfaraj SH,Am J Infect Control,2018,2017/09/30
28906003,Inclusion of MERS-spike protein ELISA in algorithm to determine serologic evidence of MERS-CoV infection,"Trivedi S, Miao C, Al-Abdallat MM, Haddadin A, Alqasrawi S, Iblan I, Nsour MA, Alsanouri T, Ali SS, Rha B, Gerber SI, Payne DC, Tamin A, Thornburg NJ.",J Med Virol. 2018 Feb;90(2):367-371. doi: 10.1002/jmv.24948. Epub 2017 Sep 26.,Trivedi S,J Med Virol,2018,2017/09/15
28858401,Histopathology of Middle East respiratory syndrome coronovirus (MERS-CoV) infection - clinicopathological and ultrastructural study,"Alsaad KO, Hajeer AH, Al Balwi M, Al Moaiqel M, Al Oudah N, Al Ajlan A, AlJohani S, Alsolamy S, Gmati GE, Balkhy H, Al-Jahdali HH, Baharoon SA, Arabi YM.",Histopathology. 2018 Feb;72(3):516-524. doi: 10.1111/his.13379. Epub 2017 Nov 21.,Alsaad KO,Histopathology,2018,2017/09/01
28758349,Appearance of US-like porcine epidemic diarrhoea virus (PEDV) strains before US outbreaks and genetic heterogeneity of PEDVs collected in Northern Vietnam during 2012-2015,"Diep NV, Sueyoshi M, Izzati U, Fuke N, Teh APP, Lan NT, Yamaguchi R.",Transbound Emerg Dis. 2018 Feb;65(1):e83-e93. doi: 10.1111/tbed.12681. Epub 2017 Jul 30.,Diep NV,Transbound Emerg Dis,2018,2017/08/01
28418192,Detection of potentially novel paramyxovirus and coronavirus viral RNA in bats and rats in the Mekong Delta region of southern Viet Nam,"Berto A, Anh PH, Carrique-Mas JJ, Simmonds P, Van Cuong N, Tue NT, Van Dung N, Woolhouse ME, Smith I, Marsh GA, Bryant JE, Thwaites GE, Baker S, Rabaa MA; VIZIONS consortium.",Zoonoses Public Health. 2018 Feb;65(1):30-42. doi: 10.1111/zph.12362. Epub 2017 Apr 18.,Berto A,Zoonoses Public Health,2018,2017/04/19
28345292,The detection and phylogenetic analysis of porcine deltacoronavirus from Guangdong Province in Southern China,"Mai K, Feng J, Chen G, Li D, Zhou L, Bai Y, Wu Q, Ma J.",Transbound Emerg Dis. 2018 Feb;65(1):166-173. doi: 10.1111/tbed.12644. Epub 2017 Mar 27.,Mai K,Transbound Emerg Dis,2018,2017/03/28
29031518,Investigation of nonlinear epidemiological models for analyzing and controlling the MERS outbreak in Korea,"Ahn I, Heo S, Ji S, Kim KH, Kim T, Lee EJ, Park J, Sung K.",J Theor Biol. 2018 Jan 21;437:17-28. doi: 10.1016/j.jtbi.2017.10.004. Epub 2017 Oct 12.,Ahn I,J Theor Biol,2018,2017/10/17
